"TaxonomyID","superkingdom","kingdom","phylum","class","order","family","genus","species","read_count","Proportion","readsEM","EMProportion","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",4,5.37006457502651e-05,4,5.37071349928838e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",4,5.37006457502651e-05,4,5.37071349928838e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",4,5.37006457502651e-05,4,5.37071349928838e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",4,5.37006457502651e-05,2.5,3.42354651775865e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,2.5,3.3159972986443e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",3,4.02754843126989e-05,3,4.02803512446629e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2.2,2.99395401545059e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535674964419e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68536557554746e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",2,2.68503228751326e-05,2,2.68535773028039e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1.8,2.38790045665607e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1.4,1.90495702186109e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,0.6,7.47017464499906e-06,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.34269207131496e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.34267916308414e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.34270206478324e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,0.4,5.91594048840025e-06,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1.1,1.44513806812033e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.34269002999742e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1,1.32128955100087e-05,NA,NA,NA,NA,NA,NA,NA
NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1,1.34251614375663e-05,1.2,1.55399599091361e-05,NA,NA,NA,NA,NA,NA,NA
999419,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides johnsonii",231,0.00310121229207781,227.3,0.00305233199989688,NA,NA,NA,NA,NA,NA,NA
411483,NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium duncaniae",210,0.00281928390188892,198.7,0.00266835605000376,NA,NA,NA,NA,NA,NA,NA
334413,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia","Finegoldia magna",106,0.00142306711238203,101.8,0.00136632478176545,NA,NA,NA,NA,NA,NA,NA
300267,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",88,0.00118141420650583,95.1,0.00127649214045402,NA,NA,NA,NA,NA,NA,NA
537007,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia hansenii",79,0.00106058775356774,75.1,0.00100790424473462,NA,NA,NA,NA,NA,NA,NA
1841865,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Mediterranea","Mediterranea massiliensis",78,0.00104716259213017,55.3,0.000742600297382348,NA,NA,NA,NA,NA,NA,NA
1776384,NA,NA,"Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Emergencia","Emergencia timonensis",67,0.000899485816316941,60.4,0.000811023484612025,NA,NA,NA,NA,NA,NA,NA
2585118,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes communis",64,0.000859210332004242,50.3,0.000675887077701198,NA,NA,NA,NA,NA,NA,NA
1121323,NA,NA,"Bacillota","Clostridia","Lachnospirales","Anaerotignaceae","Anaerotignum","Anaerotignum lactatifermentans",50,0.000671258071878314,45.5,0.000611098355167335,NA,NA,NA,NA,NA,NA,NA
997884,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides nordii",42,0.000563856780377784,42,0.000563746025611373,NA,NA,NA,NA,NA,NA,NA
299766,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter hormaechei",41,0.000550431618940218,28.7,0.000385447713660477,NA,NA,NA,NA,NA,NA,NA
68895,NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus basilensis",31,0.000416180004564555,31.3,0.000420839682813311,NA,NA,NA,NA,NA,NA,NA
97081,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,"Traversvirus","Traversvirus II",26,0.000349054197376723,25.5,0.000342709603519614,NA,NA,NA,NA,NA,NA,NA
411471,NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Subdoligranulum","Subdoligranulum variabile",25,0.000335629035939157,22.7,0.000304397751088115,NA,NA,NA,NA,NA,NA,NA
1035839,NA,NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus sputorum",25,0.000335629035939157,24.3,0.000326940732574221,NA,NA,NA,NA,NA,NA,NA
518634,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium breve",24,0.000322203874501591,27.9,0.000374628213047167,NA,NA,NA,NA,NA,NA,NA
411467,NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor capillosus",23,0.000308778713064025,20.4,0.000274548029522344,NA,NA,NA,NA,NA,NA,NA
742740,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","[Clostridium] symbiosum",21,0.000281928390188892,37.3,0.000501003700921096,NA,NA,NA,NA,NA,NA,NA
445972,NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus","Anaerotruncus colihominis",21,0.000281928390188892,25.9,0.000347865116429545,NA,NA,NA,NA,NA,NA,NA
1871018,NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Angelakisella","Angelakisella massiliensis",20,0.000268503228751326,23.6,0.000316760351729621,NA,NA,NA,NA,NA,NA,NA
203275,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella","Tannerella forsythia",18,0.000241652905876193,20.5,0.000274966430334654,NA,NA,NA,NA,NA,NA,NA
763034,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fluxus",17,0.000228227744438627,17,0.000228645575389552,NA,NA,NA,NA,NA,NA,NA
1150423,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium dentium",16,0.000214802583001061,15.6,0.000209209915503694,NA,NA,NA,NA,NA,NA,NA
997894,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster bolteae",16,0.000214802583001061,16.6,0.000223143890796497,NA,NA,NA,NA,NA,NA,NA
1547597,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides","Sanguibacteroides justesenii",16,0.000214802583001061,16,0.000214903915635902,NA,NA,NA,NA,NA,NA,NA
911023,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Yokenella","Yokenella regensburgei",15,0.000201377421563494,18.6,0.000249160718121836,NA,NA,NA,NA,NA,NA,NA
1852370,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellamassilia","Prevotellamassilia timonensis",15,0.000201377421563494,14.8,0.000198167083903285,NA,NA,NA,NA,NA,NA,NA
626937,NA,NA,"Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella minuta",13,0.000174527098688362,12.8,0.00017249065450106,NA,NA,NA,NA,NA,NA,NA
1236513,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecichinchillae",13,0.000174527098688362,12.7,0.000169908489773374,NA,NA,NA,NA,NA,NA,NA
1871030,NA,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Merdibacter","Merdibacter massiliensis",13,0.000174527098688362,11.6,0.000155858482390574,NA,NA,NA,NA,NA,NA,NA
214092,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","Yersinia pestis",11,0.000147676775813229,11,0.000147702440516368,NA,NA,NA,NA,NA,NA,NA
99287,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica",11,0.000147676775813229,11,0.000147382974144691,NA,NA,NA,NA,NA,NA,NA
871963,NA,NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfitobacterium","Desulfitobacterium dichloroeliminans",11,0.000147676775813229,9.3,0.000124319355702481,NA,NA,NA,NA,NA,NA,NA
1841857,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Culturomica","Culturomica massiliensis",11,0.000147676775813229,28,0.000375833701806946,NA,NA,NA,NA,NA,NA,NA
1907654,NA,NA,"Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella bouchesdurhonensis",11,0.000147676775813229,11.6,0.00015608391147694,NA,NA,NA,NA,NA,NA,NA
226185,NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",10,0.000134251614375663,7.8,0.000105195686390337,NA,NA,NA,NA,NA,NA,NA
1437610,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium reuteri",10,0.000134251614375663,10,0.000134268373362592,NA,NA,NA,NA,NA,NA,NA
1745713,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Bariatricus","Bariatricus massiliensis",10,0.000134251614375663,8.7,0.000116338766714373,NA,NA,NA,NA,NA,NA,NA
563769,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,"Pankowvirus","Pankowvirus pv1717",10,0.000134251614375663,10,0.000134335486449863,NA,NA,NA,NA,NA,NA,NA
1410657,NA,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Kandleria","Kandleria vitulina",9,0.000120826452938097,9,0.000120841053733989,NA,NA,NA,NA,NA,NA,NA
428127,NA,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacillus","Amedibacillus dolichus",9,0.000120826452938097,8.8,0.000117768132796909,NA,NA,NA,NA,NA,NA,NA
566550,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","Hungatella hathewayi",9,0.000120826452938097,9,0.00012089162827884,NA,NA,NA,NA,NA,NA,NA
585502,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella bergensis",9,0.000120826452938097,11.2,0.000150607787461242,NA,NA,NA,NA,NA,NA,NA
1447715,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum",8,0.00010740129150053,8,0.000107414687430242,NA,NA,NA,NA,NA,NA,NA
1122984,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella intermedia",8,0.00010740129150053,5.2,6.94886551652601e-05,NA,NA,NA,NA,NA,NA,NA
1427517,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Xenorhabdus","Xenorhabdus cabanillasii",8,0.00010740129150053,7.5,0.000100408489403531,NA,NA,NA,NA,NA,NA,NA
1917878,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella ihumii",8,0.00010740129150053,13,0.000174259435659249,NA,NA,NA,NA,NA,NA,NA
1815968,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,"Punavirus","Punavirus SJ46",8,0.00010740129150053,8.9,0.000119948268270404,NA,NA,NA,NA,NA,NA,NA
1650661,NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium phoceensis",7,9.3976130062964e-05,5.5,7.4382067939046e-05,NA,NA,NA,NA,NA,NA,NA
196242,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,"Marienburgvirus","Marienburgvirus BP4795",7,9.3976130062964e-05,8.6,0.000114877046498632,NA,NA,NA,NA,NA,NA,NA
742743,NA,NA,"Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister succinatiphilus",6,8.05509686253977e-05,6,8.05610281030409e-05,NA,NA,NA,NA,NA,NA,NA
1445607,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides reticulotermitis",6,8.05509686253977e-05,6,8.07022979236669e-05,NA,NA,NA,NA,NA,NA,NA
701347,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","[Enterobacter] lignolyticus",6,8.05509686253977e-05,6.3,8.43207559052397e-05,NA,NA,NA,NA,NA,NA,NA
1118062,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus obesi",6,8.05509686253977e-05,4.5,6.05860207819312e-05,NA,NA,NA,NA,NA,NA,NA
1871021,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium phocaeense",6,8.05509686253977e-05,7.2,9.67739137479304e-05,NA,NA,NA,NA,NA,NA,NA
1590550,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,"Punavirus","Punavirus RCS47",6,8.05509686253977e-05,6.3,8.51462754562967e-05,NA,NA,NA,NA,NA,NA,NA
1218112,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera cryocrescens",5,6.71258071878314e-05,5,6.71411632975249e-05,NA,NA,NA,NA,NA,NA,NA
1121114,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia producta",5,6.71258071878314e-05,5,6.71388266369978e-05,NA,NA,NA,NA,NA,NA,NA
1242245,NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter johnsonii",5,6.71258071878314e-05,3.8,5.07184181906114e-05,NA,NA,NA,NA,NA,NA,NA
478749,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens",5,6.71258071878314e-05,5.3,7.17086959367575e-05,NA,NA,NA,NA,NA,NA,NA
1723382,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Urinicoccus","Urinicoccus massiliensis",5,6.71258071878314e-05,5.5,7.36983067601367e-05,NA,NA,NA,NA,NA,NA,NA
1852374,NA,NA,"Bacillota","Tissierellia",NA,NA,"Ezakiella","Ezakiella massiliensis",5,6.71258071878314e-05,5.3,7.11719759732593e-05,NA,NA,NA,NA,NA,NA,NA
1147148,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,"Lambdavirus","Lambdavirus HK629",5,6.71258071878314e-05,2,2.72593998550627e-05,NA,NA,NA,NA,NA,NA,NA
1035196,NA,NA,"Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus anaerobius",4,5.37006457502651e-05,4.2,5.62414904027835e-05,NA,NA,NA,NA,NA,NA,NA
1601,NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus agilis",4,5.37006457502651e-05,1.9,2.60902973104321e-05,NA,NA,NA,NA,NA,NA,NA
1234679,NA,NA,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium maltaromaticum",4,5.37006457502651e-05,3.5,4.65803455114228e-05,NA,NA,NA,NA,NA,NA,NA
565655,NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus",4,5.37006457502651e-05,3.5,4.75189527262414e-05,NA,NA,NA,NA,NA,NA,NA
1408437,NA,NA,"Bacillota","Clostridia","Eubacteriales","Butyricicoccaceae","Agathobaculum","Agathobaculum desmolans",4,5.37006457502651e-05,4,5.37076383015763e-05,NA,NA,NA,NA,NA,NA,NA
883114,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Helcococcus","Helcococcus kunzii",4,5.37006457502651e-05,3.6,4.87858123566967e-05,NA,NA,NA,NA,NA,NA,NA
40215,NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter junii",4,5.37006457502651e-05,2,2.68503434248873e-05,NA,NA,NA,NA,NA,NA,NA
153730,NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Agrococcus","Agrococcus baldri",4,5.37006457502651e-05,2,2.68503434248873e-05,NA,NA,NA,NA,NA,NA,NA
1300165,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia cowanii",4,5.37006457502651e-05,4.7,6.3583502445874e-05,NA,NA,NA,NA,NA,NA,NA
888064,NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus italicus",4,5.37006457502651e-05,1.9,2.60200605489834e-05,NA,NA,NA,NA,NA,NA,NA
667015,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola salanitronis",4,5.37006457502651e-05,4,5.37097847937302e-05,NA,NA,NA,NA,NA,NA,NA
