"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"54",NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis",656,0.00880690590304348,674.3,0.00905341414625399,"53","367928","1"
"55",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",650,0.00872635493441809,660.2,0.00886499673554753,"54","445970","1"
"56",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes inops",647,0.00868607945010539,647.4,0.00869217513432663,"55","1501391","1"
"57",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes hadrus",646,0.00867265428866782,651.7,0.00875051681294177,"56","649756","1"
"58",NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus intestini",637,0.00855182783572972,637.2,0.00855531756815566,"57","568816","1"
"59",NA,NA,"Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium ventriosum",624,0.00837730073704136,641.2,0.0086086164546516,"58","411463","1"
"60",NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium angulatum",621,0.00833702525272866,598.6,0.00803671809650425,"59","518635","1"
"61",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus parasanguinis",615,0.00825647428410327,612,0.00821710340729471,"60","760570","1"
"62",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter gnavus",611,0.008202773638353,611.9,0.00821591824749106,"61","1384063","1"
"63",NA,NA,"Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella parvula",603,0.00809537234685247,603.1,0.00809807312189821,"62","479436","1"
