"abundance_cols.Healthy_stool_100_100_noerr","abundance_cols.Healthy_stool_100_10_noerr","abundance_cols.Healthy_stool_100_1_noerr","abundance_cols.Healthy_stool_100_50_noerr","abundance_cols.Healthy_stool_10_100_noerr","abundance_cols.Healthy_stool_10_10_noerr","abundance_cols.Healthy_stool_10_1_noerr","abundance_cols.Healthy_stool_10_50_noerr"
0.0120182079598064,0.095225692610933,0.153843222154707,0.130411992693607,0.146134859423005,0.177205744308553,0.175763299517899,0.17976215855945
