"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_100_100",252,14366,3798,247,0.50501002004008,0.209094913014754
"abundance_cols.Healthy_stool_100_10",246,14366,3528,253,0.492985971943888,0.197161059573041
"abundance_cols.Healthy_stool_100_1",224,14366,2811,275,0.448897795591182,0.163649065610991
"abundance_cols.Healthy_stool_100_50",239,14366,3432,260,0.478957915831663,0.19283065512979
"abundance_cols.Healthy_stool_10_100",144,14366,1882,355,0.288577154308617,0.115829640571147
"abundance_cols.Healthy_stool_10_10",138,14366,1846,361,0.276553106212425,0.11386627189736
"abundance_cols.Healthy_stool_10_1",138,14366,1807,361,0.276553106212425,0.111729425585853
"abundance_cols.Healthy_stool_10_50",147,14366,1777,352,0.294589178356713,0.11007867187016
