"","abundance_cols.Healthy_stool_100_100","abundance_cols.Healthy_stool_100_10","abundance_cols.Healthy_stool_100_1","abundance_cols.Healthy_stool_100_50","abundance_cols.Healthy_stool_10_100","abundance_cols.Healthy_stool_10_10","abundance_cols.Healthy_stool_10_1","abundance_cols.Healthy_stool_10_50"
"RRMSE",1397.86471208946,1218.09562707962,1304.21212765921,1625.23599988382,1978.87539998595,1994.09118955889,1817.85191934045,2239.03118221831
"AVGRE",99.8006685313957,99.6963526369211,99.4624584073736,99.6979296821579,100.080116267986,99.8372464536776,100.085668862898,100.778727605801
"NRMSE",5087.98935176523,4730.99370003815,4042.30136695539,5173.62905896511,6702.01419133482,6300.39909290244,5366.58941627751,6395.27395582131
