"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_100_100_noerr",259,14013,4397,240,0.519038076152305,0.238837588267246
"abundance_cols.Healthy_stool_100_10_noerr",253,14013,4099,246,0.507014028056112,0.226314045936396
"abundance_cols.Healthy_stool_100_1_noerr",236,14013,3267,263,0.472945891783567,0.1890625
"abundance_cols.Healthy_stool_100_50_noerr",249,14013,4086,250,0.498997995991984,0.225758329189458
"abundance_cols.Healthy_stool_10_100_noerr",167,14013,2431,332,0.334669338677355,0.147835076623693
"abundance_cols.Healthy_stool_10_10_noerr",161,14013,2342,338,0.322645290581162,0.143197798838276
"abundance_cols.Healthy_stool_10_1_noerr",152,14013,2191,347,0.304609218436874,0.135213527524068
"abundance_cols.Healthy_stool_10_50_noerr",163,14013,2237,336,0.326653306613226,0.137661538461538
