"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_100_100_noerr",156,16105,1447,343,0.312625250501002,0.0824407474931632
"abundance_cols.Healthy_stool_100_10_noerr",153,16105,1331,346,0.306613226452906,0.0763363156687314
"abundance_cols.Healthy_stool_100_1_noerr",149,16105,1293,350,0.298597194388778,0.0743188872284171
"abundance_cols.Healthy_stool_100_50_noerr",154,16105,1294,345,0.308617234468938,0.0743720903500201
"abundance_cols.Healthy_stool_10_100_noerr",85,16105,874,414,0.170340681362725,0.0514753519052948
"abundance_cols.Healthy_stool_10_10_noerr",93,16105,956,406,0.186372745490982,0.056034230115468
"abundance_cols.Healthy_stool_10_1_noerr",95,16105,1068,404,0.190380761523046,0.0621906481104059
"abundance_cols.Healthy_stool_10_50_noerr",90,16105,903,409,0.180360721442886,0.0530926622765757
