"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_100_100",150,16657,1194,349,0.30060120240481,0.0668870091311411
"abundance_cols.Healthy_stool_100_10",148,16657,1093,351,0.296593186372746,0.0615774647887324
"abundance_cols.Healthy_stool_100_1",131,16657,972,368,0.2625250501002,0.0551364229394747
"abundance_cols.Healthy_stool_100_50",146,16657,1053,353,0.292585170340681,0.0594579333709769
"abundance_cols.Healthy_stool_10_100",67,16657,655,432,0.134268537074148,0.0378350277264325
"abundance_cols.Healthy_stool_10_10",71,16657,656,428,0.142284569138277,0.0378906024374747
"abundance_cols.Healthy_stool_10_1",73,16657,733,426,0.146292585170341,0.0421506612995975
"abundance_cols.Healthy_stool_10_50",73,16657,617,426,0.146292585170341,0.0357184207479449
