"sample","r2"
"healthy_stool_100_1",0.0132308862008679
"healthy_stool_100_10",0.3749531893132
"healthy_stool_100_100",0.352746655653211
"healthy_stool_100_50",0.426692489756484
"healthy_stool_10_1",0.0693308204683506
"healthy_stool_10_10",0.352154204068963
"healthy_stool_10_100",0.505430191620761
"healthy_stool_10_50",0.465257213705489
