"","abundance_cols.Healthy_stool_100_100_noerr","abundance_cols.Healthy_stool_100_10_noerr","abundance_cols.Healthy_stool_100_1_noerr","abundance_cols.Healthy_stool_100_50_noerr","abundance_cols.Healthy_stool_10_100_noerr","abundance_cols.Healthy_stool_10_10_noerr","abundance_cols.Healthy_stool_10_1_noerr","abundance_cols.Healthy_stool_10_50_noerr"
"RRMSE",1454.15187810852,1234.10985707378,1325.70514336687,1465.34556730458,1892.80090969302,1885.30474161103,1695.01645057355,2106.90619240499
"AVGRE",99.8335267675662,99.7811931315151,99.6051270310672,99.8014782549258,99.3277967659398,99.6496638060383,99.6219721010938,99.4304214131037
"NRMSE",4873.2958918387,4496.47270573866,3856.18490942043,4782.25851322019,6897.98977038988,6482.50479609693,5607.57778802352,6554.52151806529
