"","MCC"
"abundance_cols.Healthy_stool_100_100_noerr",0.0416542660037064
"abundance_cols.Healthy_stool_100_10_noerr",0.0415331037411284
"abundance_cols.Healthy_stool_100_1_noerr",0.0404071420559654
"abundance_cols.Healthy_stool_100_50_noerr",0.0422039545786757
"abundance_cols.Healthy_stool_10_100_noerr",0.0211566170186011
"abundance_cols.Healthy_stool_10_10_noerr",0.0232545477645995
"abundance_cols.Healthy_stool_10_1_noerr",0.0229461589948353
"abundance_cols.Healthy_stool_10_50_noerr",0.0226714710929004
