"abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
0.839968439823611,0.714754023362664,0.385954444051154,0.626821828648976,0.78429815463256,0.255816403545261,0.0340047673336251,0.511656432369681
