"","TPR","FPR"
"abundance_cols.healthy_stool_10_1",0.507142857142857,0.000286971494164913
"abundance_cols.healthy_stool_10_10",0.507645259938838,0.00033478406427854
"abundance_cols.healthy_stool_10_100",0.506639427987743,0.00033478406427854
"abundance_cols.healthy_stool_10_50",0.507128309572301,0.00033478406427854
"abundance_cols.healthy_stool_100_1",0.507903055848261,0.000143506338196604
"abundance_cols.healthy_stool_100_10",0.507494646680942,0.00023915435021763
"abundance_cols.healthy_stool_100_100",0.508733624454148,0.000286971494164913
"abundance_cols.healthy_stool_100_50",0.505399568034557,0.00033478406427854
