"abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
0.840640778137673,0.712237474620014,0.385542194843082,0.62127539749874,0.784417281235802,0.254865949058926,0.0332659255078906,0.510838360091182
