Total Number of Aligned Reads:	90387	Total Number of Mapped Genomes:	3522
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703852.1	0.14676155311969435	0.13986524610840054	12642.0	0.13930100567559495	0.0005642404328056026	0.14493203431532703	0.13580977458304982	12275.438095238125	0.1350526071227057	0.0030645999977872923
ti|435590|org|Bacteroides_vulgatus_ATCC_8482|accession|NC_009614.1	0.13935816085103497	0.16339739121776362	14769.0	0.16338632767986547	1.106353789814907e-05	0.13454312389391992	0.15889050910956853	14361.636446886572	0.15850730746678174	0.0038611747264540256
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703853.1	0.08264570059427982	0.07820814940201577	7069.0	0.07804219633354353	0.00016595306847223606	0.08217187685121052	0.07713443304900021	6971.949999999982	0.07683627070264529	0.0016152765331297642
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703854.1	0.0790764170129969	0.07652649164149712	6917.0	0.0760507595118767	0.00047573212962041003	0.07717206591584501	0.07271885421166947	6572.839075630169	0.07119386637458927	0.005620277252259728
ti|515619|org|[Eubacterium]_rectale_ATCC_33656|accession|NC_012781.1	0.060516718580653675	0.05634659851527321	5093.0	0.05634659851527321	0.0	0.05896973680051463	0.05440652811956203	4917.642857142853	0.05401219201876376	0.0011506079414075033
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703855.1	0.05099162825780722	0.0476174671136336	4304.0	0.04708641729452244	0.0005310498191111553	0.050229922913946255	0.047899523940781466	4329.494270435414	0.04529412415502229	0.007523205770741367
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703|accession|NC_008618.1	0.033973091111747726	0.031254494562271126	2825.0	0.031254494562271126	0.0	0.03382774810346241	0.031162723933808274	2816.7051282051284	0.03117704979698408	6.638122738889442e-05
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703856.1	0.03321213667916737	0.030789825970548863	2783.0	0.030756635356854415	3.319061369444721e-05	0.03352467810742825	0.03141491586179433	2839.500000000004	0.031066414418002588	0.0008408288802593294
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703857.1	0.03173976221217524	0.029539646188058016	2670.0	0.029440074346974675	9.957184108334163e-05	0.032314410679222395	0.030679704255827188	2773.046428571452	0.029229867126909843	0.005498578335380088
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703858.1	0.02552260658413591	0.023598526336751968	2133.0	0.023598526336751968	0.0	0.02575440238184179	0.024182562599868184	2185.7892857142856	0.023875114784205693	0.0014382599267593792
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703859.1	0.02540959015882876	0.024350846913826104	2201.0	0.024350846913826104	0.0	0.025401902149440863	0.024291841378369313	2195.666666666667	0.02427340214853906	4.425415159259628e-05
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703861.1	0.019515620985852144	0.018763760275260822	1696.0	0.01869737904787193	6.638122738889442e-05	0.01958609290264866	0.018898366653021637	1708.1666666666665	0.018841205040547867	0.0001438259926759379
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703860.1	0.019457300610194156	0.019538207928131258	1766.0	0.019460763162844213	7.744476528704349e-05	0.019231792879142808	0.019028086634877425	1719.8916666666657	0.01892971334373306	0.0023122794207131557
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1	0.01712703087279847	0.01569916027747353	1419.0	0.01569916027747353	0.0	0.016479953836903177	0.015026312780967756	1358.1833333333325	0.015212364609954971	0.00046466859172226093
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703862.1	0.015401166057208445	0.014382599267593792	1300.0	0.014382599267593792	0.0	0.015484377093093752	0.014541176644133914	1314.3333333333321	0.014471107570778984	0.00024339783375927954
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703863.1	0.015244423771965577	0.014183455585427107	1282.0	0.014183455585427107	0.0	0.015297714129179171	0.014351252576882361	1297.166666666666	0.014216646199121555	0.0003319061369444721
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703864.1	0.01266438852435641	0.01178266786152876	1065.0	0.01178266786152876	0.0	0.013344411217400494	0.013149182993959152	1188.5152032749859	0.012999657030325157	0.002566740792370584
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362248.1	0.011391063073928577	0.010289090245278635	930.0	0.010289090245278635	0.0	0.011424194899186654	0.010348095780735436	935.3333333333338	0.010289090245278635	0.00016595306847223606
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362249.1	0.010083524318383537	0.00916060937966743	828.0	0.009138482303871131	2.212707579629814e-05	0.011047050611511258	0.010169604035978629	919.2000000000003	0.01083120360228794	0.00044254151592596283
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362220.1	0.009054989892175305	0.008187018044630312	740.0	0.008187018044630312	0.0	0.00894281447451075	0.008175954506732166	739.0000000000002	0.008065319127750673	0.0004093509022315156
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362247.1	0.008978484460198357	0.008529987719472934	771.0	0.008518924181574784	1.106353789814907e-05	0.008556828362169842	0.008099431702936644	732.0833333333344	0.007899366059278436	0.0006527487359907951
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499579.1	0.008975541528317236	0.008098509741445119	732.0	0.008098509741445119	0.0	0.008820618737420577	0.008019036660876755	724.8166666666672	0.00797681082456548	0.00030977906114817397
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703865.1	0.008445817440703014	0.007755540066602498	701.0	0.007744476528704349	1.106353789814907e-05	0.008884256481006492	0.008418548916905985	760.9273809523813	0.007877238983482138	0.0022680252691205595
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362246.1	0.00714268007334317	0.007069600716917256	639.0	0.006737694579972784	0.0003319061369444721	0.006433672575313292	0.005952359000916858	538.015873015872	0.005741976169139368	0.0013276245477778885
ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000001.1	0.006800247679672607	0.006383661367232014	577.0	0.006383661367232014	0.0	0.006385555592086817	0.00588980610886416	532.3619047619048	0.005753039707037517	0.000630621660194497
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499580.1	0.006689016128499197	0.006084945843981989	550.0	0.006084945843981989	0.0	0.006328752970745332	0.005950225318607934	537.8230158730154	0.005896865699713454	0.0007633841149722858
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362244.1	0.0064900527348253426	0.005963246927102349	539.0	0.005963246927102349	0.0	0.006490050890318022	0.005979842233949572	540.5	0.0059853740028986465	0.0
ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000002.1	0.006193696429657249	0.005930056313407902	536.0	0.005819420934426411	0.00011063537898149071	0.005769283350877512	0.005375237448986993	485.85158730158736	0.005199862812130063	0.0006527487359907951
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703866.1	0.0060329484194894005	0.005642404328056026	510.0	0.005631340790157877	1.106353789814907e-05	0.006592185545643254	0.0067725183825950745	612.147619047621	0.0061181364576764355	0.0017922931395001494
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362243.1	0.005524543811322724	0.00511135450894487	462.0	0.00511135450894487	0.0	0.005548440396860782	0.005105085170802587	461.4333333333334	0.005122418046843019	0.0001438259926759379
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362242.1	0.005206589231982305	0.0048237025235929945	436.0	0.0048237025235929945	0.0	0.005071773273272024	0.004730584412950239	427.5833333333332	0.004702003606713355	0.00023233429586113046
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362239.1	0.005105821655286025	0.0046356223793244606	419.0	0.0046356223793244606	0.0	0.005106276250691521	0.004685408299866131	423.5	0.004735194220407802	0.0
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362241.1	0.004978095448823392	0.004569241151935566	413.0	0.004569241151935566	0.0	0.004652397249083361	0.004246554629906209	383.8333333333326	0.004093509022315156	0.00046466859172226093
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362240.1	0.0048712243246782335	0.004536050538241119	410.0	0.004536050538241119	0.0	0.0048762458569946805	0.004541582307190193	410.5	0.004536050538241119	2.212707579629814e-05
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362245.1	0.004830504190049022	0.0044364786971577775	401.0	0.004425415159259628	1.106353789814907e-05	0.00602640437120187	0.00573644440019025	518.4999999999961	0.004901147288880038	0.003263743679953976
ti|411903|org|Collinsella_aerofaciens_ATCC_25986|accession|NZ_AAVN02000003.1	0.004490236021152684	0.004016064257028112	363.0	0.003993937181231815	2.212707579629814e-05	0.004459992481471535	0.004042370891585941	365.3777777777785	0.003949683029639218	0.0005753039707037516
