Total Number of Aligned Reads:	9127128	Total Number of Mapped Genomes:	23836
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703852.1	0.15424477950948273	0.13780983459418997	1257808.0	0.1370981101612687	0.000711724432921287	0.15315318544366585	0.132621976416396	1210457.7543654277	0.13176138211275223	0.0036545997821001304
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703853.1	0.0866507162241493	0.07656647304606663	698832.0	0.07647641185704857	9.006118901805693e-05	0.08642744487220014	0.07567240296580585	690671.7079364896	0.07538362560490003	0.0016683232666398456
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703854.1	0.07990635989356762	0.07253705656368575	662055.0	0.0723225312496987	0.00021452531398705047	0.07888840898929851	0.0690489179998995	630218.3128465867	0.06750864017684424	0.006045713394180513
ti|435590|org|Bacteroides_vulgatus_ATCC_8482|accession|NC_009614.1	0.06087780615531516	0.07049632699355153	643429.0	0.07046148580363944	3.484118991209502e-05	0.059706202274404464	0.06752261287449934	616287.5306000034	0.06717414284099006	0.002256460082514456
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703855.1	0.052620814906547755	0.046275016631737824	422358.0	0.045961117232058105	0.000313899399679724	0.052309864355088664	0.04688860068384084	427958.26018230285	0.044139624205993384	0.008089510742042842
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703856.1	0.035339534018394625	0.030026203204337663	274053.0	0.029980843919357764	4.535928497989729e-05	0.03551393949595883	0.030633061290311455	279591.8714285178	0.03016611578143749	0.0011189719263277561
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703857.1	0.033476406053093405	0.02906576964845897	265287.0	0.02903717357749338	2.8596070965587423e-05	0.03373100480595536	0.030192241152218812	275568.4496031686	0.028807199811375497	0.005716365542369955
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703858.1	0.027938367573604576	0.02394378604091013	218538.0	0.023942580842516947	1.2051983931856767e-06	0.028042650711390758	0.024387039966736395	222583.6353175188	0.024106597387480486	0.001500143309045299
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703859.1	0.02680739663224802	0.0236963916798362	216280.0	0.02369332390210809	3.0677777281089955e-06	0.026807219038746215	0.0235284545879788	214747.21666666976	0.02350597033371286	5.379567373219703e-05
ti|515619|org|[Eubacterium]_rectale_ATCC_33656|accession|NC_012781.1	0.026368668386081588	0.02529908641579257	230908.0	0.025244195107157474	5.4891308635093096e-05	0.0256273762827226	0.023170231239003927	211477.66630798744	0.022907644113241317	0.0008601829622637044
