"Domain","Phylum","Class","Order","Family","Genus","Species","Name","ti","Healthy_stool_100_100_noerr","Healthy_stool_100_10_noerr","Healthy_stool_100_1_noerr","Healthy_stool_100_50_noerr","Healthy_stool_10_100_noerr","Healthy_stool_10_10_noerr","Healthy_stool_10_1_noerr","Healthy_stool_10_50_noerr"
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","Bifidobacterium longum",410,643,1982,763,1226,1,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudocatenulatum","Bifidobacterium pseudocatenulatum",411,578,347,137,211,1,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum","Bifidobacterium pseudolongum",412,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium scardovii","Bifidobacterium scardovii",413,1,1,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium thermophilum","Bifidobacterium thermophilum",414,1,2,2,0,0,1,0,1
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella","Gardnerella vaginalis","Gardnerella vaginalis",1548,0,0,1,1,0,0,0,1
"Bacteria","Actinobacteria","Actinobacteria","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae","Candidatus Nanopelagicus","Candidatus Nanopelagicus limnes","Candidatus Nanopelagicus limnes",604,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae","Candidatus Planktophila","Candidatus Planktophila lacus","Candidatus Planktophila lacus",617,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae","Candidatus Planktophila","Candidatus Planktophila versatilis","Candidatus Planktophila versatilis",618,1,0,0,0,0,0,2,0
"Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora","Catenulispora acidiphila","Catenulispora acidiphila",657,0,1,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium ammoniagenes","Corynebacterium ammoniagenes",838,0,0,0,2,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium argentoratense","Corynebacterium argentoratense",839,0,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium callunae","Corynebacterium callunae",840,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium camporealensis","Corynebacterium camporealensis",841,0,1,0,1,1,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium crudilactis","Corynebacterium crudilactis",842,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium diphtheriae","Corynebacterium diphtheriae",843,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium efficiens","Corynebacterium efficiens",844,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium endometrii","Corynebacterium endometrii",845,0,0,5,0,3,0,2,2
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium flavescens","Corynebacterium flavescens",846,0,2,3,0,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium genitalium","Corynebacterium genitalium",847,0,0,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium glaucum","Corynebacterium glaucum",848,0,0,2,0,0,0,0,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium glutamicum","Corynebacterium glutamicum",849,0,0,1,0,1,0,2,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium glyciniphilum","Corynebacterium glyciniphilum",850,0,0,0,0,3,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium humireducens","Corynebacterium humireducens",851,0,0,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium jeikeium","Corynebacterium jeikeium",852,0,0,1,0,0,1,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium kroppenstedtii","Corynebacterium kroppenstedtii",853,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium matruchotii","Corynebacterium matruchotii",854,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium nuruki","Corynebacterium nuruki",855,1,1,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium pseudotuberculosis","Corynebacterium pseudotuberculosis",856,0,0,1,0,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sanguinis","Corynebacterium sanguinis",857,0,0,1,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium segmentosum","Corynebacterium segmentosum",858,0,0,0,0,3,3,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. 2039","Corynebacterium sp. 2039",859,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. 2183","Corynebacterium sp. 2183",860,0,1,7,0,0,1,4,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. 2184","Corynebacterium sp. 2184",861,0,0,0,1,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. ATCC 6931","Corynebacterium sp. ATCC 6931",862,0,0,0,0,0,1,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. LMM-1652","Corynebacterium sp. LMM-1652",863,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. NML98-0116","Corynebacterium sp. NML98-0116",864,0,2,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. sy039","Corynebacterium sp. sy039",865,0,0,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sphenisci","Corynebacterium sphenisci",866,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium striatum","Corynebacterium striatum",867,0,0,0,0,2,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium testudinoris","Corynebacterium testudinoris",868,0,0,0,0,1,0,0,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium ulcerans","Corynebacterium ulcerans",869,0,2,1,0,1,2,2,2
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia timorensis","Dietzia timorensis",999,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia insulae","Gordonia insulae",1593,1,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia sp. 1D","Gordonia sp. 1D",1594,0,0,6,1,0,2,4,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia sp. HY186","Gordonia sp. HY186",1595,0,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia sp. YC-JH1","Gordonia sp. YC-JH1",1596,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia terrae","Gordonia terrae",1597,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium chimaera","Mycobacterium chimaera",2186,0,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium cookii","Mycobacterium cookii",2187,0,0,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium gallinarum","Mycobacterium gallinarum",2188,0,0,0,0,1,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium gordonae","Mycobacterium gordonae",2189,0,0,0,0,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium grossiae","Mycobacterium grossiae",2190,0,0,1,0,0,0,1,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium haemophilum","Mycobacterium haemophilum",2191,0,0,0,0,0,0,4,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium intracellulare","Mycobacterium intracellulare",2192,0,0,0,0,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium kansasii","Mycobacterium kansasii",2193,2,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium leprae","Mycobacterium leprae",2194,0,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium mantenii","Mycobacterium mantenii",2195,0,0,5,1,0,3,3,5
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium marinum","Mycobacterium marinum",2196,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium paraseoulense","Mycobacterium paraseoulense",2197,0,0,2,0,0,1,2,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium saskatchewanense","Mycobacterium saskatchewanense",2198,0,2,0,0,0,0,2,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. EPa45","Mycobacterium sp. EPa45",2199,1,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. PYR15","Mycobacterium sp. PYR15",2200,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacteroides","Mycobacteroides abscessus","Mycobacteroides abscessus",2201,1,0,0,0,0,1,1,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacteroides","Mycobacteroides salmoniphilum","Mycobacteroides salmoniphilum",2202,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacteroides","Mycobacteroides saopaulense","Mycobacteroides saopaulense",2203,0,0,2,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacter","Mycolicibacter hiberniae","Mycolicibacter hiberniae",2204,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacter","Mycolicibacter sinensis","Mycolicibacter sinensis",2205,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium arabiense","Mycolicibacterium arabiense",2206,0,1,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium aurum","Mycolicibacterium aurum",2207,2,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium boenickei","Mycolicibacterium boenickei",2208,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium confluentis","Mycolicibacterium confluentis",2209,1,0,3,0,0,0,2,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium fallax","Mycolicibacterium fallax",2210,0,0,0,1,2,0,0,2
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium fortuitum","Mycolicibacterium fortuitum",2211,0,0,2,0,0,0,3,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium gadium","Mycolicibacterium gadium",2212,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium helvum","Mycolicibacterium helvum",2213,0,1,0,0,2,0,1,2
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium litorale","Mycolicibacterium litorale",2214,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium mageritense","Mycolicibacterium mageritense",2215,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium moriokaense","Mycolicibacterium moriokaense",2216,1,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium pulveris","Mycolicibacterium pulveris",2217,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium rutilum","Mycolicibacterium rutilum",2218,0,0,0,1,0,1,0,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium sediminis","Mycolicibacterium sediminis",2219,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium thermoresistibile","Mycolicibacterium thermoresistibile",2220,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium vaccae","Mycolicibacterium vaccae",2221,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia arthritidis","Nocardia arthritidis",2310,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia asteroides","Nocardia asteroides",2311,0,0,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia brasiliensis","Nocardia brasiliensis",2312,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia mangyaensis","Nocardia mangyaensis",2313,0,1,0,1,1,0,0,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia nova","Nocardia nova",2314,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia otitidiscaviarum","Nocardia otitidiscaviarum",2315,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia seriolae","Nocardia seriolae",2316,0,0,1,0,1,0,1,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia sp. CFHS0054","Nocardia sp. CFHS0054",2317,1,0,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia sp. WCH-YHL-001","Nocardia sp. WCH-YHL-001",2318,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia terpenica","Nocardia terpenica",2319,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus fascians","Rhodococcoides fascians",2914,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus hoagii","Prescottella equi",2915,0,0,2,0,0,1,2,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. PBTS 1","Rhodococcus sp. PBTS 1",2916,0,0,0,0,0,0,0,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. WAY2","Rhodococcus sp. WAY2",2917,0,0,0,0,0,0,0,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. WMMA185","Rhodococcus sp. WMMA185",2918,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella paurometabola","Tsukamurella paurometabola",3480,0,0,0,1,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Frankia","Candidatus Frankia datiscae","Candidatus Frankia datiscae",591,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Frankia","Frankia sp. EAN1pec","Frankia sp. EAN1pec",1277,0,0,0,0,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","Jatrophihabitans sp. GAS493","Jatrophihabitans sp. GAS493",1742,1,0,0,0,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Jiangellales","Jiangellaceae","Jiangella","Jiangella alkaliphila","Jiangella alkaliphila",1749,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Beutenbergiaceae","Miniimonas","Miniimonas sp. S16","Miniimonas sp. S16",2146,0,0,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium aurantiacum","Brevibacterium aurantiacum",477,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium linens","Brevibacterium linens",479,0,0,2,0,0,3,1,1
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium luteolum","Brevibacterium luteolum",480,1,1,3,1,0,1,5,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sp. o2","Brevibacterium sp. o2",481,0,1,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sp. WO024","Brevibacterium sp. WO024",482,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sp. YB235","Brevibacterium sp. YB235",483,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas sp. JZ18","Cellulomonas sp. JZ18",668,0,0,2,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas sp. Y8","Cellulomonas sp. Y8",669,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Pseudactinotalea","Pseudactinotalea sp. HY158","Pseudactinotalea sp. HY158",2754,0,1,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium avium","Brachybacterium avium",446,0,0,1,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Dermabacter","Dermabacter jinjuensis","Dermabacter jinjuensis",933,0,0,2,0,0,2,2,1
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Luteipulveratus","Luteipulveratus mongoliensis","Luteipulveratus mongoliensis",1955,0,1,1,1,0,1,2,3
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Mobilicoccus","Mobilicoccus sp. NJES-13","Mobilicoccus sp. NJES-13",2150,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter limosus","Janibacter limosus",1732,1,0,0,0,0,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter melonis","Janibacter melonis",1733,0,0,0,0,1,1,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium","Ornithinimicrobium sp. H23M54","Ornithinimicrobium sp. H23M54",2423,0,0,2,0,3,1,1,1
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium","Ornithinimicrobium sp. HY006","Ornithinimicrobium sp. HY006",2424,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Phycicoccus","Phycicoccus dokdonensis","Phycicoccus dokdonensis",2632,0,0,0,0,1,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus","Serinicoccus chungangensis","Serinicoccus chungangensis",3020,0,0,0,0,2,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus","Serinicoccus profundi","Serinicoccus profundi",3021,0,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus","Agrococcus carbonis","Agrococcus carbonis",122,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus","Agrococcus jejuensis","Agrococcus jejuensis",123,0,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces flavus","Agromyces flavus",124,1,1,0,0,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces sp. HY052","Agromyces sp. HY052",125,0,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces sp. MF30-A","Agromyces sp. MF30-A",126,0,0,0,0,1,1,0,1
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna sp. 15G-AUS-rot","Candidatus Aquiluna sp. 15G-AUS-rot",575,0,0,0,1,1,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna sp. UB-MaderosW2red","Candidatus Aquiluna sp. UB-MaderosW2red",576,0,0,0,0,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium sp. csp3","Curtobacterium sp. csp3",892,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium sp. MR_MD2014","Curtobacterium sp. MR_MD2014",893,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Diaminobutyricimonas","Diaminobutyricimonas sp. LJ205","Diaminobutyricimonas sp. LJ205",989,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia","Leifsonia xyli","Leifsonia xyli",1904,0,0,0,0,1,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium amylolyticum","Microbacterium amylolyticum",2113,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium chocolatum","Microbacterium chocolatum",2114,0,0,0,0,0,0,2,1
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium foliorum","Microbacterium foliorum",2115,0,2,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium hominis","Microbacterium hominis",2116,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium oleivorans","Microbacterium oleivorans",2117,0,0,0,1,1,0,3,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. 1S1","Microbacterium sp. 1S1",2118,1,0,0,0,0,0,0,1
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. No. 7","Microbacterium sp. No. 7",2119,0,0,0,1,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. PAMC 28756","Microbacterium sp. PAMC 28756",2120,0,0,0,1,0,0,0,0
