species,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
Peptacetobacter hiranonis,0,0,0,0,0,0,1.7,0
Peptoniphilus asaccharolyticus,0,0,0,0,1.2,5.6,0,5
Peptoniphilus duerdenii,0,0,0,0,0,1,3,0
Peptoniphilus faecalis,0,0,0,0,1.6,0,1,0
Peptoniphilus grossensis,0,0,0,0,3.3,1,20.5,2
Peptoniphilus harei,0,0,0,0,0,3.5,7.1,0
Peptoniphilus indolicus,0,0,0,0,1,0,5.7,0
Peptoniphilus lacrimalis,0,0,0,0,0,10.2,88.7,5.8
Peptoniphilus obesi,0,0,0,0,8.2,0,7.1,0
Peptoniphilus rhinitidis,0,0,0,0,0,4.9,12.8,5.4
Peptoniphilus senegalensis,0,0,0,0,0,1.1,0,0
Peptoniphilus timonensis,0,0,0,0,0,1,1.9,1.3
Peptostreptococcus anaerobius,1,4.9,5.1,4,8.3,7.1,18.8,15.1
Petrimonas mucosa,0,0,0,0,0,0,1.5,0
Phascolarctobacterium succinatutens,0,0,0,0,1739.2,4557.86,5536.6,2869.975
Phocaeicola barnesiae,0,0,0,0,20.9,25.9,40.6,47.7
Phocaeicola coprophilus,0,0,0,2.4,14,36.2,81.8,38.3
Phocaeicola paurosaccharolyticus,0,0,0,0,1,12,18,7
Phocaeicola plebeius,3.4,0,3.1,0,0,0,0,0
