species,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_50_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_50_noerr
Actinobacteria bacterium IMCC26077,0,0,11,0,0,0,12,0
Synechococcus sp. CC9311,0,0,26,0,0,0,21,0
Thermosynechococcus sp. NK55a,0,0,14,0,0,0,12,0
Nostoc sp. NIES-4103,0,0,57,0,0,41,51,0
Calothrix sp. 336/3,0,0,15,0,0,0,14,0
Tolypothrix sp. PCC 7910,0,0,38,0,0,0,32,0
Oxynema acuminatum,0,0,37,0,0,14,22,17
Moorena producens,0,0,19,0,0,0,16,0
Geminocystis sp. NIES-3708,0,0,20,0,0,0,11,0
Geminocystis sp. NIES-3709,0,0,17,0,0,0,22,12
Crocosphaera subtropica,0,0,22,0,0,11,24,0
Stanieria cyanosphaera,0,0,16,0,0,0,18,0
Mycoplasma sp. OR1901,0,0,18,0,0,0,19,0
Mycoplasmopsis arginini,0,0,16,0,0,11,13,0
Mycoplasma capricolum,0,0,16,0,0,0,24,10
Metamycoplasma cloacale,0,0,11,0,0,12,14,10
Acholeplasma laidlawii,0,0,13,0,0,0,12,0
Dehalococcoides mccartyi,0,0,37,13,0,23,33,19
Chloroflexus aggregans,0,0,21,0,0,0,12,0
Brevefilum fermentans,0,0,13,0,0,11,22,0
Tepidiforma bonchosmolovskayae,0,0,17,0,0,0,12,0
Meiothermus ruber,0,0,19,0,0,0,16,12
Chthonomonas calidirosea,0,0,10,0,0,11,14,10
Klebsiella oxytoca,0,0,19,0,0,57,36,46
Citrobacter sp. NMI7904_11,0,0,23,0,0,0,27,0
Candidatus Williamhamiltonella defendens,0,0,26,0,11,27,38,17
Candidatus Blochmanniella vafra,0,0,11,0,0,0,0,0
Candidatus Gullanella endobia,0,0,12,0,0,0,0,10
Cedecea neteri,0,0,20,0,0,14,22,12
Kosakonia cowanii,0,0,17,0,18,18,22,12
Kluyvera intermedia,0,0,18,0,0,0,24,19
Limnobaculum parvum,0,0,21,0,0,0,12,0
Pluralibacter gergoviae,0,0,20,10,0,0,17,0
Plautia stali symbiont,0,0,13,0,0,0,17,0
Buttiauxella sp. 3AFRM03,0,0,15,0,0,0,21,0
Xenorhabdus hominickii,0,0,28,0,0,0,28,0
Proteus sp. ZN5,0,0,27,0,0,29,45,0
Photorhabdus asymbiotica,0,0,20,0,0,0,16,0
Photorhabdus laumondii,0,0,10,0,0,0,16,0
Providencia rustigianii,0,0,17,0,0,0,23,17
Arsenophonus nasoniae,0,0,14,0,0,0,12,0
Serratia liquefaciens,0,0,32,0,0,18,31,24
Yersinia aleksiciae,0,0,38,0,0,21,34,23
Ewingella americana,0,0,14,0,0,0,15,0
Pectobacterium polaris,0,0,26,0,0,0,12,0
Pectobacterium parmentieri,0,0,23,0,0,0,23,0
Dickeya zeae,0,0,35,0,0,23,46,22
Erwinia gerundensis,0,0,25,0,0,0,27,17
Edwardsiella tarda,0,0,35,0,0,0,30,0
Pseudomonas sp. TUM18999,0,0,32,0,0,17,20,0
Pseudomonas sp. NIBRBAC000502773,0,0,52,0,0,41,34,55
Pseudomonas sp. HLS-6,0,0,20,0,0,0,20,0
Pseudomonas sp. ATCC 13867,0,0,25,0,0,24,19,0
Pseudomonas sp. S1-A32-2,0,0,18,0,21,0,19,18
Pseudomonas sp. CC6-YY-74,0,0,14,0,0,0,19,0
Pseudomonas sp. NP-1,0,0,13,0,0,0,17,0
Pseudomonas syringae,0,0,38,0,0,16,42,29
Pseudomonas chlororaphis,0,0,49,0,35,38,49,37
Pseudomonas entomophila,0,0,31,0,0,0,0,16
Pseudomonas kribbensis,0,0,39,0,0,0,31,0
Ectopseudomonas mendocina,0,0,25,0,0,22,21,0
Pseudomonas umsongensis,0,0,25,0,0,0,20,0
Pseudomonas oryzae,0,0,21,0,0,0,19,0
Pseudomonas frederiksbergensis,0,0,23,0,0,23,17,0
Pseudomonas vancouverensis,0,0,14,0,0,0,17,0
Pseudomonas arsenicoxydans,0,0,12,0,0,0,20,0
Azotobacter vinelandii,0,0,17,0,0,0,20,10
Azotobacter chroococcum,0,0,11,0,0,0,11,0
Acinetobacter nosocomialis,0,0,35,0,0,16,30,23
Acinetobacter sp. Marseille-Q1620,0,0,12,0,0,0,0,0
Acinetobacter venetianus,0,0,25,0,0,0,21,0
Acinetobacter wuhouensis,0,0,19,0,0,0,25,0
Acinetobacter lwoffii,0,0,32,0,0,23,22,0
Psychrobacter sp. DAB_AL43B,0,0,35,0,0,17,29,17
Psychrobacter sp. AntiMn-1,0,0,18,0,0,13,18,0
Psychrobacter sp. G,0,0,21,0,0,0,22,0
Psychrobacter sp. P11G3,0,0,14,0,0,0,14,0
Faucicola osloensis,0,0,18,0,0,0,29,13
Moraxella cuniculi,0,0,16,0,0,0,18,0
Brumicola nitratireducens,0,0,17,0,0,12,11,0
Marinobacter salinus,0,0,33,0,0,15,34,20
Marinobacter sp. NP-4(2019),0,0,31,0,0,18,25,0
Marinobacter nauticus,0,0,12,0,0,10,10,0
Alteromonas naphthalenivorans,0,0,18,0,0,15,21,0
Salinimonas lutimaris,0,0,16,0,0,0,18,0
Shewanella marisflavi,0,0,26,0,0,21,20,28
Shewanella sp. SNU WT4,0,0,13,0,0,0,0,0
Shewanella baltica,0,0,23,0,0,17,27,0
Shewanella oneidensis,0,0,18,0,0,0,18,0
Shewanella halifaxensis,0,0,11,0,0,15,21,17
Shewanella denitrificans,0,0,11,0,0,0,18,17
Pseudoalteromonas luteoviolacea,0,0,22,0,0,0,16,0
Pseudoalteromonas aliena,0,0,22,0,0,16,0,0
Pseudoalteromonas ruthenica,0,0,29,0,0,17,22,0
Pseudoalteromonas atlantica,0,0,17,0,0,0,0,0
Colwellia sp. MT41,0,0,17,0,0,0,14,0
Colwellia psychrerythraea,0,0,15,0,13,11,0,10
Colwellia beringensis,0,0,10,0,0,0,19,0
Moritella yayanosii,0,0,24,0,0,0,12,0
Idiomarinaceae bacterium HL-53,0,0,18,0,0,18,24,0
Vibrio parahaemolyticus,0,0,34,0,0,0,34,0
Vibrio alginolyticus,0,0,89,45,0,64,71,66
Vibrio sp. THAF100,0,0,27,0,0,19,19,20
Vibrio sp. SM1977,0,0,18,0,0,0,16,0
Vibrio sp. THAF190c,0,0,15,0,0,0,12,0
Vibrio tubiashii,0,0,24,0,0,0,17,0
Vibrio fluvialis,0,0,22,0,0,0,18,14
Vibrio casei,0,0,19,0,0,0,29,22
Vibrio tritonius,0,0,13,0,0,0,18,0
Vibrio hyugaensis,0,0,24,0,0,0,33,0
Vibrio alfacsensis,0,0,12,0,0,0,15,0
Photobacterium damselae,0,0,33,19,0,0,27,0
Photobacterium gaetbulicola,0,0,10,0,0,0,12,0
Salinivibrio kushneri,0,0,15,0,0,13,15,0
Halomonas sp. NBT06E8,0,0,33,0,0,23,33,22
Halomonas sp. A3H3,0,0,24,0,0,35,33,0
Halomonas sp. GT,0,0,13,0,0,0,21,0
Halomonas sp. KO116,0,0,10,0,0,0,18,0
Halomonas beimenensis,0,0,41,0,24,31,33,0
Vreelandella titanicae,0,0,32,0,0,0,40,33
Halomonas meridiana,0,0,19,24,0,0,28,0
Halomonas elongata,0,0,18,0,0,0,25,19
Kushneria sp. YCWA18,0,0,12,0,0,14,17,0
Marinomonas posidonica,0,0,28,0,0,11,29,0
Bermanella marisrubri,0,0,21,0,0,17,34,0
Bacterioplanes sanyensis,0,0,19,0,19,0,18,16
Thalassolituus oleivorans,0,0,10,0,0,0,21,18
Alloalcanivorax dieselolei,0,0,21,0,0,0,37,0
Oleiphilus messinensis,0,0,20,0,0,0,0,0
Hahella chejuensis,0,0,12,0,0,0,21,0
Hydrogenovibrio thermophilus,0,0,17,0,0,0,20,15
Hydrogenovibrio marinus,0,0,14,0,0,0,13,0
Methylophaga nitratireducenticrescens,0,0,16,0,0,0,14,12
Francisella sp. FSC1006,0,0,24,0,0,0,24,0
Xanthomonas hortorum,0,0,23,0,0,0,16,11
Xanthomonas citri,0,0,63,0,0,40,79,42
Xanthomonas cassavae,0,0,13,0,0,17,17,13
Lysobacter alkalisoli,0,0,24,0,0,0,10,12
Thermomonas sp. HDW16,0,0,12,0,0,0,13,0
Rhodanobacter denitrificans,0,0,30,0,0,0,34,0
Frateuria aurantia,0,0,26,0,0,0,20,0
Dyella sp. M7H15-1,0,0,15,0,0,0,15,0
Haemophilus parahaemolyticus,0,0,22,0,0,0,34,0
Haemophilus influenzae,0,0,21,0,0,0,0,0
Pasteurella multocida,0,0,19,14,0,16,23,16
Phocoenobacter skyensis,0,0,16,0,0,0,0,11
Avibacterium paragallinarum,0,0,31,11,0,24,31,0
Histophilus somni,0,0,24,0,0,0,15,0
Aggregatibacter actinomycetemcomitans,0,0,10,0,0,0,18,0
Bibersteinia trehalosi,0,0,12,0,0,0,14,0
Aeromonas salmonicida,0,0,51,0,0,26,55,34
Oceanisphaera avium,0,0,36,0,0,16,32,25
Oceanisphaera profunda,0,0,13,0,0,0,18,0
Zobellella denitrificans,0,0,13,0,0,11,13,0
Acidihalobacter prosperus,0,0,25,13,0,16,26,12
Thioalkalivibrio nitratireducens,0,0,16,0,0,0,19,0
Nitrosococcus wardiae,0,0,18,0,0,0,19,11
Chromatiaceae bacterium 2141T.STBD.0c.01a,0,0,11,0,0,0,12,0
Microbulbifer sp. YPW1,0,0,15,0,0,12,25,0
Microbulbifer agarilyticus,0,0,13,13,0,0,12,14
Kineobactrum sp. M2,0,0,16,0,0,10,19,14
Legionella geestiana,0,0,17,0,0,12,23,0
Aquicella siphonis,0,0,15,0,0,0,0,0
Methylomonas sp. LW13,0,0,19,0,0,15,21,0
Gammaproteobacteria bacterium DM2,0,0,31,0,0,15,28,19
Frischella perrara,0,0,15,0,0,0,13,15
Burkholderia ambifaria,0,0,46,0,0,0,0,0
Polynucleobacter paneuropaeus,0,0,29,0,0,21,33,21
Polynucleobacter necessarius,0,0,17,0,0,0,17,0
Lautropia mirabilis,0,0,17,0,0,0,15,0
Acidovorax sp. JMULE5,0,0,20,0,0,0,13,0
Acidovorax sp. 1608163,0,0,13,0,0,0,15,0
Paracidovorax avenae,0,0,20,0,0,0,20,0
Comamonas piscis,0,0,17,0,0,0,22,0
Variovorax sp. PBS-H4,0,0,20,0,0,0,0,0
Limnohabitans sp. 63ED37-2,0,0,11,0,0,0,0,0
Achromobacter pestifer,0,0,13,0,0,0,30,26
Achromobacter sp. MFA1 R4,0,0,11,0,0,0,13,0
Bordetella trematum,0,0,22,0,0,26,28,20
Taylorella equigenitalis,0,0,21,0,0,14,13,0
Pusillimonas sp. ye3,0,0,14,0,0,0,16,0
Janthinobacterium agaricidamnosum,0,0,25,0,0,21,23,16
Janthinobacterium sp. LM6,0,0,11,0,0,0,15,0
Herbaspirillum rubrisubalbicans,0,0,14,0,0,24,24,0
Methylibium sp. Pch-M,0,0,25,0,0,0,15,0
Paucibacter sp. KCTC 42545,0,0,28,0,0,0,22,0
Rubrivivax gelatinosus,0,0,15,0,0,24,31,0
Neisseria weaveri,0,0,14,0,0,0,15,0
Neisseria flavescens,0,0,19,0,0,0,26,0
Neisseria animalis,0,0,11,0,0,0,14,0
Simonsiella muelleri,0,0,25,0,0,0,11,12
Vitreoscilla filiformis,0,0,16,0,0,0,15,0
Pseudogulbenkiania sp. NH8B,0,0,20,12,0,17,22,0
Nitrosomonas eutropha,0,0,40,25,0,60,72,48
Ferriphaselus amnicola,0,0,19,0,0,0,0,10
Sideroxydans lithotrophicus,0,0,18,0,0,0,14,0
Parazoarcus communis,0,0,27,0,44,0,41,32
Agrobacterium sp. RAC06,0,0,15,0,0,0,13,0
Neorhizobium sp. NCHU2750,0,0,29,0,0,19,33,12
Ensifer adhaerens,0,0,18,0,0,0,23,0
Bradyrhizobium diazoefficiens,0,0,61,0,0,40,59,37
Bradyrhizobium sp. TM102,0,0,25,0,0,26,24,21
Bradyrhizobium erythrophlei,0,0,19,0,0,0,13,0
Bradyrhizobium cosmicum,0,0,17,0,0,0,17,0
Bosea sp. Tri-49,0,0,15,0,0,13,20,0
Mesorhizobium sp. NZP2077,0,0,16,0,0,0,16,0
Starkeya sp. ORNL1,0,0,19,0,0,0,22,0
Ancylobacter novellus,0,0,14,0,0,0,19,0
Pseudorhodoplanes sinuspersici,0,0,20,0,0,0,20,11
Methyloceanibacter sp. wino2,0,0,11,0,0,0,17,0
Bartonella alsatica,0,0,21,0,0,0,19,0
Blastochloris viridis,0,0,21,0,0,19,11,13
Methylobacterium sp. DM1,0,0,24,0,0,0,25,0
Martelella mediterranea,0,0,37,0,0,0,39,0
Rhodobiaceae bacterium,0,0,19,0,0,11,20,14
Methylovirgula ligni,0,0,14,0,0,0,13,0
Komagataeibacter nataicola,0,0,40,0,0,0,44,0
Acetobacteraceae bacterium,0,0,31,20,0,22,26,18
Neokomagataea tanensis,0,0,16,0,0,0,20,0
Azospirillum ramasamyi,0,0,60,0,0,30,59,0
Azospirillum thermophilum,0,0,18,0,0,0,23,0
Thalassospira xiamenensis,0,0,34,21,0,0,24,21
Cereibacter sphaeroides,0,0,30,0,27,21,34,22
Tabrizicola piscis,0,0,33,0,0,0,40,19
Sulfitobacter pseudonitzschiae,0,0,22,0,0,0,19,0
Yoonia vestfoldensis,0,0,25,0,0,0,23,0
Octadecabacter temperatus,0,0,18,0,0,11,23,0
Ruegeria sp. THAF33,0,0,21,0,0,17,24,0
Maribius sp. THAF1,0,0,18,0,0,0,11,0
Paraoceanicella profunda,0,0,11,0,0,0,19,0
Sphingomonas sp. MM-1,0,0,29,0,0,32,24,0
Sphingomonas sp. HMP6,0,0,20,0,0,0,12,14
Sphingomonas sp. XS-10,0,0,13,0,0,0,17,0
Sphingomonas taxi,0,0,23,0,0,0,19,0
Sphingobium sp. YG1,0,0,29,0,0,34,22,0
Sphingorhabdus sp. JK6,0,0,17,0,0,0,0,0
Zymomonas mobilis,0,0,18,0,0,0,17,30
Sphingopyxis sp. FD7,0,0,15,0,0,0,0,0
Porphyrobacter neustonensis,0,0,29,0,0,0,16,0
Brevundimonas sp. LM2,0,0,34,0,0,0,0,0
Asticcacaulis excentricus,0,0,20,0,0,13,21,14
Rickettsia canadensis,0,0,15,0,0,12,14,0
Ehrlichia ruminantium,0,0,15,0,0,0,15,0
Candidatus Pelagibacter sp. IMCC9063,0,0,17,0,0,10,13,0
Micavibrio aeruginosavorus,0,0,15,0,0,0,18,0
Maridesulfovibrio salexigens,0,0,17,13,0,0,17,0
Maridesulfovibrio hydrothermalis,0,0,17,0,0,11,17,10
Desulfovibrio marinus,0,0,14,0,0,10,17,0
Candidatus Desulfovibrio trichonymphae,0,0,13,0,0,0,22,0
Pseudodesulfovibrio indicus,0,0,20,0,0,0,17,0
Pseudodesulfovibrio aespoeensis,0,0,16,0,0,0,15,19
Desulfocurvibacter africanus,0,0,13,0,0,0,16,12
Desulfobulbus oralis,0,0,31,13,0,19,32,17
Desulfobulbus propionicus,0,0,26,0,0,14,33,14
Desulfotalea psychrophila,0,0,24,0,0,18,40,13
Desulfurivibrio alkaliphilus,0,0,13,0,0,0,20,10
Desulfosarcina alkanivorans,0,0,12,0,0,0,10,0
Desulfosudis oleivorans,0,0,11,0,0,0,10,0
Geobacter sp. M18,0,0,30,20,27,26,49,12
Geobacter sulfurreducens,0,0,14,0,0,13,17,12
Geoalkalibacter subterraneus,0,0,20,0,15,14,24,11
Minicystis rosea,0,0,25,20,12,15,24,11
Cystobacter fuscus,0,0,19,0,17,20,25,0
Bradymonas sediminis,0,0,37,0,0,21,43,0
Aliarcobacter butzleri,0,0,21,0,0,0,24,0
Sulfurospirillum halorespirans,0,0,36,0,0,0,27,0
Sulfurimonas sp. 1-1N,0,0,36,0,0,0,41,0
Sulfurimonas gotlandica,0,0,17,0,0,0,15,0
Helicobacter pylori,0,0,13,11,0,10,14,0
Helicobacter bilis,0,0,12,0,0,0,14,15
Caminibacter mediatlanticus,0,0,22,0,0,0,15,0
Bdellovibrio sp. KM01,0,0,21,0,0,0,0,0
Halobacteriovorax marinus,0,0,17,0,0,10,13,0
Silvanigrella aquatica,0,0,18,0,0,13,12,0
Acidithiobacillus thiooxidans,0,0,16,0,0,26,26,0
Opitutaceae bacterium TAV5,0,0,24,0,12,11,33,24
Candidatus Methylacidiphilum infernorum,0,0,13,0,0,0,10,0
Planctomycetes bacterium SRT547,0,0,38,11,0,20,37,14
Planctomycetes bacterium Pan241w,0,0,26,0,0,26,30,20
Planctomycetes bacterium CA51,0,0,28,0,0,0,21,0
Planctomycetes bacterium V22,0,0,20,0,0,10,17,12
Planctomycetes bacterium Pla85_3_4,0,0,19,0,0,11,18,0
Planctomycetes bacterium K22_7,0,0,14,0,0,0,10,0
Planctomycetes bacterium Pan181,0,0,11,0,0,0,0,0
Crateriforma conspicua,0,0,18,0,0,0,14,0
Planctomyces sp. SH-PL62,0,0,11,0,0,0,18,10
Gemmata sp. SH-PL17,0,0,14,0,0,0,0,0
Thermogutta terrifontis,0,0,16,0,0,0,10,0
Isosphaera pallida,0,0,20,0,0,13,18,0
Candidatus Kuenenia stuttgartensis,0,0,12,0,0,0,0,0
Simkania negevensis,0,0,17,0,0,0,19,0
Treponema putidum,0,0,12,0,0,0,12,14
Parasphaerochaeta coccoides,0,0,11,0,0,10,12,0
Sediminispirochaeta smaragdinae,0,0,16,10,0,0,13,0
Leptospira interrogans,0,0,19,0,0,0,17,10
Turneriella parva,0,0,15,0,0,0,11,0
Leptotrichia sp. oral taxon 847,0,0,17,0,0,10,17,0
Leptotrichia wadei,0,0,26,0,0,17,15,14
Ilyobacter polytropus,0,0,19,12,0,0,0,0
Defluviitoga tunisiensis,0,0,18,0,0,0,26,0
Acidobacterium capsulatum,0,0,18,0,0,13,13,0
Acidisarcina polymorpha,0,0,13,0,0,11,17,0
Granulicella sp. WH15,0,0,11,0,0,13,11,0
Thermocrinis albus,0,0,21,0,0,12,19,11
Leptospirillum ferrooxidans,0,0,16,0,0,0,17,0
Geovibrio thiophilus,0,0,12,0,0,0,12,0
Thermanaerovibrio velox,0,0,14,0,0,0,10,0
Candidatus Saccharibacteria bacterium oral taxon 488,0,0,17,0,0,10,12,0
Desulfurispirillum indicum,0,0,11,0,0,0,0,0
Caldithrix abyssi,0,0,11,0,0,0,14,0
Methanobrevibacter ruminantium,0,0,14,0,0,10,13,0
Methanobacterium lacus,0,0,21,0,0,0,24,0
Methanobacterium subterraneum,0,0,15,0,0,0,20,0
Methanococcus voltae,0,0,27,0,0,0,15,12
Methanosarcina siciliae,0,0,19,0,0,12,18,0
Methanosarcina sp. MTP4,0,0,16,0,0,12,14,13
Methanomethylovorans hollandica,0,0,22,0,0,0,10,13
Methanocorpusculum labreanum,0,0,36,13,0,19,26,16
Methanoplanus limicola,0,0,15,0,0,0,21,11
Methanolacinia petrolearia,0,0,14,0,0,15,21,0
Methanoregula boonei,0,0,21,0,0,0,22,12
Haloferax volcanii,0,0,43,0,0,22,36,23
Halobonum sp. NJ-3-1,0,0,12,0,0,0,11,0
Thermococcus gammatolerans,0,0,26,0,0,0,19,0
Thermococcus gorgonarius,0,0,14,0,0,0,20,0
Thermoplasmatales archaeon BRNA1,0,0,14,0,0,0,14,0
Candidatus Nitrosopelagicus brevis,0,0,16,0,0,11,11,0
Petsuvirus pEtSU,0,0,17,0,0,0,14,0
Siminovitchvirus CP51,0,0,18,0,0,14,13,0
Bat coronavirus,0,0,15,0,0,0,15,0
Capnocytophaga cynodegmi,0,0,0,25,0,0,0,0
Polaribacter reichenbachii,0,0,0,14,0,0,0,0
Muricauda sp. 501str8,0,0,0,25,0,14,0,0
Arenibacter algicola,0,0,0,15,11,0,0,11
Chryseobacterium bernardetii,0,0,0,16,0,0,0,0
Rhodothermus marinus,0,0,0,10,16,0,0,0
Haliscomenobacter hydrossis,0,0,0,14,0,0,12,0
Ruminococcaceae bacterium CPB6,0,0,0,47,40,37,0,43
Desulfotomaculum nigrificans,0,0,0,10,0,0,0,0
Metabacillus litoralis,0,0,0,14,0,0,0,0
Geobacillus subterraneus,0,0,0,23,0,0,0,0
Paenibacillus lutimineralis,0,0,0,11,0,0,0,0
Pelosinus fermentans,0,0,0,10,0,0,0,0
Coriobacterium glomerans,0,0,0,12,16,0,0,0
Acinetobacter radioresistens,0,0,0,43,0,0,12,0
Mesorhizobium loti,0,0,0,41,0,0,0,0
Nonlabens marinus,0,0,0,0,20,0,0,0
Candidatus Cyclonatronum proteinivorum,0,0,0,0,11,0,0,0
Symbiobacterium thermophilum,0,0,0,0,10,0,0,0
Salinicoccus halodurans,0,0,0,0,13,0,0,0
Lactobacillus jensenii,0,0,0,0,13,0,0,0
Limosilactobacillus vaginalis,0,0,0,0,10,15,11,10
Mycolicibacterium helvum,0,0,0,0,13,0,0,27
Mycolicibacterium rhodesiae,0,0,0,0,32,0,0,0
Mycobacteroides abscessus,0,0,0,0,19,0,0,0
Corynebacterium segmentosum,0,0,0,0,15,0,0,0
Lawsonella clevelandensis,0,0,0,0,14,0,0,0
Streptomyces lavendulae,0,0,0,0,93,22,0,0
Pseudarthrobacter equi,0,0,0,0,25,0,0,0
Nocardioides sp. KUDC 5002,0,0,0,0,24,0,0,0
Aeromicrobium choanae,0,0,0,0,10,0,0,0
Acaryochloris marina,0,0,0,0,11,0,0,11
Roseiflexus castenholzii,0,0,0,0,14,0,0,0
Xenorhabdus bovienii,0,0,0,0,20,22,0,28
Rhizobium sp. 11515TR,0,0,0,0,17,0,0,0
Bradyrhizobium sp. CCBAU 051011,0,0,0,0,38,0,0,0
Methylocystis heyeri,0,0,0,0,14,0,0,0
Erythrobacter sp. THAF29,0,0,0,0,22,0,0,0
Paraburkholderia phytofirmans,0,0,0,0,49,0,0,0
Hydrogenophaga sp. BPS33,0,0,0,0,36,0,0,0
Duganella sp. AF9R3,0,0,0,0,21,0,0,0
Candidatus Nitrotoga sp. AM1P,0,0,0,0,10,0,0,0
Azoarcus sp. KH32C,0,0,0,0,15,0,0,0
Planctomycetes bacterium MalM25,0,0,0,0,31,0,0,0
Spirochaeta africana,0,0,0,0,14,0,0,0
Halopiger xanaduensis,0,0,0,0,17,0,0,0
Methanosphaera sp. BMS,0,0,0,0,12,0,0,0
Chryseobacterium aureum,0,0,0,0,0,12,10,13
Streptomyces sp. M2,0,0,0,0,0,14,29,0
Nocardiopsis dassonvillei,0,0,0,0,0,10,0,0
Flavobacterium sp. Sr18,0,0,0,0,0,0,14,0
Nonlabens sp. MJ115,0,0,0,0,0,0,16,0
Polaribacter sp. KT 15,0,0,0,0,0,0,17,0
Chryseobacterium sp. POL2,0,0,0,0,0,0,11,0
Sphingobacterium sp. B29,0,0,0,0,0,0,22,0
Arachidicoccus sp. B3-10,0,0,0,0,0,0,16,0
Lentilactobacillus parabuchneri,0,0,0,0,0,0,10,0
Corynebacterium sp. ATCC 6931,0,0,0,0,0,0,11,0
Mycobacteroides saopaulense,0,0,0,0,0,0,13,0
Micromonospora sp. 28ISP2-46,0,0,0,0,0,0,11,0
Candidatus Planktophila versatilis,0,0,0,0,0,0,12,0
Synechococcus sp. WH 8109,0,0,0,0,0,0,22,0
Thermoleptolyngbya sp. PKUAC-SCTA183,0,0,0,0,0,0,10,0
Acholeplasma oculi,0,0,0,0,0,0,16,0
Pseudomonas sp. TMW 2.1634,0,0,0,0,0,0,122,0
Acinetobacter sp. WCHA55,0,0,0,0,0,0,31,0
Acinetobacter indicus,0,0,0,0,0,0,15,0
Serratia plymuthica,0,0,0,0,0,0,16,0
Pectobacterium wasabiae,0,0,0,0,0,0,11,0
Paraglaciecola mesophila,0,0,0,0,0,0,13,0
Oleispira antarctica,0,0,0,0,0,0,15,0
Vibrio astriarenae,0,0,0,0,0,0,12,0
Luteibacter rhizovicinus,0,0,0,0,0,0,12,0
Nitrosococcus halophilus,0,0,0,0,0,0,10,0
Woeseia oceani,0,0,0,0,0,0,10,0
Mesorhizobium huakuii,0,0,0,0,0,0,12,0
Candidatus Endolissoclinum faulkneri,0,0,0,0,0,0,22,0
Pseudovibrio sp. FO-BEG1,0,0,0,0,0,0,10,0
Sphingobium sp. SCG-1,0,0,0,0,0,0,10,0
Sphingobium herbicidovorans,0,0,0,0,0,0,18,0
Caulobacter rhizosphaerae,0,0,0,0,0,0,12,0
Polaromonas vacuolata,0,0,0,0,0,0,19,0
Geobacter sp. DSM 9736,0,0,0,0,0,0,10,0
Geotalea daltonii,0,0,0,0,0,0,10,0
Sulfurospirillum multivorans,0,0,0,0,0,0,16,0
Planctomycetes bacterium Pan44,0,0,0,0,0,0,14,0
Natrialba magadii,0,0,0,0,0,0,18,0
Archaeoglobus sulfaticallidus,0,0,0,0,0,0,12,12
Hymenobacter sp. PAMC 26628,0,0,0,0,0,0,0,21
Roseivirga pacifica,0,0,0,0,0,0,0,10
Enterococcus casseliflavus,0,0,0,0,0,0,0,28
Alteromonas sp. 76-1,0,0,0,0,0,0,0,15
Neorhizobium galegae,0,0,0,0,0,0,0,10
Castellaniella defragrans,0,0,0,0,0,0,0,15
Chitinolyticbacter meiyuanensis,0,0,0,0,0,0,0,11
Sulfurovum lithotrophicum,0,0,0,0,0,0,0,10
Treponema sp. OMZ 838,0,0,0,0,0,0,0,18
