species,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_50_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_50_noerr
Peptoniphilus sp. ING2-D1G,16,20,22,14,14,15,25,17
Anaerococcus mediterraneensis,31,0,22,10,0,0,14,0
Anaerococcus prevotii,15,19,0,17,0,0,0,0
Parvimonas micra,12,0,0,0,0,0,0,0
Murdochiella vaginalis,11,0,0,11,0,0,0,0
Tissierellia sp. JN-28,13,16,0,16,10,0,0,15
Gudongella oleilytica,12,0,0,14,0,0,0,0
Gottschalkia acidurici,13,0,0,0,0,0,0,0
Ezakiella massiliensis,42,19,0,16,0,0,0,0
Faecalitalea cylindroides,597,744,297,474,31,31,34,40
[Clostridium] innocuum,376,479,167,339,33,39,25,47
Thomasclavelia ramosa,76,42,30,36,11,15,18,0
Longibaculum sp. KGMB06250,248,338,142,252,136,154,101,208
Intestinibaculum porci,179,131,62,124,0,0,23,21
Amedibacterium intestinale,157,152,71,114,24,19,23,26
Erysipelotrichaceae bacterium GAM147,105,79,32,66,0,0,0,0
Erysipelothrix sp. HDW6A,12,0,0,0,0,0,0,0
Erysipelothrix piscisicarius,16,11,0,0,0,0,0,0
Erysipelothrix rhusiopathiae,15,17,0,15,0,0,0,0
Erysipelothrix larvae,14,10,0,0,0,0,0,0
Faecalibaculum rodentium,34,26,0,23,10,0,0,0
Turicibacter sp. H121,12,14,0,0,0,0,0,0
Turicibacter sanguinis,10,0,0,0,0,0,0,0
Ndongobacter massiliensis,13,0,0,0,0,0,0,0
Bifidobacterium longum,6857,21265,8210,13136,33,0,15,18
Bifidobacterium bifidum,6155,4302,1644,2715,20,0,0,0
Bifidobacterium pseudocatenulatum,6657,3883,1479,2411,0,0,0,0
Bifidobacterium adolescentis,5977,11030,12114,19443,60513,42588,28321,25564
Bifidobacterium angulatum,5741,1382,546,1979,26,22,22,20
Bifidobacterium animalis,5492,1005,403,1440,0,0,0,0
Bifidobacterium catenulatum,5826,1818,689,2605,25,0,12,10
Bifidobacterium breve,28,40,24,30,12,15,11,0
Streptomyces venezuelae,104,0,0,0,0,0,0,0
Gordonibacter pamelaeae,8338,1165,508,1710,363,194,167,151
Gordonibacter urolithinfaciens,1053,147,66,201,65,41,28,29
Eggerthella lenta,8917,1361,522,1932,31,20,16,14
Eggerthella sp. YY7918,74,22,36,24,59,45,38,36
Adlercreutzia equolifaciens,8088,2463,977,3532,51,41,40,25
Adlercreutzia sp. 8CFCBH1,40,0,0,10,0,0,0,0
Arabia massiliensis,116,21,13,35,0,0,0,0
Slackia heliotrinireducens,104,51,29,57,61,44,25,28
Denitrobacterium detoxificans,68,29,15,38,26,17,18,0
Phoenicibacter congonensis,51,37,13,40,10,13,0,10
Eggerthellaceae bacterium zg-1050,34,0,0,0,0,0,0,0
Cryptobacterium curtum,20,0,0,10,0,0,0,0
Collinsella aerofaciens,6100,10251,11185,18028,60081,38849,25952,23242
Coriobacteriaceae bacterium 68-1-3,40,0,0,0,0,0,0,0
Olsenella umbonata,63,17,11,24,11,14,11,20
Olsenella sp. GAM18,39,32,20,48,86,61,46,31
Parolsenella catena,57,20,19,48,130,65,35,40
Libanicoccus massiliensis,36,38,82,46,128,108,112,82
Lancefieldella parvula,18,10,21,11,0,0,17,0
Prochlorococcus marinus,21,13,0,0,0,0,0,0
Klebsiella pneumoniae,20128,7018,3128,10329,0,0,0,0
Klebsiella variicola,11463,1457,495,2012,0,0,0,0
Klebsiella quasipneumoniae,49,29,30,23,0,60,62,0
Klebsiella aerogenes,14,0,0,0,0,0,0,0
Escherichia coli,17603,38268,16174,23793,142,145,163,124
Escherichia fergusonii,12,30,18,0,0,0,0,0
Escherichia marmotae,11,0,0,0,0,0,0,0
Citrobacter freundii,44,0,0,0,0,0,0,0
Enterobacter cloacae,36,31,23,35,0,0,0,0
Shigella dysenteriae,28,51,0,40,0,0,0,0
Salmonella enterica,48,29,0,27,142,0,0,0
Serratia marcescens,39,0,17,0,0,21,27,0
Morganella morganii,12,16,21,10,0,0,22,0
Buchnera aphidicola,35,30,26,18,0,0,25,11
Pseudomonas fluorescens,50,66,127,88,93,113,120,133
Pseudomonas aeruginosa,93,0,0,0,0,0,0,0
Pseudomonas putida,62,117,96,66,79,60,57,54
Stutzerimonas stutzeri,17,0,73,37,54,90,81,69
Glaciecola sp. THG-3.7,14,18,68,18,15,38,63,35
Stenotrophomonas maltophilia,74,36,46,39,74,49,87,46
Aeromonas veronii,33,0,0,0,72,27,0,0
Cupriavidus metallidurans,17232,3592,1427,5111,0,0,0,0
Cupriavidus campinensis,91,12,0,35,0,0,0,0
Cupriavidus pauculus,87,13,0,15,0,0,0,0
Cupriavidus necator,82,19,10,25,0,0,0,0
Cupriavidus taiwanensis,94,53,39,82,0,0,57,45
Cupriavidus basilensis,59,33,0,14,0,0,0,0
Cupriavidus sp. USMAA2-4,126,0,0,0,0,0,0,0
Cupriavidus pinatubonensis,34,0,0,14,0,0,0,0
Cupriavidus oxalaticus,34,10,19,22,0,0,21,0
Burkholderia pseudomallei,55,0,0,0,0,0,0,0
Paraburkholderia caribensis,22,0,0,0,0,0,0,0
Paraburkholderia dokdonella,12,0,0,0,0,0,0,0
Ralstonia solanacearum,31,0,0,0,0,0,0,0
Ralstonia insidiosa,12,0,23,0,0,0,26,0
Pandoraea pnomenusa,23,15,0,13,0,0,0,0
Acidovorax carolinensis,27,0,0,0,0,0,0,0
Variovorax paradoxus,25,0,0,0,0,0,0,0
Comamonas testosteroni,17,0,39,41,0,0,51,0
Alicycliphilus denitrificans,59,0,44,0,0,0,48,0
Melaminivora sp. SC2-9,15,0,0,0,49,0,0,0
Burkholderiales bacterium YL45,167,42,17,49,0,0,0,0
Achromobacter xylosoxidans,29,0,0,79,0,0,0,0
Alcaligenes faecalis,20,0,0,17,0,0,0,0
Sutterella faecalis,14,0,0,0,0,0,0,0
Sutterella megalosphaeroides,11,11,0,0,0,0,0,0
Neisseria polysaccharea,27,0,0,0,0,0,0,0
Neisseria meningitidis,13,0,0,0,0,0,0,0
Desulfovibrio piger,5717,1162,432,1673,0,0,0,0
Desulfovibrio fairfieldensis,27,0,0,0,0,0,0,0
Desulfovibrio desulfuricans,17,11,22,0,0,0,17,11
Nitratidesulfovibrio vulgaris,16,0,0,0,0,0,0,0
Pseudodesulfovibrio sp. zrk46,11,0,0,0,0,0,0,0
Syntrophobacter fumaroxidans,10,0,0,0,0,0,0,0
Campylobacter jejuni,42,0,0,0,0,0,0,0
Rhizobium leguminosarum,71,45,54,40,35,27,46,0
Rhodopseudomonas palustris,67,52,0,30,14,0,0,0
Acetobacter persici,17,0,0,0,0,0,0,0
Akkermansia muciniphila,8172,21285,8188,13085,10,29,46,18
Fusobacterium nucleatum,61,43,14,25,0,0,0,26
Fusobacterium varium,25,12,21,17,0,0,25,0
Fusobacterium ulcerans,16,13,0,16,0,0,0,0
Fusobacterium mortiferum,11,12,24,10,0,0,15,0
Fusobacterium pseudoperiodonticum,16,0,0,0,0,0,0,0
Leptotrichia sp. oral taxon 212,33,0,20,31,0,0,22,10
Sebaldella termitidis,17,26,31,15,11,18,43,18
Pseudoleptotrichia goodfellowii,14,0,0,0,0,0,0,0
Treponema succinifaciens,15,26,0,15,18,0,0,13
Treponema brennaborense,12,0,20,14,0,0,15,10
Treponema denticola,11,0,11,0,0,0,0,0
Brachyspira hyodysenteriae,15,12,0,0,0,0,0,0
Brachyspira pilosicoli,10,0,18,0,16,20,26,27
Brachyspira hampsonii,11,13,0,0,0,0,0,0
Fervidobacterium pennivorans,13,0,0,0,0,0,0,0
Candidatus Solibacter usitatus,10,0,0,0,0,0,0,0
Methanobrevibacter smithii,5245,6909,2644,4246,0,0,0,0
Homo sapiens,991,1051,1875,919,587,960,1787,947
Flavobacterium sp. HYN0086,0,14,0,0,0,0,0,0
Flavobacterium magnum,0,13,48,16,0,20,40,12
Flavobacterium nackdongense,0,12,17,0,0,0,22,0
Capnocytophaga gingivalis,0,16,40,0,22,22,34,13
Flavobacteriaceae bacterium 10Alg115,0,13,0,11,0,0,0,0
Flavobacteriaceae bacterium RR4-40,0,11,27,0,0,13,32,16
Aquimarina sp. AD1,0,12,27,10,0,12,32,17
Seonamhaeicola sp. S2-3,0,21,26,0,15,22,24,0
Zobellia galactanivorans,0,12,10,0,0,0,13,0
Chryseobacterium sp. 6424,0,17,0,0,0,0,0,0
Chryseobacterium sp. StRB126,0,16,56,18,0,17,41,17
Chryseobacterium camelliae,0,21,37,14,19,18,35,13
Chryseobacterium joostei,0,19,32,17,0,13,21,0
Chryseobacterium piperi,0,12,0,0,0,0,0,0
Chryseobacterium carnipullorum,0,15,33,0,0,25,36,14
Elizabethkingia meningoseptica,0,16,0,0,0,0,0,0
Weeksella virosa,0,17,45,10,26,26,43,20
Pontibacter korlensis,0,11,40,18,15,22,45,26
Rufibacter tibetensis,0,14,34,12,0,27,29,19
Nibribacter sp. BT10,0,12,30,0,0,16,22,0
Spirosoma sp. KCTC 42546,0,15,39,19,16,23,46,28
Spirosoma sp. TS118,0,14,27,14,17,19,27,26
Runella sp. HYN0085,0,10,24,0,0,0,0,0
Echinicola sp. LN3S3,0,10,19,0,0,13,20,0
Aquiflexum balticum,0,12,31,0,0,25,37,12
Flammeovirga pectinis,0,17,0,0,0,0,0,0
Pedobacter sp. CJ43,0,14,15,10,0,0,15,0
Pedobacter suwonensis,0,15,27,0,11,15,38,14
Mucilaginibacter ginsenosidivorans,0,10,50,12,15,16,46,22
Sphingobacterium sp. ML3W,0,14,0,13,0,10,0,10
Sphingobacterium psychroaquaticum,0,13,0,0,0,0,0,0
Sphingobacterium multivorum,0,23,47,17,0,0,26,0
Anseongella ginsenosidimutans,0,10,23,0,21,19,32,0
Arachidicoccus ginsenosidivorans,0,13,24,13,10,10,20,12
Flavihumibacter sp. SB-02,0,16,27,10,0,14,33,19
Panacibacter ginsenosidivorans,0,10,27,0,0,13,21,15
Fibrobacter succinogenes,0,21,71,19,23,28,57,36
Clostridium sp. AWRP,0,14,0,10,0,0,0,0
Clostridium sp. JN500901,0,11,0,0,0,0,0,0
[Eubacterium] minutum,0,12,0,15,12,12,0,0
Acetobacterium sp. KB-1,0,16,17,0,19,13,19,25
Acetobacterium woodii,0,12,0,0,0,0,0,0
Desulfosporosinus meridiei,0,21,0,15,0,0,0,0
Desulfitobacterium dichloroeliminans,0,10,0,0,0,0,0,0
Dehalobacter restrictus,0,37,0,24,14,0,12,0
Syntrophobotulus glycolicus,0,16,0,11,0,0,0,0
Dehalobacterium formicoaceticum,0,12,0,0,0,0,0,0
Caldicellulosiruptor obsidiansis,0,35,0,0,0,0,0,0
Tepidanaerobacter acetatoxydans,0,16,0,13,0,0,0,0
Mahella australiensis,0,16,35,16,0,18,28,0
Streptococcus pasteurianus,0,116,0,0,0,0,0,0
Streptococcus uberis,0,12,0,0,0,0,0,0
Streptococcus gallolyticus,0,16,0,0,0,0,0,0
Latilactobacillus curvatus,0,12,0,0,0,0,0,0
Limosilactobacillus fermentum,0,11,0,0,0,0,0,0
Enterococcus durans,0,13,0,0,0,0,0,0
Enterococcus hirae,0,10,0,0,0,0,0,0
Bacillus sp. FJAT-42376,0,17,0,13,0,0,0,0
Bacillus sp. FJAT-22090,0,17,0,0,0,0,0,0
Bacillus sp. SB49,0,11,0,17,0,0,0,0
Bacillus sp. KH172YL63,0,11,0,0,0,0,0,0
Bacillus mycoides,0,17,0,0,0,0,25,0
Bacillus subtilis,0,104,0,0,0,0,0,0
Bacillus atrophaeus,0,18,0,0,0,38,13,0
Bacillus vallismortis,0,22,0,26,0,0,0,0
Bacillus ciccensis,0,19,0,12,0,0,0,0
Heyndrickxia coagulans,0,14,0,13,0,0,0,0
Bacillus safensis,0,13,31,16,0,0,23,0
Sutcliffiella horikoshii,0,11,15,0,0,0,12,0
Bacillus infantis,0,10,0,0,0,0,0,0
Bacillus glycinifermentans,0,10,0,0,15,0,0,0
Bacillus beveridgei,0,14,0,0,0,0,0,0
Lysinibacillus sp. SGAir0095,0,32,0,0,0,0,0,0
Mesobacillus foraminis,0,15,0,0,0,0,0,0
Fictibacillus arsenicus,0,12,0,0,0,0,0,0
Metabacillus sp. KUDC1714,0,12,0,23,0,0,0,0
Salimicrobium jeotgali,0,13,19,11,0,0,11,0
Paenibacillus sp. JDR-2,0,16,11,18,0,0,12,11
Paenibacillus sp. DCT19,0,15,0,0,0,0,0,0
Paenibacillus sp. BIHB4019,0,12,0,0,0,0,0,0
Paenibacillus sp. E222,0,13,0,19,0,0,0,0
Paenibacillus sp. CAA11,0,13,0,0,0,0,0,0
Paenibacillus sp. FSL R5-0345,0,19,0,0,0,0,0,0
Paenibacillus sp. URB8-2,0,12,0,0,0,0,0,0
Paenibacillus sp. FSL P4-0081,0,23,0,0,0,0,0,0
Paenibacillus lentus,0,28,0,15,0,0,0,0
Paenibacillus physcomitrellae,0,20,0,0,0,0,0,0
Paenibacillus durus,0,16,0,18,0,0,0,0
Paenibacillus mucilaginosus,0,15,0,10,12,0,0,0
Paenibacillus xylanilyticus,0,16,14,0,0,0,15,0
Paenibacillus cellulositrophicus,0,14,0,0,0,0,0,0
Paenibacillus bovis,0,16,0,0,0,0,0,0
Paenibacillus barcinonensis,0,15,23,26,14,12,22,0
Paenibacillus stellifer,0,15,0,0,0,0,0,0
Paenibacillus lautus,0,22,0,0,0,0,0,0
Paenibacillus chitinolyticus,0,13,0,0,0,0,0,0
Paenibacillus thiaminolyticus,0,13,0,0,0,0,0,0
Paenibacillus odorifer,0,12,42,15,0,19,35,17
Paenibacillus graminis,0,12,23,0,0,0,23,0
Saccharibacillus brassicae,0,18,0,13,12,0,0,0
Paenibacillaceae bacterium GAS479,0,13,25,11,17,16,29,21
Staphylococcus hominis,0,42,0,0,0,0,0,0
Planococcus glaciei,0,22,21,0,14,13,23,16
Gemella haemolysans,0,11,0,0,0,0,0,0
Salisediminibacterium selenitireducens,0,25,0,0,0,0,0,0
Sporolactobacillus terrae,0,11,0,13,0,0,0,0
Selenomonas sp. oral taxon 126,0,13,29,16,0,0,21,16
Selenomonas sp. oral taxon 478,0,16,0,0,0,0,0,0
Peptoniphilus ivorii,0,14,18,11,0,11,23,16
Schnuerera ultunensis,0,13,0,13,0,10,0,0
Bifidobacterium dentium,0,11,0,10,0,0,0,0
Olsenella sp. oral taxon 807,0,10,0,0,0,0,0,0
Leptolyngbya sp. PCC 7376,0,41,282,69,64,156,294,156
Escherichia albertii,0,16,26,19,0,0,15,0
Escherichia sp. E4742,0,16,16,10,0,0,23,0
Enterobacter asburiae,0,26,52,0,0,0,79,46
Citrobacter portucalensis,0,48,0,0,0,0,0,0
Shigella flexneri,0,106,0,0,0,0,0,0
Shigella boydii,0,31,0,0,0,0,0,0
Candidatus Erwinia haradaeae,0,14,0,0,0,0,0,0
Acinetobacter baumannii,0,46,45,0,0,60,80,113
Pseudoalteromonas sp. R3,0,26,0,0,0,0,0,0
Succinivibrio dextrinosolvens,0,23,39,18,13,14,47,26
Beggiatoa leptomitoformis,0,13,210,24,33,93,231,99
Neisseria shayeganii,0,24,11,0,0,0,0,0
Geotalea uraniireducens,0,19,31,13,11,18,31,25
Sorangium cellulosum,0,23,38,20,37,26,46,25
Desulfobacter postgatei,0,10,17,0,0,0,14,0
Campylobacter coli,0,31,0,0,0,0,0,0
Campylobacter fetus,0,20,0,0,0,0,0,0
Aliarcobacter cryaerophilus,0,32,33,0,0,0,33,0
Agrobacterium tumefaciens,0,66,94,89,85,60,80,71
Sinorhizobium fredii,0,30,0,0,29,15,0,0
Bdellovibrio bacteriovorus,0,11,0,0,0,0,0,0
Victivallales bacterium CCUG 44730,0,14,0,12,17,11,18,15
Fusobacterium necrophorum,0,21,0,0,0,0,0,0
Fusobacterium gonidiaformans,0,15,0,0,0,0,0,0
Sphaerochaeta pleomorpha,0,10,29,13,0,21,40,15
Oceanispirochaeta sp. K2,0,11,13,0,0,0,14,0
Flavobacterium sp. KBS0721,0,0,41,0,10,21,37,26
Flavobacterium sp. LPB0248,0,0,42,0,0,17,40,21
Flavobacterium sp. CJ74,0,0,29,0,13,12,25,19
Flavobacterium sp. P2-65,0,0,30,0,11,15,20,13
Flavobacterium sp. I3-2,0,0,32,26,0,0,30,0
Flavobacterium arcticum,0,0,35,0,0,13,30,13
Flavobacterium sangjuense,0,0,31,0,0,14,23,16
Flavobacterium sediminis,0,0,54,29,0,25,44,26
Flavobacterium album,0,0,24,0,15,19,27,16
Flavobacterium indicum,0,0,21,0,0,14,38,12
Flavobacterium nitrogenifigens,0,0,19,0,0,0,12,15
Capnocytophaga ochracea,0,0,58,0,0,0,63,36
Capnocytophaga endodontalis,0,0,33,0,0,0,0,0
Kordia antarctica,0,0,10,0,0,0,0,0
Nonlabens dokdonensis,0,0,35,0,0,16,21,10
Nonlabens sp. Ci31,0,0,15,0,0,0,15,0
Nonlabens sediminis,0,0,14,0,0,0,0,0
Flavobacteriaceae bacterium MAR_2010_188,0,0,40,0,0,15,41,24
Winogradskyella sp. Z354,0,0,70,28,0,0,69,28
Maribacter sp. MJ134,0,0,37,14,0,15,39,0
Maribacter cobaltidurans,0,0,44,33,0,21,46,0
Polaribacter sp. KT25b,0,0,24,0,0,0,16,0
Polaribacter sp. SA4-12,0,0,11,0,0,0,16,0
Euzebyella marina,0,0,89,31,32,40,65,33
Gramella salexigens,0,0,23,0,0,0,11,10
Christiangramia flava,0,0,18,0,0,0,0,0
Tenacibaculum sp. SZ-18,0,0,30,0,0,16,22,10
Tenacibaculum jejuense,0,0,19,0,0,0,18,0
Aquimarina sp. TRL1,0,0,22,0,0,0,17,0
Dokdonia sp. MED134,0,0,24,0,0,0,17,0
Dokdonia donghaensis,0,0,12,0,0,0,17,0
Salegentibacter salegens,0,0,29,0,0,0,37,0
Aequorivita sp. H23M31,0,0,17,0,0,0,21,0
Aequorivita sublithincola,0,0,13,0,0,0,16,0
Antarcticibacterium sp. PAMC 28998,0,0,17,0,0,11,17,13
Antarcticibacterium flavum,0,0,14,0,0,0,0,0
Tamlana sp. UJ94,0,0,30,0,0,14,32,16
Cellulophaga lytica,0,0,16,0,0,0,16,0
Robiginitalea biformata,0,0,31,0,12,20,39,23
Algibacter sp. L1A34,0,0,15,0,0,0,13,0
Olleya sp. Bg11-27,0,0,27,0,0,0,26,0
Costertonia aggregata,0,0,18,0,0,0,19,0
Flagellimonas maritima,0,0,17,0,0,15,11,10
Flagellimonas ruestringensis,0,0,11,0,0,0,11,0
Croceibacter atlanticus,0,0,16,0,0,13,22,0
Leeuwenhoekiella sp. ZYFB001,0,0,12,14,0,0,0,0
Gilvibacter sp. SZ-19,0,0,10,0,0,0,13,0
Chryseobacterium sp. IHB B 17019,0,0,50,0,0,18,50,38
Chryseobacterium sp.,0,0,39,17,0,17,34,16
Chryseobacterium sp. 3008163,0,0,24,18,0,14,41,11
Chryseobacterium sp. NEB161,0,0,36,25,0,17,29,0
Chryseobacterium sp. G0186,0,0,23,0,0,13,16,14
Chryseobacterium nakagawai,0,0,56,0,0,17,62,24
Chryseobacterium taihuense,0,0,42,15,16,15,37,27
Kaistella haifensis,0,0,14,0,0,0,0,0
Elizabethkingia miricola,0,0,66,35,0,30,56,22
Bergeyella cardium,0,0,36,0,14,23,26,18
Riemerella anatipestifer,0,0,29,0,0,18,42,12
Hymenobacter sp. APR13,0,0,73,32,46,33,76,42
Hymenobacter sp. PAMC 26554,0,0,34,0,16,17,35,10
Hymenobacter sp. BT18,0,0,31,14,15,16,38,20
Hymenobacter sp. BRD128,0,0,20,0,0,0,0,0
Hymenobacter sp. DG01,0,0,24,0,0,19,23,0
Hymenobacter sp. BRD72,0,0,17,0,0,0,22,0
Hymenobacter sp. DG25A,0,0,16,0,0,17,17,0
Hymenobacter nivis,0,0,40,0,0,24,40,16
Hymenobacter oligotrophus,0,0,28,0,26,25,37,20
Hymenobacter sedentarius,0,0,23,14,20,19,29,13
Pontibacter russatus,0,0,22,0,12,12,21,10
Pontibacter actiniarum,0,0,22,0,0,11,16,0
Rufibacter sp. DG31D,0,0,15,0,0,0,17,0
Adhaeribacter swui,0,0,31,0,13,21,34,17
Spirosoma sp. KUDC1026,0,0,47,14,14,26,61,16
Spirosoma sp. I-24,0,0,45,0,10,13,30,23
Spirosoma pollinicola,0,0,45,16,0,23,48,17
Spirosoma aerolatum,0,0,25,0,0,0,35,14
Spirosoma radiotolerans,0,0,21,11,0,11,21,0
Spirosoma montaniterrae,0,0,16,0,0,14,26,12
Fibrella aestuarina,0,0,20,0,0,15,17,12
Algoriphagus machipongonensis,0,0,17,0,0,0,19,0
Cardinium endosymbiont of Sogatella furcifera,0,0,30,0,0,0,20,14
Mucilaginibacter sp. 14171R-50,0,0,24,12,0,21,32,18
Mucilaginibacter sp. PAMC 26640,0,0,16,0,0,0,13,0
Mucilaginibacter rubeus,0,0,68,26,0,43,88,35
Mucilaginibacter xinganensis,0,0,19,11,0,0,18,0
Sphingobacterium daejeonense,0,0,17,11,0,0,0,0
Olivibacter sp. LS-1,0,0,54,0,0,24,38,25
Arachidicoccus sp. BS20,0,0,42,0,0,17,26,20
Flavisolibacter ginsenosidimutans,0,0,35,0,10,16,39,16
Flavisolibacter tropicus,0,0,15,13,0,18,19,0
Rhodothermaceae bacterium,0,0,29,0,14,15,21,14
Chlorobium limicola,0,0,19,0,0,0,23,12
Chlorobium chlorochromatii,0,0,14,0,0,0,24,0
Pelodictyon luteolum,0,0,25,0,0,11,26,14
Chlorobaculum parvum,0,0,37,0,0,0,32,24
Prosthecochloris sp. CIB 2401,0,0,10,0,0,0,0,0
Ignavibacterium album,0,0,21,0,0,0,16,0
Candidatus Cloacimonas acidaminovorans,0,0,16,10,0,10,13,0
Candidatus Arthromitus sp. SFB-mouse-NL,0,0,24,0,0,12,21,0
Desulfosporosinus acidiphilus,0,0,24,13,0,0,16,0
Candidatus Syntrophocurvum alkaliphilum,0,0,10,0,0,0,14,11
Thermoanaerobacter kivui,0,0,44,0,0,0,44,0
Moorella glycerini,0,0,25,0,0,0,16,0
Streptococcus sp. 116-D4,0,0,18,0,0,16,21,0
Streptococcus sp. oral taxon 431,0,0,16,0,0,0,18,0
Streptococcus gordonii,0,0,19,0,0,0,17,0
Lactobacillus amylolyticus,0,0,35,10,0,16,25,11
Lacticaseibacillus rhamnosus,0,0,26,0,11,19,26,22
Loigolactobacillus coryniformis,0,0,19,0,0,0,16,0
Lactobacillus helveticus,0,0,16,0,0,0,23,0
Secundilactobacillus paracollinoides,0,0,13,0,0,0,14,0
Latilactobacillus graminis,0,0,10,0,0,14,14,0
Lactiplantibacillus pentosus,0,0,10,0,0,0,0,0
Pediococcus pentosaceus,0,0,17,0,0,12,0,0
Melissococcus plutonius,0,0,10,0,0,0,12,0
Weissella paramesenteroides,0,0,16,0,0,0,0,0
Oenococcus oeni,0,0,13,0,0,0,17,0
Dolosigranulum pigrum,0,0,17,0,0,0,19,0
Suicoccus acidiformans,0,0,12,0,0,0,0,0
Bacillus sp. FJAT-45348,0,0,19,0,0,0,16,0
Bacillus freudenreichii,0,0,16,10,0,0,0,0
Virgibacillus sp. SK37,0,0,35,0,0,23,27,26
Lysinibacillus sp. 2017,0,0,45,0,0,0,31,0
Anoxybacillus amylolyticus,0,0,17,0,0,17,17,15
Halobacillus litoralis,0,0,11,0,0,0,14,0
Paenibacillus sp. IHB B 3084,0,0,31,0,0,0,14,0
Paenibacillus borealis,0,0,23,0,0,0,18,15
Paenibacillus ihbetae,0,0,20,0,0,13,10,14
Paenibacillus psychroresistens,0,0,14,0,0,10,26,11
Paenibacillus antarcticus,0,0,14,0,0,0,13,0
Paenibacillus naphthalenovorans,0,0,13,0,13,10,11,13
Planococcus sp. Y42,0,0,24,17,0,17,20,21
Planococcus sp. PAMC 21323,0,0,18,0,0,0,12,0
Planococcus faecalis,0,0,23,0,0,0,15,0
Rummeliibacillus stabekisii,0,0,17,0,0,0,16,0
Staphylococcus stepanovicii,0,0,20,0,0,18,15,15
Staphylococcus lugdunensis,0,0,17,0,0,12,17,0
Staphylococcus felis,0,0,14,0,0,0,17,20
Staphylospora marina,0,0,17,0,0,10,21,0
Selenomonas sp. oral taxon 920,0,0,19,0,0,17,11,11
Methylomusa anaerophila,0,0,19,0,0,0,19,0
endosymbiont 'TC1' of Trimyema compressum,0,0,20,0,0,0,15,0
Bifidobacterium thermophilum,0,0,34,0,0,10,26,17
Corynebacterium sp. 2183,0,0,27,0,0,0,22,0
Corynebacterium sp. sy039,0,0,11,0,0,0,10,0
Corynebacterium endometrii,0,0,29,30,19,16,37,30
Corynebacterium flavescens,0,0,19,0,0,0,15,0
Corynebacterium genitalium,0,0,18,0,0,10,17,0
Corynebacterium glutamicum,0,0,28,0,0,21,19,0
Corynebacterium ulcerans,0,0,13,0,15,15,19,17
Mycobacterium saskatchewanense,0,0,22,0,0,0,11,20
Mycobacterium mantenii,0,0,18,0,0,0,20,17
Mycobacterium haemophilum,0,0,17,0,0,0,16,0
Mycobacterium paraseoulense,0,0,20,0,0,0,22,0
Mycobacterium grossiae,0,0,25,0,0,0,33,0
Mycolicibacterium fortuitum,0,0,27,0,0,0,25,0
Mycolicibacterium confluentis,0,0,11,0,0,0,0,0
Rhodococcus sp. WMMA185,0,0,20,0,0,0,20,0
Prescottella equi,0,0,57,0,0,0,63,0
Nocardia seriolae,0,0,20,0,0,0,22,0
Gordonia sp. 1D,0,0,69,0,20,46,67,32
Microbacterium chocolatum,0,0,31,0,0,0,33,0
Microbacterium oleivorans,0,0,32,0,32,0,32,0
Candidatus Aquiluna sp. UB-MaderosW2red,0,0,14,0,0,0,0,0
Agromyces sp. MF30-A,0,0,12,0,0,0,16,0
Arthrobacter citreus,0,0,42,13,0,20,38,18
Kocuria sp. TGY1127_2,0,0,33,0,0,0,0,0
Pseudarthrobacter sp. YJ56,0,0,23,0,0,0,18,0
Glutamicibacter creatinolyticus,0,0,17,0,0,0,19,0
Brevibacterium luteolum,0,0,22,0,0,0,25,0
Brevibacterium linens,0,0,20,0,0,15,16,12
Dermabacter jinjuensis,0,0,32,0,0,0,36,23
Ornithinimicrobium sp. H23M54,0,0,12,0,0,0,15,0
Luteipulveratus mongoliensis,0,0,10,0,0,0,11,11
Streptomyces sp. 3214.6,0,0,27,0,0,21,28,63
Streptomyces sp. RPA4-2,0,0,23,0,0,14,15,0
Streptomyces sp. CB09001,0,0,39,0,0,32,28,0
Streptomyces sp. ADI95-16,0,0,18,0,0,0,19,0
Streptomyces peucetius,0,0,22,0,0,13,16,0
Streptomyces tsukubensis,0,0,18,0,0,0,15,0
Streptomyces rutgersensis,0,0,26,0,0,0,37,0
Streptomyces dengpaensis,0,0,17,0,0,0,16,0
Kitasatospora sp. MMS16-BH015,0,0,14,0,0,0,14,15
Cutibacterium avidum,0,0,24,0,0,0,20,0
Propionibacterium freudenreichii,0,0,21,0,0,12,15,16
Auraticoccus monumenti,0,0,14,0,0,0,12,0
Nocardioides sp. HY056,0,0,14,0,0,0,12,0
Actinomyces pacaensis,0,0,14,0,0,16,18,19
Schaalia odontolytica,0,0,21,0,0,13,12,11
Flaviflexus sp. dk850,0,0,20,0,0,12,18,0
Actinotignum schaalii,0,0,11,0,0,0,19,0
Micromonospora echinaurantiaca,0,0,17,0,0,0,22,0
Actinoplanes sp. N902-109,0,0,16,0,0,27,11,0
Actinoplanes derwentensis,0,0,11,0,0,0,17,0
Actinobacteria bacterium YIM 96077,0,0,11,0,0,0,16,15
Nakamurella multipartita,0,0,11,0,0,15,10,0
