species,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_50_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_50_noerr
Pediococcus pentosaceus,62,90,198,69,75,98,181,116
Pediococcus acidilactici,44,50,25,39,36,31,14,34
Pediococcus inopinatus,35,48,18,23,0,0,0,0
Pediococcus claussenii,32,27,14,16,0,0,0,0
Pediococcus damnosus,33,31,12,26,0,0,0,0
Leuconostoc gelidum,67,54,16,37,0,0,0,0
Leuconostoc mesenteroides,123,122,18,62,0,0,0,0
Leuconostoc carnosum,40,15,10,19,0,0,0,0
Leuconostoc lactis,28,0,0,0,0,0,0,0
Leuconostoc pseudomesenteroides,17,16,0,11,0,0,0,0
Leuconostoc suionicum,18,22,0,10,0,0,0,0
Leuconostoc citreum,12,19,0,14,0,0,0,0
Weissella cibaria,46,18,12,14,0,0,0,0
Weissella confusa,44,28,11,27,0,0,0,0
Weissella jogaejeotgali,32,18,0,15,0,0,0,0
Weissella ceti,29,20,20,19,35,23,28,30
Weissella koreensis,30,13,0,20,0,0,0,0
Weissella cryptocerci,25,14,0,12,0,0,0,0
Weissella sp. HDW19,25,16,0,14,0,0,0,0
Weissella paramesenteroides,25,42,133,28,25,55,123,51
Weissella hellenica,24,13,0,13,0,0,0,0
Weissella soli,16,11,10,14,0,0,0,0
Weissella viridescens,11,0,0,0,0,0,0,0
Oenococcus oeni,47,42,168,56,31,85,160,89
Oenococcus sp. UCMA 16435,38,27,0,19,0,0,0,0
Oenococcus sicerae,24,33,11,24,0,0,0,0
Oenococcus kitaharae,10,31,11,21,0,0,0,0
Carnobacterium sp. CP1,64,52,21,50,0,0,0,0
Carnobacterium sp. 17-4,50,57,16,34,0,0,0,0
Carnobacterium maltaromaticum,101,89,40,66,0,0,0,0
Carnobacterium divergens,80,53,17,54,0,0,0,0
Carnobacterium inhibens,48,32,12,20,0,0,0,0
Jeotgalibaca ciconiae,93,58,21,53,0,0,0,0
Jeotgalibaca dankookensis,49,49,19,35,0,0,0,0
Jeotgalibaca porci,48,57,17,37,0,0,0,0
Jeotgalibaca sp. PTS2502,81,88,52,50,0,0,0,0
Jeotgalibaca arthritidis,26,26,0,37,56,36,0,51
Dolosigranulum pigrum,52,28,173,61,29,76,179,82
Marinilactibacillus sp. 15R,37,53,27,44,0,0,0,0
Aerococcus christensenii,81,55,31,51,0,0,0,0
Aerococcus urinae,67,45,23,35,0,0,0,0
Aerococcus sanguinicola,61,52,20,36,33,23,20,25
Aerococcus urinaeequi,63,31,0,41,0,0,0,0
Aerococcus urinaehominis,40,18,19,34,28,25,22,32
Aerococcus viridans,16,17,0,0,0,0,0,0
Abiotrophia defectiva,54,70,31,66,31,45,27,70
Suicoccus acidiformans,41,57,165,49,39,70,173,77
Bacillus sp. S3,149,156,193,134,115,123,169,124
Bacillus sp. DSL-17,141,128,64,101,34,19,0,30
Bacillus sp. 1NLA3E,119,119,111,101,39,60,63,56
Bacillus sp. FJAT-42376,103,143,70,104,95,64,54,99
Bacillus sp. FJAT-18017,95,125,51,89,11,0,0,12
Bacillus sp. NSP9.1,82,143,50,93,29,32,16,34
Bacillus sp. SB49,81,121,59,82,39,30,13,38
Bacillus sp. PAMC26568,77,125,45,92,26,38,16,29
Bacillus sp. FJAT-22090,84,93,35,70,0,0,0,0
Bacillus sp. X1(2014),78,79,40,55,16,15,14,20
Bacillus sp. FJAT-45348,58,72,176,67,71,101,161,90
Bacillus sp. THAF10,57,51,19,41,0,0,0,0
Bacillus sp. Y1,53,70,27,44,0,0,0,0
Bacillus sp. KH172YL63,52,123,38,75,0,0,0,0
Bacillus sp. L13 (2020),45,31,20,26,0,0,0,0
Bacillus sp. OxB-1,45,69,21,56,27,19,15,0
Bacillus sp. N1-1,52,54,0,47,0,0,0,0
Bacillus sp. Cs-700,50,42,50,34,0,0,0,0
Bacillus sp. M4U3P1,36,55,11,23,0,0,0,0
Bacillus sp. ms-22,35,41,0,24,0,0,0,0
Bacillus sp. N3536,44,54,0,61,0,0,0,0
Bacillus sp. BD59S,22,0,0,0,0,0,0,0
Bacillus sp. WP8,12,20,0,0,0,0,0,0
Bacillus cereus,1302,1093,784,872,106,231,395,211
Bacillus thuringiensis,559,461,444,399,161,215,410,253
Bacillus cytotoxicus,104,114,55,92,12,0,0,10
Bacillus pseudomycoides,84,109,31,82,26,20,15,35
Bacillus mycoides,77,132,227,112,41,116,202,92
Bacillus luti,41,50,11,26,0,0,0,0
Bacillus wiedmannii,17,24,12,25,0,0,0,0
Bacillus albus,15,31,19,20,43,22,21,28
Bacillus paranthracis,189,289,173,313,466,259,175,452
Bacillus velezensis,451,445,277,311,166,125,81,194
Bacillus amyloliquefaciens,131,275,83,185,74,68,53,83
Bacillus subtilis,295,406,139,259,139,67,49,66
Bacillus atrophaeus,74,109,147,107,59,72,138,66
Bacillus vallismortis,83,130,75,109,118,91,60,80
Bacillus tequilensis,56,62,15,37,33,49,34,65
Bacillus sonorensis,51,62,26,46,0,0,0,0
Bacillus paralicheniformis,43,64,26,63,31,28,11,40
Bacillus mojavensis,31,43,17,30,0,0,0,0
Priestia megaterium,345,369,152,308,171,115,70,159
Niallia circulans,190,157,239,172,76,108,213,115
Bacillus pumilus,175,186,86,147,58,28,32,53
Heyndrickxia coagulans,131,192,77,144,48,26,16,17
Bacillus thermoamylovorans,145,114,49,96,0,0,0,0
Bacillus marisflavi,113,149,66,126,119,104,56,94
Bacillus filamentosus,109,113,40,84,50,43,19,37
Bacillus freudenreichii,96,88,173,77,37,71,166,78
Bacillus infantis,96,127,52,88,0,0,0,0
Bacillus weihaiensis,96,89,35,85,0,0,0,0
Sutcliffiella horikoshii,92,90,176,86,29,84,195,80
Bacillus dafuensis,89,88,40,69,0,0,0,0
Bacillus ciccensis,84,116,43,81,33,16,0,19
Bacillus altitudinis,145,123,72,108,0,0,0,0
Priestia flexa,79,49,23,32,0,0,0,0
Bacillus smithii,108,106,52,88,96,45,26,28
Bacillus glycinifermentans,75,113,48,91,83,56,36,49
Bacillus methanolicus,74,46,15,46,0,0,0,0
Bacillus gobiensis,73,80,27,78,41,24,23,34
Bacillus beveridgei,80,80,33,64,0,0,0,0
Sutcliffiella cohnii,62,41,19,25,0,0,0,0
Lederbergia lenta,60,50,17,25,0,0,0,0
Bacillus safensis,56,70,217,88,48,111,230,82
Evansella cellulosilytica,49,56,17,40,0,0,0,0
Bacillus miscanthi,48,77,20,44,0,0,0,0
Peribacillus frigoritolerans,41,38,15,29,0,0,0,0
Rossellomorea vietnamensis,33,64,35,43,19,11,10,13
Bacillus haynesii,32,23,0,10,0,0,0,0
Virgibacillus sp. Bac332,62,71,24,48,0,0,0,0
Virgibacillus sp. 6R,61,57,17,38,0,0,0,0
Virgibacillus sp. MSP4-1,57,72,24,41,18,17,0,16
Virgibacillus sp. SK37,46,92,376,119,107,232,337,204
Virgibacillus sp. Bac330,28,25,0,23,0,0,0,0
Virgibacillus phasianinus,111,103,51,85,42,16,16,32
Virgibacillus necropolis,90,84,37,47,0,0,0,0
Virgibacillus halodenitrificans,74,66,24,54,0,0,0,0
Virgibacillus dokdonensis,60,34,12,25,39,26,12,35
Lysinibacillus sp. SGAir0095,94,120,44,69,54,27,23,38
Lysinibacillus sp. YS11,92,61,23,48,0,0,0,0
Lysinibacillus sp. 2017,97,88,234,92,47,107,192,103
Lysinibacillus timonensis,82,110,44,89,39,30,34,24
Lysinibacillus sphaericus,91,105,202,111,0,0,0,0
Lysinibacillus fusiformis,35,28,0,57,111,143,235,135
Lysinibacillus varians,66,64,0,0,0,0,0,0
Halalkalibacter krulwichiae,91,67,24,47,0,0,0,0
Alkalihalophilus pseudofirmus,81,80,28,56,0,0,0,0
Shouchella clausii,68,63,18,57,29,19,14,31
Shouchella lehensis,70,91,33,69,39,34,27,52
Halalkalibacterium halodurans,40,47,13,40,15,16,11,16
Peribacillus simplex,132,105,38,73,40,19,19,24
Peribacillus muralis,90,83,23,58,0,0,0,0
Peribacillus butanolivorans,71,73,34,59,0,0,0,0
Peribacillus asahii,55,60,28,60,70,53,39,57
Oceanobacillus iheyensis,127,103,52,84,33,27,23,35
Oceanobacillus sp. 160,104,104,41,81,37,28,17,28
Oceanobacillus kimchii,62,63,23,61,31,24,16,26
Geobacillus subterraneus,93,113,91,104,118,93,44,87
Geobacillus thermodenitrificans,32,55,22,31,0,0,0,0
Geobacillus thermoleovorans,78,105,0,92,0,0,0,0
Geobacillus genomosp. 3,17,25,0,19,0,0,0,0
Geobacillus stearothermophilus,19,0,0,0,0,0,0,0
Halobacillus mangrovi,90,102,40,77,0,0,0,0
Halobacillus halophilus,63,80,35,71,67,37,36,46
Halobacillus litoralis,48,68,125,76,62,79,122,82
Metabacillus sp. KUDC1714,130,154,53,140,35,21,21,35
Metabacillus litoralis,77,96,41,78,38,21,21,30
Anoxybacillus flavithermus,118,71,34,57,0,0,0,0
Anoxybacillus amylolyticus,50,65,173,70,71,94,177,122
Cytobacillus oceanisediminis,111,169,47,108,0,0,0,0
Cytobacillus kochii,83,56,56,63,24,18,32,30
Mesobacillus jeotgali,89,92,36,73,34,23,16,26
Mesobacillus foraminis,83,104,37,60,0,0,0,10
Fictibacillus phosphorivorans,95,115,45,78,63,46,33,54
Fictibacillus arsenicus,77,96,31,68,0,0,0,0
Neobacillus mesonae,111,137,59,100,36,30,17,43
Neobacillus thermocopriae,38,42,16,30,0,0,0,0
Pradoshia sp. D12,119,128,42,106,30,28,13,33
Parageobacillus thermoglucosidasius,69,97,63,64,0,0,0,0
Parageobacillus genomosp. 1,31,58,39,68,76,71,38,103
Parageobacillus toebii,84,115,0,54,0,0,0,0
Lentibacillus amyloliquefaciens,62,54,17,47,45,28,19,47
Lentibacillus sp. CBA3610,36,36,16,39,0,0,0,0
Pontibacillus sp. HMF3514,97,130,216,144,79,123,189,132
Salicibibacter halophilus,41,25,11,28,34,34,15,37
Salicibibacter kimchii,38,42,12,28,0,0,0,0
Paraliobacillus sp. X-1125,72,74,22,67,0,0,0,0
Salimicrobium jeotgali,67,111,161,84,72,72,142,105
Amphibacillus xylanus,66,73,30,53,0,0,0,0
Psychrobacillus glaciei,51,29,0,24,0,0,0,0
Psychrobacillus sp. AK 1817,46,0,0,0,0,0,0,0
Gracilibacillus sp. SCU50,55,52,17,46,0,0,0,0
Bacillaceae bacterium TKL69,48,47,20,22,0,0,0,0
Aeribacillus pallidus,68,67,30,47,0,0,0,0
Terribacillus goriensis,41,46,12,35,18,12,10,12
Paenibacillus sp. E222,126,151,69,126,0,0,0,0
Paenibacillus sp. IHBB 10380,113,89,38,68,36,22,17,0
Paenibacillus sp. FSL R7-0273,117,116,51,111,62,34,22,30
Paenibacillus sp. DCT19,109,119,50,85,0,0,0,0
Paenibacillus sp. BIHB4019,100,97,37,70,0,0,0,0
Paenibacillus sp. CAA11,99,134,63,109,27,32,18,37
Paenibacillus sp. B01,116,132,64,93,0,0,0,0
Paenibacillus sp. 32O-W,92,108,43,71,0,0,0,0
Paenibacillus sp. FSL H7-0357,92,104,52,80,26,22,11,24
Paenibacillus sp. FSL R7-0331,94,160,55,106,0,0,0,0
Paenibacillus sp. FSL R5-0345,105,154,52,111,0,0,0,0
Paenibacillus sp. HB172198,77,73,46,94,69,76,38,61
Paenibacillus sp. JDR-2,78,131,212,115,33,77,157,80
Paenibacillus sp. 14171R-81,76,89,48,55,0,11,19,0
Paenibacillus sp. URB8-2,65,89,46,75,71,38,22,24
Paenibacillus sp. FSL R5-0912,85,118,38,71,0,0,0,0
Paenibacillus sp. FSL P4-0081,83,160,41,124,0,0,0,0
Paenibacillus sp. RUD330,51,63,21,46,0,0,0,0
Paenibacillus sp. FSL H7-0737,64,80,28,61,0,0,0,0
Paenibacillus sp. 12200R-189,47,55,77,53,55,50,47,33
Paenibacillus sp. UniB2,57,48,21,47,41,19,23,13
Paenibacillus sp. IHB B 3084,54,57,215,69,95,117,196,128
Paenibacillus sp. 37,52,101,39,66,32,28,21,36
Paenibacillus sp. Y412MC10,43,70,24,31,40,25,12,17
Paenibacillus polymyxa,644,795,990,664,394,503,691,520
Paenibacillus lentus,137,215,86,156,36,32,27,46
Paenibacillus durus,140,163,67,110,26,10,0,0
Paenibacillus odorifer,122,173,377,160,123,195,355,171
Paenibacillus guangzhouensis,116,142,67,126,96,66,46,69
Paenibacillus bovis,120,139,47,101,32,30,19,29
Paenibacillus mucilaginosus,108,170,57,109,69,32,24,27
Paenibacillus donghaensis,112,191,391,165,76,171,321,156
Paenibacillus thiaminolyticus,103,125,49,57,0,0,0,0
Paenibacillus stellifer,104,124,36,80,12,14,10,0
Paenibacillus alvei,94,101,45,76,0,0,0,0
Paenibacillus larvae,91,150,71,105,29,29,25,32
Paenibacillus riograndensis,95,114,229,100,90,136,232,130
Paenibacillus cellulositrophicus,84,118,44,85,10,0,0,10
Paenibacillus physcomitrellae,98,168,48,110,0,0,0,0
Paenibacillus xylanilyticus,87,153,214,105,29,94,157,70
Paenibacillus barcinonensis,80,155,223,155,142,147,240,143
Paenibacillus psychroresistens,75,104,195,83,68,102,187,98
Paenibacillus naphthalenovorans,72,99,104,87,98,107,114,139
Paenibacillus yonginensis,87,130,52,97,42,30,11,34
Paenibacillus protaetiae,73,64,47,62,36,44,37,40
Paenibacillus antarcticus,73,75,135,62,24,60,122,45
Paenibacillus albus,71,72,33,62,16,0,0,0
Paenibacillus crassostreae,71,51,15,40,0,0,0,0
Paenibacillus borealis,76,115,229,100,44,93,169,81
Paenibacillus xylanexedens,88,97,209,74,40,73,200,106
Paenibacillus lautus,99,136,44,92,0,0,0,0
Paenibacillus lutimineralis,65,114,39,70,44,25,12,16
Paenibacillus beijingensis,61,100,36,89,89,55,47,101
Paenibacillus baekrokdamisoli,57,68,33,54,56,43,23,50
Paenibacillus brasilensis,68,86,26,59,0,0,0,0
Paenibacillus chitinolyticus,56,84,31,75,17,14,10,16
Paenibacillus sabinae,57,88,38,60,52,49,32,69
Paenibacillus ihbetae,54,67,183,75,80,123,163,131
Paenibacillus cellulosilyticus,53,89,35,77,0,0,0,0
Paenibacillus graminis,61,106,242,105,71,121,175,118
Paenibacillus jilunlii,60,72,24,57,32,24,18,28
Paenibacillus terrae,53,55,21,41,0,0,0,0
Paenibacillus swuensis,42,52,14,28,20,11,0,0
Paenibacillus kribbensis,41,54,23,50,48,25,24,24
Paenibacillus glucanolyticus,186,174,139,198,0,60,82,68
Brevibacillus laterosporus,283,290,94,181,0,0,0,0
Brevibacillus brevis,148,169,188,137,85,75,117,87
Brevibacillus agri,51,63,15,55,28,17,11,14
Brevibacillus sp. SCSIO 07484,35,54,27,36,36,24,15,26
Brevibacillus formosus,41,35,17,34,0,0,0,0
Cohnella sp. KS 22,91,95,26,66,0,0,0,0
Cohnella sp. MFER-1,74,56,22,37,31,33,15,34
Cohnella abietis,62,77,26,74,11,0,0,11
Cohnella candidum,40,39,16,27,19,12,0,0
Aneurinibacillus sp. XH2,74,66,25,50,32,19,16,14
Aneurinibacillus soli,70,76,32,52,0,0,0,0
Saccharibacillus brassicae,103,136,49,113,86,45,33,23
Paenibacillaceae bacterium GAS479,75,131,226,133,167,201,260,216
Thermobacillus composti,56,78,32,57,42,32,20,26
Staphylococcus aureus,357,226,75,175,0,0,0,0
Staphylococcus epidermidis,112,48,21,68,0,0,0,0
Staphylococcus capitis,110,42,21,69,58,38,26,74
Staphylococcus nepalensis,93,77,25,67,30,33,18,38
Staphylococcus xylosus,88,103,40,47,0,0,0,0
Staphylococcus hominis,97,113,32,75,14,0,0,14
Staphylococcus sciuri,83,63,15,53,0,0,0,0
Staphylococcus simulans,77,43,18,50,43,17,18,35
Staphylococcus haemolyticus,86,39,16,44,0,0,0,0
Staphylococcus sp. 17KM0847,33,35,17,31,33,19,13,38
Staphylococcus sp. SDB 2975,28,15,0,16,0,0,0,0
Staphylococcus sp. MI 10-1553,13,16,0,0,0,0,0,0
Staphylococcus hyicus,70,39,23,44,0,0,0,0
Staphylococcus condimenti,68,49,11,41,0,0,0,0
Staphylococcus pasteuri,66,57,13,26,0,0,0,0
Staphylococcus simiae,60,66,27,50,0,0,0,0
Staphylococcus stepanovicii,60,59,172,71,67,117,202,103
Staphylococcus saprophyticus,62,53,226,80,81,137,176,107
Mammaliicoccus vitulinus,54,63,20,43,0,0,0,0
Staphylococcus cohnii,59,75,32,59,36,22,0,36
Staphylococcus arlettae,58,37,14,26,0,0,0,0
Staphylococcus caprae,55,71,17,54,25,24,23,29
Staphylococcus carnosus,56,88,33,59,36,25,27,48
Staphylococcus auricularis,46,27,17,30,14,0,0,0
Mammaliicoccus lentus,53,38,15,36,0,0,0,0
Staphylococcus kloosii,45,25,15,19,0,0,0,0
Staphylococcus lugdunensis,44,51,194,54,67,115,180,105
Staphylococcus felis,43,62,160,66,28,83,162,77
Staphylococcus agnetis,48,18,0,24,0,0,0,0
Staphylococcus pettenkoferi,42,58,23,51,0,0,0,0
Staphylococcus muscae,39,41,74,37,0,20,55,28
Staphylococcus schleiferi,46,26,0,0,0,0,0,0
Staphylococcus pseudintermedius,42,40,12,34,0,0,0,0
Staphylococcus chromogenes,33,25,0,24,32,14,10,0
Staphylococcus delphini,31,40,14,31,26,27,12,25
Staphylococcus piscifermentans,32,35,17,37,62,48,35,52
Staphylococcus succinus,27,32,0,21,0,0,0,0
Staphylococcus schweitzeri,35,33,0,21,0,0,0,0
Staphylococcus lutrae,25,13,0,15,37,21,18,34
Staphylococcus warneri,60,47,33,0,0,0,0,0
Staphylococcus equorum,114,108,0,108,0,0,0,0
Mammaliicoccus fleurettii,21,14,0,0,0,0,0,0
Macrococcus sp. IME1552,105,84,27,57,45,33,25,41
Macrococcus canis,78,87,51,110,94,52,26,84
Macrococcoides caseolyticum,46,55,16,37,0,0,0,0
Jeotgalicoccus saudimassiliensis,51,71,37,50,35,25,16,20
Auricoccus indicus,49,50,24,33,0,0,0,0
Salinicoccus halodurans,44,47,20,58,83,61,33,48
Planococcus sp. Y42,80,108,217,96,72,132,198,109
Planococcus sp. PAMC 21323,40,43,117,42,23,53,117,66
Planococcus sp. MB-3u-03,34,38,20,56,54,37,28,51
Planococcus versutus,74,101,26,59,26,20,0,32
Planococcus antarcticus,67,85,27,33,0,0,0,0
Planococcus maritimus,60,53,0,40,0,0,0,0
Planococcus rifietoensis,51,83,27,49,0,0,0,0
Planococcus halocryophilus,43,66,29,48,19,13,16,17
Planococcus donghaensis,31,29,0,17,0,0,0,0
Planococcus kocurii,59,0,0,0,0,0,0,0
Planococcus dechangensis,20,44,11,24,0,0,0,0
Planococcus faecalis,39,85,177,71,29,68,114,73
Sporosarcina ureae,242,228,96,183,44,31,18,40
Sporosarcina sp. PTS2304,72,61,70,65,59,32,25,58
Sporosarcina sp. P33,82,0,0,0,0,0,0,0
Sporosarcina psychrophila,67,57,23,33,0,0,0,0
Sporosarcina ureilytica,66,48,0,28,0,0,0,0
Sporosarcina pasteurii,47,34,16,37,0,0,0,0
Kurthia sp. 11kri321,83,81,25,56,35,22,14,44
Kurthia zopfii,79,53,17,37,0,0,0,0
Solibacillus silvestris,125,118,40,83,37,21,0,32
Solibacillus sp. R5-41,41,57,22,51,42,22,20,13
Jeotgalibacillus malaysiensis,114,136,207,140,144,156,183,149
Ureibacillus thermosphaericus,217,199,64,191,0,0,0,0
Planococcus glaciei,87,103,204,88,78,140,193,118
Paenisporosarcina antarctica,48,52,16,38,0,0,0,0
Paenisporosarcina sp. K2R23-3,35,35,18,23,0,0,0,0
Rummeliibacillus stabekisii,63,52,203,69,89,124,190,136
Listeria monocytogenes,231,365,117,202,35,20,18,37
Listeria innocua,112,89,30,53,0,0,0,0
Listeria ivanovii,65,92,30,49,0,0,0,0
Listeria grayi,60,69,42,52,41,27,13,37
Listeria welshimeri,61,52,16,35,0,0,0,0
Listeria weihenstephanensis,48,71,24,51,0,0,0,0
Listeria sp. PSOL-1,49,42,11,28,0,0,0,0
Listeria seeligeri,43,34,12,23,0,0,0,0
Brochothrix thermosphacta,62,69,33,54,0,0,0,0
Gemella haemolysans,140,111,39,69,0,0,0,0
Gemella sp. oral taxon 928,87,97,0,97,0,0,0,0
Gemella sanguinis,76,57,18,58,0,0,0,0
Gemella morbillorum,79,59,61,48,0,0,0,0
Exiguobacterium sp. N4-1P,36,28,0,35,0,0,0,0
Exiguobacterium sp. MH3,25,0,0,0,0,0,0,0
Exiguobacterium sp. AT1b,14,26,0,22,0,0,0,0
Exiguobacterium sp. ZWU0009,46,32,0,0,0,0,0,0
Exiguobacterium artemiae,55,64,48,47,0,0,0,0
Exiguobacterium antarcticum,54,42,16,57,34,34,18,34
Exiguobacterium mexicanum,35,83,28,52,0,0,0,0
Exiguobacterium acetylicum,24,20,0,27,0,0,0,0
Tumebacillus avium,90,69,28,66,83,56,35,26
Tumebacillus algifaecis,54,47,21,28,0,0,0,0
Alicyclobacillus acidocaldarius,94,68,30,52,34,18,10,0
Kyrpidia spormannii,12,19,0,12,0,0,0,0
Kyrpidia tusciae,12,28,0,14,0,0,0,0
Kroppenstedtia eburnea,36,48,24,36,43,32,19,27
Kroppenstedtia pulmonis,25,37,16,28,28,15,11,0
Staphylospora marina,40,69,208,69,44,77,137,79
Thermoactinomyces vulgaris,38,40,17,33,0,0,0,0
Laceyella sacchari,32,33,17,32,44,22,25,20
Novibacillus thermophilus,18,38,29,27,38,32,22,22
Salisediminibacterium selenitireducens,119,184,75,117,32,29,21,42
Sporolactobacillus terrae,83,94,47,94,72,52,35,74
Phascolarctobacterium faecium,71072,19546,7496,27070,83,58,32,80
Acidaminococcus intestini,64552,12985,4984,18515,105,55,43,67
Acidaminococcus fermentans,261,229,92,166,35,14,0,12
Megasphaera elsdenii,72118,10345,4034,13568,51,69,89,75
Megasphaera stantonii,298,388,265,498,611,707,532,922
Veillonella parvula,60477,7955,3056,11417,57,61,45,70
Veillonella rodentium,125,70,38,85,69,49,33,64
Veillonella atypica,74,55,16,39,0,0,0,0
Veillonella sp. T1-7,78,67,50,57,61,65,60,67
Veillonella dispar,40,29,11,19,0,0,0,0
Dialister pneumosintes,505,183,574,201,174,263,384,291
Dialister hominis,759,236,0,277,0,0,0,0
Dialister massiliensis,513,247,0,264,0,0,0,0
Selenomonas sp. oral taxon 126,118,121,273,95,57,127,256,119
Selenomonas sp. oral taxon 920,75,90,199,98,55,105,169,104
Selenomonas sp. oral taxon 478,93,93,18,51,0,0,0,0
Selenomonas sp. oral taxon 136,69,75,62,79,66,61,39,76
Selenomonas ruminantium,352,395,564,319,173,268,458,253
Selenomonas sputigena,147,124,50,101,39,25,11,0
Megamonas funiformis,216,173,230,159,67,95,173,115
Megamonas hypermegale,200,183,73,135,49,47,28,68
Pectinatus frisingensis,131,148,51,100,0,0,0,0
Pelosinus sp. UFO1,148,143,214,121,37,89,163,72
Pelosinus fermentans,88,92,34,74,0,0,0,0
Sporomusa termitida,109,87,60,99,84,49,31,51
Methylomusa anaerophila,69,100,160,77,33,81,146,67
Finegoldia magna,45753,9727,3726,13887,33,34,18,28
Peptoniphilus harei,464,165,55,191,56,52,30,72
Peptoniphilus sp. ING2-D1G,144,159,233,162,101,146,202,158
Peptoniphilus ivorii,69,91,213,112,83,106,202,131
Anaerococcus mediterraneensis,294,143,243,147,51,98,190,93
Anaerococcus prevotii,226,131,47,108,35,24,15,35
Parvimonas micra,139,115,51,80,0,0,0,0
Murdochiella vaginalis,99,100,52,106,57,45,36,51
Tissierellia sp. JN-28,177,164,64,124,73,57,34,65
Schnuerera ultunensis,125,121,71,110,66,43,34,66
Gudongella oleilytica,107,128,33,86,57,33,23,48
Gottschalkia acidurici,141,108,51,93,24,16,0,16
Ezakiella massiliensis,471,160,65,179,0,0,0,0
Faecalitalea cylindroides,6180,7042,2720,4945,248,343,332,409
[Clostridium] innocuum,3675,4654,1842,3442,349,411,254,517
Thomasclavelia ramosa,718,389,308,423,59,119,193,109
Longibaculum sp. KGMB06250,2573,3196,1501,2811,1311,1634,1120,2036
Intestinibaculum porci,1961,1132,576,1148,78,134,196,139
Amedibacterium intestinale,1524,1577,716,1278,184,242,255,283
Erysipelotrichaceae bacterium GAM147,941,806,311,653,30,34,23,31
Erysipelothrix sp. HDW6A,95,85,32,49,0,0,0,0
Erysipelothrix sp. HDW6B,80,32,21,56,27,28,13,39
Erysipelothrix sp. HDW6C,75,58,27,60,0,0,0,0
Erysipelothrix rhusiopathiae,216,135,55,137,16,0,0,0
Erysipelothrix larvae,96,95,34,63,0,0,0,0
Erysipelothrix piscisicarius,96,109,35,75,59,37,23,58
Faecalibaculum rodentium,265,271,101,243,119,76,60,72
Turicibacter sp. H121,129,160,63,127,0,0,0,0
Turicibacter sanguinis,105,79,28,63,0,0,0,0
Ndongobacter massiliensis,103,88,37,77,31,25,0,31
endosymbiont 'TC1' of Trimyema compressum,56,67,177,60,37,79,151,68
Limnochorda pilosa,41,54,35,43,39,42,37,48
Bifidobacterium longum,70907,213320,82927,132212,244,158,93,105
Bifidobacterium bifidum,61809,43229,16639,26559,144,89,63,53
Bifidobacterium adolescentis,59446,109810,120262,194032,605191,425816,283194,255593
Bifidobacterium pseudocatenulatum,64949,38392,14744,23966,32,19,0,14
Bifidobacterium angulatum,57286,13786,5506,19814,247,250,270,164
Bifidobacterium animalis,55154,10103,3920,14515,0,0,0,0
Bifidobacterium catenulatum,57458,18187,6945,26189,215,125,111,74
Bifidobacterium breve,313,362,168,281,173,117,86,71
Bifidobacterium dentium,88,75,28,61,35,21,14,15
Bifidobacterium scardovii,54,29,12,29,0,0,0,0
Bifidobacterium thermophilum,51,84,346,98,52,174,307,141
Bifidobacterium pseudolongum,41,34,17,40,37,24,16,23
Bifidobacterium asteroides,29,24,19,39,33,50,46,65
Bifidobacterium pullorum subsp. gallinarum,22,37,10,25,0,0,0,0
Bifidobacterium choerinum,16,11,0,16,0,0,0,0
Bifidobacterium actinocoloniiforme,12,0,0,0,0,0,0,0
Gardnerella vaginalis,96,89,39,74,31,31,20,34
Scardovia inopinata,27,32,14,19,0,0,0,0
Mycolicibacterium aurum,39,30,14,33,0,0,0,0
Mycolicibacterium gilvum,81,53,18,56,36,17,13,18
Mycolicibacterium litorale,38,24,0,20,0,0,0,0
Mycolicibacterium helvum,26,35,35,55,105,108,84,114
Mycolicibacterium moriokaense,26,0,0,12,0,0,0,0
Mycolicibacterium smegmatis,28,12,0,0,0,0,0,0
Mycolicibacterium arabiense,21,25,0,20,22,19,20,12
Mycolicibacterium frederiksbergense,32,60,0,32,0,0,0,0
Mycolicibacterium confluentis,19,28,116,44,65,69,114,66
Mycolicibacterium aubagnense,22,17,0,15,0,0,0,0
Mycolicibacterium boenickei,22,0,0,0,0,0,0,0
Mycolicibacterium pulveris,18,12,11,13,38,33,20,12
Mycolicibacterium mageritense,20,18,0,0,0,0,0,0
Mycolicibacterium sediminis,17,0,0,0,0,0,0,0
Mycolicibacterium goodii,18,0,0,0,0,0,0,0
Mycolicibacterium aichiense,20,22,0,17,0,0,0,0
Mycolicibacterium alvei,21,0,0,0,0,0,0,0
Mycolicibacterium phlei,17,0,0,0,0,0,0,0
Mycolicibacterium fortuitum,16,20,246,38,34,97,226,113
Mycolicibacterium chitae,15,11,0,0,0,0,0,0
Mycolicibacterium duvalii,15,0,0,0,0,0,0,0
Mycolicibacterium insubricum,16,17,0,22,0,0,0,0
Mycolicibacterium celeriflavum,14,0,0,0,0,0,0,0
Mycolicibacterium rhodesiae,15,20,34,38,102,87,60,62
Mycolicibacterium vanbaalenii,17,36,33,33,90,70,44,48
