"TaxonomyID","read_count"
435590,2309501.53945284
411479,2103158.66694674
537011,1026558.151
515619,1007573.9043318
411903,708995.933333333
367928,604666.228333333
411483,84033.8000099395
999419,8163
295405,9809.03613906655
246787,2152.10789902631
1002367,1912.7
40520,1713.3
NA,1107.4
435591,3938.6333662465
1123313,1291.4
411474,1001
536231,4020.99764705882
36847,892.2
3158780,580.9
1211819,539.3
585394,642.894117647059
796942,461.1
1550024,394.9
511680,395.214285714286
NA,355.9
1650661,369.1
431947,279.4
649756,274.990756302521
537007,484.7
997884,175.9
1121129,148
1852362,125.3
478749,110.2
566550,108.466666666667
NA,51.6
947969,66
1796620,62.4
44008,54.2
1349822,46
1903263,45.9
1125702,42.7
NA,35.1
679935,31
1871021,68.8357142857143
NA,26.8
1050201,40.2
NA,27.2
663278,18.3
290054,21
1035196,16.3
796943,16.2
411471,11.1
1033732,13.9
1841865,11.2
301302,9
NA,6
NA,6.1
667015,6
1203606,6
1720313,6.1
1841868,5
869209,4
NA,7.7
411463,4.3
264731,4
759913,3
742740,3.4
518635,2.9
767031,2.5
290052,3
484018,3
742733,3.1
2897707,3
873513,1
NA,2.1
NA,2
518636,2
NA,2.2
1336236,1
1121865,1.3
411468,1.2
35760,1.8
927658,1
322095,1
474960,1
1118060,1
1903261,1
