"TaxonomyID","read_count"
28116,360048.734583333
226186,399431.073410205
435590,262589.62886827
40520,191689.045454545
246787,223780.103409091
411479,205909.910188486
295405,319364.276824404
536231,315323.725
1121101,136633.15
266264,127581.5
709991,123932.93125
449673,136394.0625
47678,169700.557654753
1550024,174669.926315789
411469,120641.825
411461,117582.025
515619,172635.018181818
537011,100786.5
435591,131291.056267599
717959,107253.92
300267,92563.8
762982,94301.2
585394,115202.343181818
411462,167226.326315789
411474,84715.1
445973,84619.6181818182
679935,92823.44
292800,83019.6708133972
1384484,80624.4
515620,80111.7
762966,79872
657308,78455
479437,77888.9
471875,74422.9
1122981,71734.8
411903,70677.2
349741,70178
868129,68448.5
333849,68665.4181818182
411460,67422.2263157895
367928,66710.3
511680,67633.0363636364
1501391,64989.4
649756,63748.7
568816,63395.5
760570,61760.6
479436,60318.8
1069534,58403.3
1384063,58252.6363636364
702459,57683.9
411463,57890.0909090909
518635,57539.3
206672,53440.6263157895
1458465,54275.1
626939,54107
592028,53594.1
1051074,46364.8
1282887,45528.8
518637,45481.7
679190,41333.2708333333
1304,38566.9
901,26215
NA,22806.1
NA,20465.8
999419,19494.1
198214,17029.9
411483,15460.7263157895
334413,8796
NA,8008.5
NA,6867.5
537007,7106.2
NA,6685
NA,6440.5
NA,6119.3
99287,3935.4
68895,3641
NA,2947.3
97081,2369.9
NA,2759.2
564886,2620.1
NA,2504.9
NA,2124
1236513,2080
445972,2142.7
39482,1850.3
NA,1850
518634,1795.6
NA,1788
566550,1676
NA,1734
NA,1727
888743,1783
NA,1605
NA,1562.7
1852370,1429.6
NA,1517
1445607,1361.8
1917878,1437.8
NA,1339
NA,1311
1427517,1302.8
NA,1273
NA,1266
1841865,1094
1745713,1292.8
NA,1172
299766,1321.5
NA,1150
NA,1139
NA,1121
NA,1097
NA,1080
NA,1069
1447715,1056.6
1121323,976.2
NA,1042.8
1150423,1035.2
272563,800.9
626937,1001.7
NA,983
NA,982
NA,972.6
NA,968
39480,916.1
NA,952.6
NA,946
NA,944
547042,1208.3
NA,935.2
NA,928
1218112,905.5
214092,908.1
NA,989.3
1650661,995.8
411467,893.6
NA,845.7
1547597,841.7
NA,809
NA,793.3
1437610,798.7
NA,790.3
NA,786
NA,772
585502,771.4
NA,730
NA,719
NA,708
NA,704
NA,701.8
NA,700
1033732,690.6
NA,653
NA,638.7
NA,635.5
NA,630.7
1410657,670.5
NA,586
1122988,665.8
NA,568
1907654,563.9
379893,795.5
NA,540
1121094,542.6
226185,538.8
938289,534.2
997894,512.9
NA,516
NA,508.9
NA,513
NA,510
911023,782.5
NA,487
667015,537.7
938293,437.3
NA,463
28141,661.4
NA,457.4
196242,471.4
NA,453
1408437,456.2
NA,456.7
NA,446
927665,447.6
1815968,435.4
1653435,444.3
NA,415
NA,404
1122949,351.7
NA,401
NA,399
862517,349
742743,399.5
565655,392.5
701347,380.8
428127,360.8
NA,369
NA,367
NA,364
NA,354
742817,339.8
1349822,330
1147152,317
1723382,367
1590550,328.7
