"TaxonomyID","read_count"
435590,979036.218026316
537011,894889.102631579
411479,876085.023492496
515619,527051.911363636
411903,209353.2
367928,198169.2
28116,292674.791839495
449673,191503.0225
1150298,163854
226186,189609.745994926
300267,129023.3
40520,129852.059090909
411462,116812.977272727
349741,112271
411469,203058.8
435591,134744.44841729
206672,108710.975
47678,118451.62549081
515620,132889
649756,100530.334090909
246787,110608.979696637
411474,84237.4590909091
411460,93057.1143416928
585394,87963.6931818182
295405,102088.912635756
536231,91924.1893416928
411461,65846.4
1550024,74191.475
511680,61914.5590909091
679935,56089.5714285714
709991,51329.3
411483,50854.8590909091
717959,45604.4
1384063,65464.4181818182
1501391,42857.5
1051074,37537.3
266264,36954.3
1121101,37210.8071428571
292800,36506.3177858439
1384484,35057.1
471875,30339.1620689655
518637,29081.9
762966,28644.9
1304,27918.7
626939,27641.3789473684
762982,25161.1
702459,24602.3
445973,23268.2
198214,25379.7
411463,23105.8
NA,23063.6
518635,19636.4
1069534,19255.1
NA,18654.6
568816,18132.9789473684
479437,16593.6
760570,16021.3
999419,15155.1
657308,15234.7
1122981,15137.8
679190,29132.6888157895
333849,14436.9
479436,11302.2
1458465,10383.8
901,7667
NA,7624.3
NA,6438.3
NA,6055.4
NA,6058.2
NA,5803
564886,4765.4
537007,4723.2
99287,3876.2
334413,2660
NA,2711.5
97081,2115.2
518634,1856.7
1871021,1369.6
1160721,1018.1
NA,1396
1147146,1331.6
888743,1204.1
NA,1137.3
1033731,1173.4
1445607,1097.8
68895,1091.1
880526,783.2
NA,1002.8
NA,969.2
1776384,1005.3
NA,888
445972,882.4
NA,857.8
NA,849
566550,844.8
NA,773.7
196242,836.3
1427517,770
NA,757.1
742740,1019.4
NA,705
39482,651.2
NA,642.6
1236518,733.7
1852370,586.4
NA,613
NA,609
NA,600
796942,552.2
NA,593.1
NA,583
82633,503.4
938289,578.6
NA,567
NA,555
214092,554.5
NA,542
NA,527
1150423,521.5
NA,521
411467,506.4
NA,508
NA,447.5
1236517,447.6
1147152,485.8
NA,489.5
1033732,491.3
NA,474
NA,467
1211819,451.6
547042,467.2
1035839,469.6
1437610,436.5
1121094,450.9
NA,445.1
1841865,413.2
NA,428.9
1122988,431
1547597,444.7
NA,427
NA,422
1410657,415.1
NA,418
NA,418
1158614,403.8
28141,606.2
1650661,400.9
1121114,445.4
NA,378.1
626937,360.3
701347,333.4
NA,371
NA,357
1567486,354
NA,349
NA,348
NA,341
NA,337
NA,333.9
NA,333
997894,365.8
NA,331
NA,325
NA,315
NA,309.3
NA,304
1447715,295.5
NA,301
1408437,299
1745713,348.8
NA,272.6
NA,288.8
NA,288
585502,279
NA,278
NA,274
563769,373
927665,251.1
NA,250.4
1815968,240.9
NA,242
NA,242
NA,237
NA,235
428127,238.9
NA,189.1
NA,231.5
742817,241.6
1121333,236.2
NA,228.3
NA,224
742743,218.3
NA,213
3158780,213.2
NA,209
1006000,189.5
NA,208.9
476272,203
NA,202
1720313,374.7
NA,193
1437608,287.6
1437607,190.3
NA,188
NA,188
272563,183.8
NA,184
1236509,146.3
NA,182
1653435,181.4
NA,181
NA,180.2
NA,196.3
1650663,188.8
1907654,175
36847,175.5
NA,166
1590550,164.2
1349822,158.3
NA,152.1
1121950,150.1
NA,150
NA,148
880074,147.3
938293,141.3
NA,143
667015,147.3
411471,140.3
1841857,176.2
1410668,134
NA,135
2585118,135.3
NA,134
NA,131
1150461,133.3
1044999,131.8
762211,245.5
679200,143.8
NA,90.4
796334,121.2
431947,173.3
82983,124.3
NA,117
1242245,114.9
478749,118.8
NA,114
1218112,150.1
NA,113
1841868,102.6
565655,108.9
61647,128.4
1034345,164.5
411473,127
365659,106.6
NA,106.9
1660368,115.4
NA,94.5
NA,105
NA,104
226185,98.7
411468,92.8
NA,101
NA,98
NA,97
NA,94.5
NA,94.2
1236498,96.9
411490,95.1
1118056,94
518636,101.9
NA,92.1
1134435,92
1477437,90.9
1122973,90
NA,79.7
911023,82.1
1122155,144.5
NA,84.5
334735,82.6
1944646,104.3
414970,97.9
NA,81.5
NA,81
299766,84.6
NA,79.9
NA,77
NA,77
883114,68.1
NA,74
NA,73
NA,73
1871030,70.7
1796646,73.7
290052,71.4
NA,71.9
1147153,70.6
1410674,68.2
1776391,63.2
1903263,63.9
NA,68
NA,65.7
NA,66
NA,65
NA,65
553178,62.2
553175,63.2
592026,72.6
NA,63.5
742733,61.7
NA,61
1871002,46
NA,58
NA,58
NA,57.4
1221996,39.9
NA,56
1432052,56.1
768486,53.5
525254,58.8
NA,55.8
NA,65.5
1120979,54
1118062,46
1121296,49.2
1302863,31.5
39480,45.5
78344,50.7
NA,51
1423740,46.4
883112,51.5
NA,50
1121321,48.7
44008,54
1215103,30.9
NA,48
NA,48.2
1297617,47.7
1121925,59.2
379893,47.6
1505,46
NA,45
1203606,47.2
194948,42.9
908937,42.5
1300165,53.4
1235834,33.3
1871035,46.4
NA,43
NA,42
1354252,43.1
NA,37.9
NA,41
875454,39.3
1035196,39.7
NA,37
NA,37
1769291,37
1147143,37.3
NA,62.7
NA,36.3
NA,36
1122228,36
1076550,40.3
432201,42.2
NA,33
NA,35
NA,50.8
525255,38.2
NA,34
NA,34
NA,34.2
604330,32.9
667120,34.4
1871022,33.3
1211813,33.1
NA,32
NA,31.8
556268,89.4
1121129,31.5
1852362,31
344612,31
1051631,31
525919,48
626522,30.4
NA,30
NA,30
105219,29.9
1122983,28.2
1123313,33.3
NA,29
NA,29
NA,20.2
679199,22.3
1258574,28
742818,27.4
936054,28.8
698758,27.5
29524,26.8
1870997,27.9
1423814,26
35760,25.7
1042417,26
398578,26.6
NA,26
NA,26
NA,25.9
NA,25
NA,25
NA,31.8
NA,24.9
NA,24.8
NA,25
1297750,23.4
NA,19.9
966,32.6
1121331,26.6
480813,22.2
1691903,26.5
1234679,24.6
77635,23
NA,23
NA,15.8
568814,22.2
NA,22
290054,22
NA,22.1
1796620,22.2
1236520,21
997353,21.1
NA,21
1158607,22.1
208224,22.9
NA,20.3
947969,21
1870991,22.2
573058,15.2
680646,11.5
1122978,20
NA,18.6
NA,20
NA,20
NA,20
596154,20.3
1236516,17.1
1437609,18
1034346,25.6
1416032,21
NA,19
1158601,27.6
1082705,20.1
1122979,18.5
1384589,18.8
1870984,15.3
NA,18.9
1122142,18
258723,34.7
NA,17.6
1712031,18
1776392,16.5
1807766,18
1917880,19
1392005,16.8
NA,17
322095,17
1649240,17
431943,19
NA,27.3
39950,14.7
NA,41.6
NA,16
NA,16
NA,16.2
NA,16.2
1673724,15.1
NA,15
NA,15
NA,15
NA,15
NA,15
755172,13.5
NA,11.3
2905959,16.1
1150869,15.3
NA,14
NA,12.1
1122986,57.8
1121866,13.9
702745,17.5
10730,14.9
1291050,17.3
1688,17.7
1732,13.6
1122949,14.3
NA,14.8
1408428,13
NA,13
NA,13
NA,13
626369,10.4
158822,13.1
574650,8.7
1129897,13
1655645,13
160490,13.6
NA,11.7
1693,8.8
428126,11.4
1123323,13.4
NA,12
NA,12
NA,12
NA,12
356829,12
796943,12
NA,11
888064,10.5
NA,10.5
NA,11
1348253,11
NA,10.1
1723382,9.6
591001,32.5
NA,10
NA,10
NA,18.8
NA,10
525263,10.1
467210,10.1
2681617,10.2
203120,8.2
1280692,9.7
220668,12.2
1122993,9.1
NA,8.5
NA,9.4
NA,9
NA,9
NA,9
406547,9.7
441769,26.7
592050,8.9
1162717,10.4
1720204,9
1776382,7.4
1147156,11.6
1122985,10.5
NA,9.3
590409,7.8
NA,8
690567,8
862517,8.8
432200,8.3
1246,19.8
171101,8.8
NA,7.4
