"Superkingdom","Phylum","Class","Order","Family","Genus","Species","Name","ti","Healthy_stool_10_1_noerr","Healthy_stool_10_10_noerr","Healthy_stool_10_100_noerr","Healthy_stool_10_50_noerr","Healthy_stool_100_1_noerr","Healthy_stool_100_10_noerr","Healthy_stool_100_100_noerr","Healthy_stool_100_50_noerr"
NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus soli (ex Cha et al. 2016)","'Deinococcus soli' Cha et al. 2014",1,403,438,389,452,274,223,243,271
NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Salisediminibacterium","Salisediminibacterium selenitireducens","Salisediminibacterium selenitireducens",2,382,360,323,396,432,471,366,390
NA,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Brevibacterium flavum","[Brevibacterium] flavum",3,424,322,254,425,397,190,145,217
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium cellulolyticum","Ruminiclostridium cellulolyticum",4,482,610,731,744,573,1047,1015,903
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","f_Oscillospiraceae","Clostridium cellulosi","[Clostridium] cellulosi",5,1612,2207,2071,2646,1008,1039,690,1358
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","Acetivibrio clariflavus","Acetivibrio clariflavus",6,486,524,519,568,598,865,793,750
NA,"Bacillota","Clostridia","Lachnospirales","Anaerotignaceae","Anaerotignum","Anaerotignum propionicum","Anaerotignum propionicum",7,594,817,814,989,747,1459,1158,1247
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lacrimispora","Lacrimispora saccharolytica","Lacrimispora saccharolytica",8,1128,1394,1113,1644,4332,9996,7191,6896
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Thermoclostridium","Thermoclostridium stercorarium","Thermoclostridium stercorarium",9,364,471,413,564,360,687,605,622
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella aerogenes","Klebsiella aerogenes",10,385,463,421,490,761,1638,3909,2197
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira eligens","Lachnospira eligens",11,3136,4377,4332,4611,67299,172228,98384,108259
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter rectalis","Agathobacter rectalis",12,508585,764454,1011953,471168,240245,253537,133916,386893
NA,"Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","f_Anaerovoracaceae","Eubacterium sulci","[Eubacterium] sulci",13,319,323,371,369,476,807,667,628
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus ducreyi","[Haemophilus] ducreyi",14,144,105,82,141,156,87,131,116
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Glaesserella","Glaesserella parasuis","Glaesserella parasuis",15,270,189,183,204,300,312,258,295
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Basfia","Mannheimia succiniciproducens","[Mannheimia] succiniciproducens",16,91,114,130,132,77,173,167,146
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Caldimonas","Caldimonas brevitalea","[Polyangium] brachysporum",17,245,306,332,298,151,191,254,252
NA,"Peploviricota","Herviviricetes","Herpesvirales","Malacoherpesviridae","Aurivirus","Aurivirus haliotidmalaco1","Abalone herpesvirus Victoria/AUS/2009",18,NA,NA,NA,NA,1,2,4,2
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","Abalone shriveling syndrome-associated virus","Abalone shriveling syndrome-associated virus",19,NA,NA,NA,NA,3,4,5,2
NA,"Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Mimivirus","Mimivirus bradfordmassiliense","Acanthamoeba polyphaga mimivirus",20,NA,NA,NA,NA,11,37,28,23
NA,"Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Moumouvirus","Moumouvirus moumou","Acanthamoeba polyphaga moumouvirus",21,58,47,42,48,59,31,22,26
NA,"Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Chlorovirus","Chlorovirus heliozoae","Acanthocystis turfacea Chlorella virus 1",22,3,3,2,6,6,2,5,2
NA,"Cyanobacteriota","Cyanophyceae","Acaryochloridales","Acaryochloridaceae","Acaryochloris","g_Acaryochloris","Acaryochloris",23,NA,NA,NA,NA,NA,NA,NA,1
NA,"Cyanobacteriota","Cyanophyceae","Acaryochloridales","Acaryochloridaceae","Acaryochloris","Acaryochloris marina","Acaryochloris marina",24,229,193,112,172,232,119,140,124
NA,"Bacillota","Clostridia","Peptostreptococcales","Filifactoraceae","Acetoanaerobium","Acetoanaerobium sticklandii","Acetoanaerobium sticklandii",25,80,97,119,122,265,632,786,496
NA,"Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","g_Acetobacter","Acetobacter",26,NA,2,1,2,NA,NA,NA,1
NA,"Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter pasteurianus","Acetobacter pasteurianus",27,611,543,426,600,634,342,280,374
NA,"Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter senegalensis","Acetobacter senegalensis",28,216,218,161,204,191,145,143,151
NA,"Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter oryzifermentans","Acetobacter sp. SLV-7",29,135,199,176,184,116,133,103,122
NA,"Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","f_Acetobacteraceae","f_Acetobacteraceae","Acetobacteraceae",30,15,15,8,13,5,2,4,4
NA,"Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Acetobacterium","Acetobacterium woodii","Acetobacterium woodii",31,130,113,122,104,312,619,556,474
NA,"Bacillota","Clostridia","Halanaerobiales","Halobacteroidaceae","Acetohalobium","Acetohalobium arabaticum","Acetohalobium arabaticum",32,28,33,46,45,160,362,338,244
NA,"Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma brassicae","Acholeplasma brassicae",33,35,42,53,63,82,177,164,124
NA,"Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma laidlawii","Acholeplasma laidlawii",34,160,105,71,105,218,184,244,153
NA,"Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma oculi","Acholeplasma oculi",35,131,83,62,85,224,207,238,170
NA,"Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma palmae","Acholeplasma palmae",36,84,109,100,142,147,234,312,232
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","g_Achromobacter","Achromobacter",37,14,14,12,26,11,25,36,19
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter denitrificans","Achromobacter denitrificans",38,415,545,608,563,292,305,450,422
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Schitoviridae","Jwalphavirus","Jwalphavirus jwalpha","Achromobacter phage JWAlpha",39,NA,NA,NA,NA,2,8,1,1
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","Steinhofvirus","Steinhofvirus JWX","Achromobacter phage JWX",40,NA,NA,NA,NA,NA,1,NA,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Schitoviridae","Dongdastvirus","Dongdastvirus Axp3","Achromobacter phage phiAxp-3",41,NA,NA,NA,NA,1,NA,NA,NA
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter xylosoxidans","Achromobacter xylosoxidans",42,1640,1868,1935,1929,1128,936,1612,1427
NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","f_Acidaminococcaceae","f_Acidaminococcaceae","Acidaminococcaceae",43,NA,NA,NA,NA,NA,NA,NA,1
NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","g_Acidaminococcus","Acidaminococcus",44,NA,NA,2,2,2,2,NA,NA
NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus fermentans","Acidaminococcus fermentans",45,783,1052,898,1184,703,1155,1589,1220
NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus intestini","Acidaminococcus intestini",46,343,462,436,530,5354,13599,65217,19095
NA,"Taleaviricota","Tokiviricetes","Ligamenvirales","Lipothrixviridae","Deltalipothrixvirus","Deltalipothrixvirus pozzuoliense","Deltalipothrixvirus pozzuoliense",47,1,7,6,2,2,NA,NA,4
NA,"Taleaviricota","Tokiviricetes","Ligamenvirales","Lipothrixviridae","Betalipothrixvirus","Betalipothrixvirus puteoliense","Acidianus filamentous virus 8",48,NA,NA,NA,NA,2,4,1,3
NA,"Thermoproteota","Thermoprotei","Sulfolobales","Sulfolobaceae","Acidianus","Acidianus hospitalis","Acidianus hospitalis",49,73,50,33,56,82,29,42,36
NA,"Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae","Hoswirudivirus","Hoswirudivirus pozzuoliense","Acidianus rod-shaped virus 2",50,NA,NA,NA,NA,1,2,2,1
NA,"Unknown","Unknown","Unknown","Fuselloviridae","Betafusellovirus","Betafusellovirus yellowstonense","Acidianus spindle-shaped virus 1",51,NA,NA,NA,NA,NA,1,4,3
NA,"Unknown","Unknown","Unknown","Bicaudaviridae","f_Bicaudaviridae","Acidianus tailed spindle virus","Acidianus tailed spindle virus",52,NA,NA,NA,NA,NA,NA,1,NA
NA,"Unknown","Unknown","Unknown","Bicaudaviridae","Bicaudavirus","Bicaudavirus pozzuoliense","Bicaudavirus pozzuoliense",53,NA,NA,NA,NA,NA,NA,4,NA
NA,"Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Acidihalobacter","g_Acidihalobacter","Acidihalobacter",54,NA,NA,NA,NA,NA,NA,NA,1
NA,"Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Acidihalobacter","Acidihalobacter prosperus","Acidihalobacter prosperus",55,275,229,185,238,194,151,145,158
NA,"Thermoproteota","Thermoprotei","Acidilobales","Acidilobaceae","Acidilobus","Acidilobus saccharovorans","Acidilobus saccharovorans",56,53,51,56,80,23,27,16,38
NA,"Actinomycetota","Acidimicrobiia","Acidimicrobiales","o_Acidimicrobiales","o_Acidimicrobiales","o_Acidimicrobiales","Acidimicrobiales",57,NA,NA,NA,NA,NA,NA,1,NA
NA,"Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidimicrobium","g_Acidimicrobium","Acidimicrobium",58,NA,NA,1,NA,1,NA,NA,NA
NA,"Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidimicrobium","Acidimicrobium ferrooxidans","Acidimicrobium ferrooxidans",59,56,80,113,59,26,31,55,61
NA,"Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acidocellaceae","Acidiphilium","g_Acidiphilium","Acidiphilium",60,NA,NA,1,2,NA,2,NA,4
NA,"Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acidocellaceae","Acidiphilium","Acidiphilium cryptum","Acidiphilium cryptum",61,157,149,191,133,136,119,166,160
NA,"Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acidocellaceae","Acidiphilium","Acidiphilium multivorum","Acidiphilium multivorum",62,165,170,216,169,147,137,173,167
NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium","g_Acidipropionibacterium","Acidipropionibacterium",63,2,1,NA,1,NA,1,1,1
NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium","Acidipropionibacterium acidipropionici","Acidipropionibacterium acidipropionici",64,468,584,637,530,266,254,266,348
NA,"Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","f_Acidithiobacillaceae","f_Acidithiobacillaceae","Acidithiobacillaceae",65,NA,NA,NA,NA,NA,1,2,NA
NA,"Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus","g_Acidithiobacillus","Acidithiobacillus",66,6,7,7,20,2,1,NA,2
NA,"Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus","Acidithiobacillus caldus","Acidithiobacillus caldus",67,178,189,145,198,170,108,110,131
NA,"Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus","Acidithiobacillus ferrivorans","Acidithiobacillus ferrivorans",68,184,193,216,206,106,137,146,167
NA,"Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus","Acidithiobacillus ferrooxidans","Acidithiobacillus ferrooxidans",69,232,283,273,271,131,111,98,153
NA,"Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","f_Acidobacteriaceae","f_Acidobacteriaceae","Acidobacteriaceae",70,2,1,2,1,1,1,3,2
NA,"Acidobacteriota","Terriglobia","Terriglobales","o_Terriglobales","o_Terriglobales","o_Terriglobales","Terriglobales",71,NA,NA,NA,NA,1,NA,NA,1
NA,"Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Acidobacterium","g_Acidobacterium","Acidobacterium",72,1,1,4,2,2,NA,NA,NA
NA,"Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Acidobacterium","Acidobacterium capsulatum","Acidobacterium capsulatum",73,362,376,421,386,239,219,211,270
NA,"Actinomycetota","Actinomycetes","Acidothermales","Acidothermaceae","f_Acidothermaceae","f_Acidothermaceae","Acidothermaceae",74,1,2,NA,NA,NA,NA,NA,NA
NA,"Actinomycetota","Actinomycetes","Acidothermales","Acidothermaceae","Acidothermus","g_Acidothermus","Acidothermus",75,NA,2,1,1,NA,1,NA,2
NA,"Actinomycetota","Actinomycetes","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","Acidothermus cellulolyticus",76,88,138,143,113,57,61,70,87
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","g_Acidovorax","Acidovorax",77,1,12,8,6,NA,12,6,6
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax avenae","Paracidovorax avenae",78,503,572,621,576,372,259,295,407
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax citrulli","Paracidovorax citrulli",79,361,515,571,555,200,223,331,364
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Diaphorobacter","Acidovorax ebreus","[Acidovorax] ebreus",80,372,532,581,491,288,368,620,510
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp. JS42","Acidovorax sp. JS42",81,416,567,573,521,290,344,781,507
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp. KKS102","Acidovorax sp. KKS102",82,638,723,599,807,520,348,453,499
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp. RAC01","Acidovorax sp. RAC01",83,518,618,612,661,399,276,399,436
NA,"Thermoplasmatota","p_Thermoplasmatota","p_Thermoplasmatota","p_Thermoplasmatota","Candidatus Aciduliprofundum","Candidatus Aciduliprofundum boonei","Candidatus Aciduliprofundum boonei",84,8,12,17,16,22,41,44,30
NA,"Thermoplasmatota","p_Thermoplasmatota","p_Thermoplasmatota","p_Thermoplasmatota","Candidatus Aciduliprofundum","Aciduliprofundum sp. MAR08-339","Aciduliprofundum sp. MAR08-339",85,4,5,3,10,8,11,19,17
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","g_Acinetobacter","Acinetobacter",86,NA,1,1,2,8,43,107,46
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii","Acinetobacter baumannii",87,475,390,328,408,584,748,1214,842
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter equi","Acinetobacter equi",88,110,118,121,128,130,160,203,166
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter johnsonii","Acinetobacter johnsonii",89,176,114,99,158,181,188,272,213
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter nosocomialis","Acinetobacter nosocomialis",90,10,12,9,4,58,126,159,103
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter oleivorans","Acinetobacter oleivorans",91,39,85,49,87,71,136,157,123
NA,"Uroviricota","Caudoviricetes","Pantevenvirales","Straboviridae","f_Straboviridae","Acinetobacter phage Ac42","Acinetobacter phage Ac42",92,NA,NA,NA,NA,NA,1,1,1
NA,"Uroviricota","Caudoviricetes","Pantevenvirales","Straboviridae","Lasallevirus","Lasallevirus Acj61","Acinetobacter phage Acj61",93,83,30,15,41,61,6,4,11
NA,"Uroviricota","Caudoviricetes","Pantevenvirales","Straboviridae","Acajnonavirus","Acajnonavirus acj9","Acinetobacter phage Acj9",94,NA,NA,NA,NA,NA,2,1,NA
NA,"Uroviricota","Caudoviricetes","Autographivirales","Autoscriptoviridae","Friunavirus","Friunavirus AB1","Acinetobacter phage phiAB1",95,NA,NA,NA,NA,2,NA,1,1
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","Acinetobacter phage phiAC-1","Acinetobacter phage phiAC-1",96,NA,NA,NA,NA,NA,1,NA,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Schitoviridae","Presleyvirus","Presleyvirus presley","Acinetobacter phage Presley",97,NA,NA,NA,NA,NA,1,3,1
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","Saclayvirus","Acinetobacter phage vB_AbaM_Acibel004","Acinetobacter phage vB_AbaM_Acibel004",98,NA,NA,NA,NA,NA,1,3,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","Acinetobacter phage YMC13/03/R2096","Acinetobacter phage YMC13/03/R2096",99,2,NA,1,1,3,1,1,NA
NA,"Uroviricota","Caudoviricetes","Pantevenvirales","Straboviridae","Zedzedvirus","Zedzedvirus zz1","Acinetobacter phage ZZ1",100,NA,NA,NA,NA,1,NA,5,3
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter pittii","Acinetobacter pittii",101,108,121,135,147,173,356,437,359
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baylyi","Acinetobacter sp. ADP1",102,136,128,142,152,136,143,141,145
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter larvae","Acinetobacter sp. BRTC-1",103,81,64,61,74,95,93,114,95
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. NCu2D-2","Acinetobacter sp. NCu2D-2",104,20,31,38,25,66,102,120,86
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. TGL-Y2","Acinetobacter sp. TGL-Y2",105,234,129,106,174,261,144,101,126
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. TTH0-4","Acinetobacter sp. TTH0-4",106,128,78,56,82,187,110,114,97
NA,"Uroviricota","Caudoviricetes","Pantevenvirales","Straboviridae","Centumtrigintavirus","Centumtrigintavirus cv133","Acinetobacter virus 133",107,NA,NA,NA,NA,NA,1,4,NA
NA,"Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","g_Actinoalloteichus","Actinoalloteichus",108,1,1,2,1,2,3,2,2
NA,"Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","Actinoalloteichus hymeniacidonis","Actinoalloteichus hymeniacidonis",109,209,256,284,207,137,123,153,173
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","g_Actinobacillus","Actinobacillus",110,NA,NA,NA,NA,2,13,29,12
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Actinobacillus equuli","Actinobacillus equuli",111,296,178,85,173,356,178,178,192
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Actinobacillus pleuropneumoniae","Actinobacillus pleuropneumoniae",112,450,286,184,298,441,243,235,223
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Actinobacillus succinogenes","Actinobacillus succinogenes",113,56,90,98,97,84,131,118,131
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Actinobacillus suis","Actinobacillus suis",114,87,101,94,130,116,166,161,153
NA,"Actinomycetota","Actinomycetes","c_Actinomycetes","c_Actinomycetes","c_Actinomycetes","c_Actinomycetes","Actinomycetota",115,NA,NA,NA,NA,1,NA,3,1
NA,"Actinomycetota","Actinomycetes","c_Actinomycetes","c_Actinomycetes","c_Actinomycetes","Actinobacteria bacterium IMCC26256","Actinobacteria bacterium IMCC26256",116,172,138,93,157,176,91,61,102
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","g_Actinomyces","Actinomyces",117,7,9,13,9,6,4,NA,3
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia meyeri","Actinomyces meyeri",118,264,254,264,227,209,132,143,161
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces oris","Actinomyces oris",119,209,349,343,335,136,153,185,220
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces radicidentis","Actinomyces radicidentis",120,311,494,616,398,177,235,256,306
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces sp. oral taxon 414","Actinomyces sp. oral taxon 414",121,376,510,526,514,195,244,272,345
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Boudabousia","Boudabousia tangfeifanii","Actinomyces sp. VUL4_3",122,130,185,139,168,112,68,89,97
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","f_Actinomycetaceae","f_Actinomycetaceae","Actinomycetaceae",123,2,3,NA,3,NA,1,3,1
NA,"Actinomycetota","Actinomycetes","Actinomycetales","o_Actinomycetales","o_Actinomycetales","o_Actinomycetales","Actinomycetales",124,1,NA,1,NA,NA,NA,NA,NA
NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinoplanes","g_Actinoplanes","Actinoplanes",125,1,3,1,1,2,6,6,6
NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes friuliensis","Actinoplanes friuliensis",126,425,562,631,499,303,316,341,420
NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes missouriensis","Actinoplanes missouriensis",127,455,611,720,501,322,278,258,351
NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes sp. N902-109","Actinoplanes sp. N902-109",128,544,702,751,679,395,348,382,477
NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes sp. SE50/110","Actinoplanes sp. SE50/110",129,443,560,536,527,279,243,321,362
NA,"Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Actinosynnema","g_Actinosynnema","Actinosynnema",130,NA,1,NA,1,NA,NA,NA,2
NA,"Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Actinosynnema","Actinosynnema mirum","Actinosynnema mirum",131,575,801,791,787,324,343,385,480
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinotignum","g_Actinotignum","Actinotignum",132,NA,NA,1,NA,NA,NA,NA,NA
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinotignum","Actinotignum schaalii","Actinotignum schaalii",133,136,195,220,188,83,115,119,160
NA,"Pisuviricota","Pisoniviricetes","Picornavirales","Dicistroviridae","Aparavirus","Aparavirus apisacutum","Acute bee paralysis virus",134,NA,NA,NA,NA,1,2,1,3
NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","g_Adlercreutzia","Adlercreutzia",135,NA,2,3,2,3,7,2,1
NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","Adlercreutzia equolifaciens","Adlercreutzia equolifaciens",136,2827,3945,5085,3304,10796,26025,84971,37795
NA,"Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Betaentomopoxvirus","Betaentomopoxvirus ahonmai","Adoxophyes honmai entomopoxvirus 'L'",137,63,45,11,31,71,12,7,14
NA,"Unknown","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","Alphabaculovirus adhonmai","Adoxophyes honmai nucleopolyhedrovirus",138,1,NA,1,2,NA,NA,NA,NA
NA,"Unknown","Naldaviricetes","Lefavirales","Baculoviridae","Betabaculovirus","Betabaculovirus adoranae","Adoxophyes orana granulovirus",139,NA,NA,NA,NA,NA,1,1,NA
NA,"Unknown","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","Adoxophyes orana nucleopolyhedrovirus","Adoxophyes orana nucleopolyhedrovirus",140,NA,NA,NA,NA,NA,2,NA,NA
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Advenella","Advenella kashmirensis","Advenella kashmirensis",141,178,288,268,289,135,167,160,185
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Advenella","Advenella mimigardefordensis","Advenella mimigardefordensis",142,126,152,145,145,102,129,141,146
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita sublithincola","Aequorivita sublithincola",143,201,144,112,186,264,209,230,214
NA,"Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus christensenii","Aerococcus christensenii",144,236,201,136,210,297,307,370,304
NA,"Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus sanguinicola","Aerococcus sanguinicola",145,79,82,94,125,94,121,159,112
NA,"Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus urinae","Aerococcus urinae",146,70,110,73,118,95,212,318,187
NA,"Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus urinaeequi","Aerococcus urinaeequi",147,247,138,125,189,267,204,266,203
