"Superkingdom","Phylum","Class","Order","Family","Genus","Species","Name","ti","Healthy_stool_10_1_noerr","Healthy_stool_10_10_noerr","Healthy_stool_10_100_noerr","Healthy_stool_10_50_noerr","Healthy_stool_100_1_noerr","Healthy_stool_100_10_noerr","Healthy_stool_100_100_noerr","Healthy_stool_100_50_noerr"
NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Denitrobacterium","Denitrobacterium detoxificans","Denitrobacterium detoxificans",1052,262,331,405,297,145,158,261,213
NA,"Deferribacterota","Deferribacteres","Deferribacterales","Geovibrionaceae","Denitrovibrio","Denitrovibrio acetiphilus","Denitrovibrio acetiphilus",1053,7,7,12,4,18,15,24,16
NA,"Actinomycetota","Actinomycetes","Micrococcales","Dermabacteraceae","Dermabacter","Dermabacter vaginalis","Dermabacter vaginalis",1054,17,9,27,12,11,14,5,17
NA,"Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","f_Dermacoccaceae","f_Dermacoccaceae","Dermacoccaceae",1055,NA,NA,NA,2,1,NA,NA,NA
NA,"Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Dermacoccus","Dermacoccus nishinomiyaensis","Dermacoccus nishinomiyaensis",1056,17,27,27,24,13,16,17,19
NA,"Thermodesulfobacteriota","Desulfarculia","Desulfarculales","Desulfarculaceae","f_Desulfarculaceae","f_Desulfarculaceae","Desulfarculaceae",1057,NA,1,NA,NA,NA,NA,NA,NA
NA,"Thermodesulfobacteriota","Desulfarculia","Desulfarculales","Desulfarculaceae","Desulfarculus","g_Desulfarculus","Desulfarculus",1058,NA,NA,2,NA,NA,NA,NA,NA
NA,"Thermodesulfobacteriota","Desulfarculia","Desulfarculales","Desulfarculaceae","Desulfarculus","Desulfarculus baarsii","Desulfarculus baarsii",1059,40,76,91,88,35,35,41,36
NA,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatibacillaceae","Desulfatibacillum","g_Desulfatibacillum","Desulfatibacillum",1060,NA,NA,NA,NA,NA,NA,NA,2
NA,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatibacillaceae","Desulfatibacillum","Desulfatibacillum alkenivorans","Desulfatibacillum alkenivorans",1061,28,32,50,36,19,30,21,26
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfitobacterium","g_Desulfitobacterium","Desulfitobacterium",1062,NA,NA,NA,1,NA,NA,NA,NA
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfitobacterium","Desulfitobacterium dehalogenans","Desulfitobacterium dehalogenans",1063,19,39,41,51,34,35,44,44
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfitobacterium","Desulfitobacterium dichloroeliminans","Desulfitobacterium dichloroeliminans",1064,23,36,23,51,26,44,80,64
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfitobacterium","Desulfitobacterium hafniense","Desulfitobacterium hafniense",1065,57,76,65,89,61,61,64,73
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfitobacterium","Desulfitobacterium metallireducens","Desulfitobacterium metallireducens",1066,19,20,26,24,24,36,29,27
NA,"Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca","Desulfobacca acetoxidans","Desulfobacca acetoxidans",1067,14,30,29,32,16,14,18,17
NA,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","f_Desulfobacteraceae","f_Desulfobacteraceae","Desulfobacteraceae",1068,NA,NA,NA,NA,NA,NA,NA,1
NA,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","o_Desulfobacterales","o_Desulfobacterales","o_Desulfobacterales","Desulfobacterales",1069,NA,1,NA,NA,NA,NA,NA,NA
NA,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulforapulum","Desulforapulum autotrophicum","Desulforapulum autotrophicum",1070,27,21,20,24,28,27,24,22
NA,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula","Desulfobacula toluolica","Desulfobacula toluolica",1071,2,10,7,12,12,25,24,30
NA,"Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","f_Desulfobulbaceae","f_Desulfobulbaceae","Desulfobulbaceae",1072,1,1,1,1,1,NA,NA,NA
NA,"Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","Desulfobulbus propionicus","Desulfobulbus propionicus",1073,64,67,45,70,48,52,38,52
NA,"Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa","Desulfocapsa sulfexigens","Desulfocapsa sulfexigens",1074,25,23,27,43,27,20,25,23
NA,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfococcus","Desulfococcus multivorans","Desulfococcus multivorans",1075,22,26,33,41,24,22,24,35
NA,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfosudaceae","Desulfosudis","Desulfosudis oleivorans","Desulfosudis oleivorans",1076,20,36,24,30,15,31,31,26
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfohalobiaceae","Desulfohalobium","g_Desulfohalobium","Desulfohalobium",1077,1,NA,NA,NA,1,NA,NA,NA
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfohalobiaceae","Desulfohalobium","Desulfohalobium retbaense","Desulfohalobium retbaense",1078,18,10,29,32,16,11,21,18
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","f_Desulfomicrobiaceae","f_Desulfomicrobiaceae","Desulfomicrobiaceae",1079,NA,NA,NA,NA,NA,1,NA,NA
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium","Desulfomicrobium baculatum","Desulfomicrobium baculatum",1080,47,50,67,49,43,32,50,59
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium","Desulfomicrobium orale","Desulfomicrobium orale",1081,27,33,50,42,18,36,46,41
NA,"Thermodesulfobacteriota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile","g_Desulfomonile","Desulfomonile",1082,NA,NA,NA,NA,NA,NA,NA,2
NA,"Thermodesulfobacteriota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile","Desulfomonile tiedjei","Desulfomonile tiedjei",1083,30,15,9,20,35,24,23,15
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfosporosinus","g_Desulfosporosinus","Desulfosporosinus",1084,NA,NA,NA,NA,NA,1,NA,NA
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfosporosinus","Desulfosporosinus acidiphilus","Desulfosporosinus acidiphilus",1085,20,13,14,16,28,39,40,38
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfosporosinus","Desulfosporosinus meridiei","Desulfosporosinus meridiei",1086,13,12,12,23,21,41,36,44
NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfosporosinus","Desulfosporosinus orientis","Desulfosporosinus orientis",1087,21,23,30,21,17,39,45,35
NA,"Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfotalea","Desulfotalea psychrophila","Desulfotalea psychrophila",1088,33,12,8,16,30,22,15,7
NA,"Bacillota","Clostridia","Eubacteriales","Desulfotomaculaceae","Desulfotomaculum","g_Desulfotomaculum","Desulfotomaculum",1089,NA,1,NA,NA,NA,1,NA,NA
NA,"Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Desulfofarcimen","Desulfofarcimen acetoxidans","Desulfofarcimen acetoxidans",1090,13,19,18,20,17,42,47,32
NA,"Bacillota","Clostridia","Eubacteriales","Desulfallaceae","Desulfoscipio","Desulfoscipio gibsoniae","Desulfoscipio gibsoniae",1091,66,58,50,65,73,43,48,58
NA,"Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Desulfofundulus","Desulfofundulus kuznetsovii","Desulfofundulus kuznetsovii",1092,33,58,50,58,19,33,19,35
NA,"Bacillota","Clostridia","Eubacteriales","Desulfotomaculaceae","Desulfotomaculum","Desulfotomaculum nigrificans","Desulfotomaculum nigrificans",1093,21,21,13,20,45,12,15,25
NA,"Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Desulforamulus","Desulforamulus reducens","Desulforamulus reducens",1094,22,26,17,30,32,27,30,37
NA,"Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Desulforamulus","Desulforamulus ruminis","Desulforamulus ruminis",1095,25,55,42,52,26,40,37,47
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","g_Desulfovibrio","Desulfovibrio",1096,1,3,NA,2,1,NA,2,3
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Pseudodesulfovibrio","Pseudodesulfovibrio aespoeensis","Pseudodesulfovibrio aespoeensis",1097,48,50,39,72,41,35,74,61
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfocurvibacter","Desulfocurvibacter africanus","Desulfocurvibacter africanus",1098,62,57,62,70,43,29,51,39
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Oleidesulfovibrio","Oleidesulfovibrio alaskensis","Oleidesulfovibrio alaskensis",1099,53,61,45,65,38,44,54,40
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio desulfuricans","Desulfovibrio desulfuricans",1100,71,89,82,95,52,100,295,141
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio fairfieldensis","Desulfovibrio fairfieldensis",1101,34,43,36,59,64,137,534,179
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio magneticus","Solidesulfovibrio magneticus",1102,62,71,74,92,50,53,107,84
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Maridesulfovibrio","Maridesulfovibrio salexigens","Maridesulfovibrio salexigens",1103,34,33,27,51,34,31,26,33
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Pseudodesulfovibrio","Pseudodesulfovibrio indicus","Desulfovibrio sp. J2",1104,65,86,95,67,46,43,73,68
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Nitratidesulfovibrio","Nitratidesulfovibrio vulgaris","Nitratidesulfovibrio vulgaris",1105,120,152,161,169,92,141,309,167
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","f_Desulfovibrionaceae","f_Desulfovibrionaceae","Desulfovibrionaceae",1106,NA,1,NA,3,1,1,NA,NA
NA,"Campylobacterota","Desulfurellia","Desulfurellales","Desulfurellaceae","Desulfurella","Desulfurella acetivorans","Desulfurella acetivorans",1107,10,6,4,5,10,5,15,7
NA,"Chrysiogenota","Chrysiogenia","Chrysiogenales","Chrysiogenaceae","Desulfurispirillum","g_Desulfurispirillum","Desulfurispirillum",1108,NA,NA,NA,1,NA,NA,3,2
NA,"Chrysiogenota","Chrysiogenia","Chrysiogenales","Chrysiogenaceae","Desulfurispirillum","Desulfurispirillum indicum","Desulfurispirillum indicum",1109,45,39,38,48,44,24,23,34
NA,"Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfurivibrio","g_Desulfurivibrio","Desulfurivibrio",1110,NA,1,NA,1,NA,NA,NA,NA
NA,"Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfurivibrio","Desulfurivibrio alkaliphilus","Desulfurivibrio alkaliphilus",1111,28,44,66,53,27,30,26,31
NA,"Aquificota","Aquificia","Desulfurobacteriales","o_Desulfurobacteriales","o_Desulfurobacteriales","o_Desulfurobacteriales","Desulfurobacteriales",1112,NA,1,NA,NA,NA,NA,NA,NA
NA,"Aquificota","Aquificia","Desulfurobacteriales","Desulfurobacteriaceae","Desulfurobacterium","Desulfurobacterium thermolithotrophum","Desulfurobacterium thermolithotrophum",1113,9,7,7,12,10,16,21,10
NA,"Thermoproteota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Desulfurococcus","Desulfurococcus amylolyticus","Desulfurococcus amylolyticus",1114,NA,NA,1,1,1,NA,NA,1
NA,"Thermoproteota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Desulfurococcus","Desulfurococcus amylolyticus","Desulfurococcus amylolyticus",1115,NA,1,NA,NA,2,NA,NA,1
NA,"Thermoproteota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Desulfurococcus","Desulfurococcus mucosus","Desulfurococcus mucosus",1116,1,2,NA,4,2,1,NA,2
NA,"Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","o_Desulfuromonadales","o_Desulfuromonadales","o_Desulfuromonadales","Desulfuromonadales",1117,NA,1,NA,NA,NA,NA,NA,NA
NA,"Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas","g_Desulfuromonas","Desulfuromonas",1118,NA,NA,3,1,NA,1,1,1
NA,"Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas","Desulfuromonas soudanensis","Desulfuromonas soudanensis",1119,39,56,57,51,27,22,19,32
NA,"Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas","Desulfuromonas sp. DDH964","Desulfuromonas sp. DDH964",1120,54,55,59,53,35,27,39,40
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","g_Devosia","Devosia",1121,2,NA,1,NA,1,NA,NA,1
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","Devosia sp. A16","Devosia sp. A16",1122,36,54,43,45,40,17,29,26
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","Devosia sp. H5989","Devosia sp. H5989",1123,37,59,55,56,12,25,20,45
NA,"Nucleocytoviricota","Megaviricetes","Pimascovirales","Ascoviridae","Toursvirus","Toursvirus dptv1a","Diadromus pulchellus ascovirus 4a",1124,NA,NA,NA,NA,1,1,NA,1
NA,"Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister pneumosintes","Dialister pneumosintes",1125,8,4,11,6,18,45,96,51
NA,"Unknown","Naldaviricetes","Lefavirales","Baculoviridae","Betabaculovirus","Betabaculovirus disaccharalis","Diatraea saccharalis granulovirus",1126,4,2,1,7,10,NA,NA,2
NA,"Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Dichelobacter","Dichelobacter nodosus","Dichelobacter nodosus",1127,3,5,8,7,5,12,10,12
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","g_Dickeya","Dickeya",1128,NA,1,NA,NA,2,NA,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","Dickeya dadantii","Dickeya dadantii",1129,26,26,32,27,15,29,25,18
NA,"Uroviricota","Caudoviricetes","Pantevenvirales","Ackermannviridae","Limestonevirus","Limestonevirus RC2014","Dickeya phage RC-2014",1130,NA,NA,NA,NA,NA,1,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","Dickeya solani","Dickeya solani",1131,26,36,51,38,21,30,24,26
NA,"Uroviricota","Caudoviricetes","Pantevenvirales","Ackermannviridae","Limestonevirus","Limestonevirus limestone","Limestonevirus limestone",1132,NA,NA,NA,NA,NA,1,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","Dickeya zeae","Dickeya zeae",1133,59,53,42,43,46,35,27,38
NA,"Dictyoglomota","Dictyoglomia","Dictyoglomales","Dictyoglomaceae","Dictyoglomus","Dictyoglomus thermophilum","Dictyoglomus thermophilum",1134,16,5,7,17,13,19,22,9
NA,"Dictyoglomota","Dictyoglomia","Dictyoglomales","Dictyoglomaceae","Dictyoglomus","Dictyoglomus turgidum","Dictyoglomus turgidum",1135,1,1,NA,2,6,16,23,12
NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Dinoroseobacter","g_Dinoroseobacter","Dinoroseobacter",1136,NA,NA,NA,1,NA,NA,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Dinoroseobacter","Dinoroseobacter shibae","Dinoroseobacter shibae",1137,27,37,35,39,25,19,12,17
NA,"Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dokdonella","g_Dokdonella","Dokdonella",1138,NA,NA,1,1,NA,NA,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dokdonella","Dokdonella koreensis","Dokdonella koreensis",1139,30,54,50,50,28,24,20,36
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia","g_Dokdonia","Dokdonia",1140,NA,NA,NA,NA,NA,1,NA,NA
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia","Dokdonia donghaensis","Dokdonia donghaensis",1141,26,19,9,22,37,17,18,11
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia","Dokdonia sp. 4H-3-7-5","Dokdonia sp. 4H-3-7-5",1142,26,29,14,12,41,25,19,15
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia","Dokdonia sp. MED134","Dokdonia sp. MED134",1143,13,12,3,15,23,15,14,9
NA,"Bacteroidota","Bacteroidia","Marinilabiliales","Prolixibacteraceae","Draconibacterium","Draconibacterium orientale","Draconibacterium orientale",1144,177,152,120,135,148,103,126,113
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","Dunaliella viridis virus SI2","Dunaliella viridis virus SI2",1145,2,NA,NA,3,NA,NA,NA,NA
NA,"Bacteroidota","Cytophagia","Cytophagales","Spirosomataceae","Dyadobacter","Dyadobacter fermentans","Dyadobacter fermentans",1146,93,73,65,84,88,52,70,55
NA,"Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dyella","g_Dyella","Dyella",1147,NA,NA,1,1,NA,NA,1,NA
NA,"Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dyella","Dyella japonica","Dyella japonica",1148,59,49,52,60,33,22,30,39
NA,"Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dyella","Dyella jiangningensis","Dyella jiangningensis",1149,55,49,41,48,42,17,18,32
NA,"Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dyella","Dyella thiooxydans","Dyella thiooxydans",1150,40,51,45,61,20,26,30,52
NA,"Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Potyvirus orionspassiflorae","East Asian Passiflora virus",1151,NA,NA,NA,NA,NA,NA,NA,1
NA,"Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola","Echinicola vietnamensis","Echinicola vietnamensis",1152,91,63,50,76,113,45,56,61
NA,"Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","g_Ectothiorhodospira","Ectothiorhodospira",1153,NA,1,NA,1,NA,NA,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","Ectothiorhodospira sp. BSL-9","Ectothiorhodospira sp. BSL-9",1154,50,50,51,67,22,23,24,36
NA,"Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","f_Ectothiorhodospiraceae","f_Ectothiorhodospiraceae","Ectothiorhodospiraceae",1155,1,1,1,4,2,NA,NA,1
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","g_Edwardsiella","Edwardsiella <enterobacteria>",1156,NA,1,1,NA,1,2,9,5
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella anguillarum","Edwardsiella anguillarum",1157,21,31,31,48,23,33,75,62
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella hoshinae","Edwardsiella hoshinae",1158,20,24,29,26,22,22,12,30
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella ictaluri","Edwardsiella ictaluri",1159,11,20,27,38,17,17,25,19
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","Kafunavirus","Kafunavirus KF1","Edwardsiella phage KF-1",1160,NA,NA,NA,NA,NA,NA,1,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella piscicida","Edwardsiella piscicida",1161,15,19,26,31,14,19,18,24
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella sp. EA181011","Edwardsiella sp. EA181011",1162,20,33,46,36,15,23,30,25
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella tarda","Edwardsiella tarda",1163,63,56,61,73,67,41,44,55
NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","g_Eggerthella","Eggerthella",1164,NA,NA,NA,1,NA,NA,NA,1
NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella lenta","Eggerthella lenta",1165,294,440,581,312,760,1720,10484,2421
NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella sp. YY7918","Eggerthella sp. YY7918",1166,116,165,221,137,113,189,588,255
NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","f_Eggerthellaceae","f_Eggerthellaceae","Eggerthellaceae",1167,NA,NA,NA,NA,NA,NA,NA,1
NA,"Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia canis","Ehrlichia canis",1168,1,4,1,3,5,2,3,8
NA,"Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia chaffeensis","Ehrlichia chaffeensis",1169,7,5,1,4,17,3,2,7
NA,"Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia muris","Ehrlichia muris",1170,16,12,1,8,16,5,4,4
NA,"Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia ruminantium","Ehrlichia ruminantium",1171,5,5,5,6,6,10,7,10
NA,"Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia japonica","Ehrlichia sp. HF",1172,2,NA,1,NA,NA,7,4,8
NA,"Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Proboscivirus","Elephant endotheliotropic herpesvirus 4","Elephant endotheliotropic herpesvirus 4",1173,NA,NA,NA,1,NA,1,NA,NA
NA,"Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Proboscivirus","Proboscivirus elephantidbeta1","Elephantid betaherpesvirus 1",1174,NA,NA,NA,NA,NA,1,NA,NA
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia anophelis","Elizabethkingia anophelis",1175,56,49,54,58,70,54,60,65
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia miricola","Elizabethkingia miricola",1176,59,49,38,46,53,50,53,50
NA,"Elusimicrobiota","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","Elusimicrobium minutum","Elusimicrobium minutum",1177,23,18,12,18,17,5,10,15
NA,"Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Coccolithovirus","Coccolithovirus huxleyi","Emiliania huxleyi virus 86",1178,NA,NA,NA,NA,NA,NA,1,NA
NA,"Bacteroidota","Cytophagia","Cytophagales","Leadbetterellaceae","Emticicia","Emticicia oligotrophica","Emticicia oligotrophica",1179,98,72,37,55,112,39,36,56
NA,"Elusimicrobiota","Endomicrobiia","Endomicrobiales","Endomicrobiaceae","Endomicrobium","Endomicrobium proavitum","Endomicrobium proavitum",1180,8,5,10,9,11,23,21,16
NA,"Pseudomonadota","Alphaproteobacteria","Holosporales","Holosporaceae","f_Holosporaceae","endosymbiont of Acanthamoeba sp. UWC8","endosymbiont of Acanthamoeba sp. UWC8",1181,21,13,10,15,18,11,18,10
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","o_Flavobacteriales","Candidatus Walczuchella","Candidatus Walczuchella monophlebidarum","endosymbiont of Llaveia axin axin",1182,1,1,NA,2,NA,3,5,1
NA,"Pseudomonadota","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","endosymbiont of unidentified scaly snail isolate Monju","endosymbiont of unidentified scaly snail isolate Monju",1183,39,49,46,47,25,25,17,30
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","g_Ensifer","Ensifer",1184,NA,NA,NA,NA,1,NA,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer adhaerens","Ensifer adhaerens",1185,45,50,62,56,31,30,23,51
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","g_Enterobacter","Enterobacter",1186,2,4,1,4,4,3,3,4
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter asburiae","Enterobacter asburiae",1187,111,107,83,97,91,104,122,110
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cloacae","Enterobacter cloacae",1188,158,176,158,178,201,273,446,322
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter hormaechei","Enterobacter hormaechei subsp. hoffmannii",1189,26,28,24,42,37,78,93,70
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter roggenkampii","Enterobacter roggenkampii",1190,15,31,34,38,11,29,21,25
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter roggenkampii","Enterobacter roggenkampii",1191,27,36,37,41,22,51,79,59
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter hormaechei","Enterobacter hormaechei",1192,73,88,73,89,83,107,141,93
