"Superkingdom","Phylum","Class","Order","Family","Genus","Species","Name","ti","Healthy_stool_10_1_noerr","Healthy_stool_10_10_noerr","Healthy_stool_10_100_noerr","Healthy_stool_10_50_noerr","Healthy_stool_100_1_noerr","Healthy_stool_100_10_noerr","Healthy_stool_100_100_noerr","Healthy_stool_100_50_noerr"
NA,"Bacillota","p_Bacillota","Caldicellulosiruptorales","Caldicellulosiruptoraceae","Caldicellulosiruptor","Caldicellulosiruptor acetigenus","Caldicellulosiruptor acetigenus",484,NA,1,7,3,3,2,4,3
NA,"Bacillota","p_Bacillota","Caldicellulosiruptorales","Caldicellulosiruptoraceae","Caldicellulosiruptor","Caldicellulosiruptor obsidiansis","Caldicellulosiruptor obsidiansis",485,NA,2,1,1,3,2,3,2
NA,"Bacillota","p_Bacillota","Caldicellulosiruptorales","Caldicellulosiruptoraceae","Caldicellulosiruptor","Caldicellulosiruptor owensensis","Caldicellulosiruptor owensensis",486,NA,2,NA,2,1,5,4,2
NA,"Bacillota","p_Bacillota","Caldicellulosiruptorales","Caldicellulosiruptoraceae","Caldicellulosiruptor","Caldicellulosiruptor saccharolyticus","Caldicellulosiruptor saccharolyticus",487,2,3,1,2,4,4,4,3
NA,"Chloroflexota","Caldilineae","Caldilineales","Caldilineaceae","Caldilinea","Caldilinea aerophila","Caldilinea aerophila",488,2,4,1,3,2,4,3,1
NA,"Thermodesulfobacteriota","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Caldimicrobium","Caldimicrobium thiodismutans","Caldimicrobium thiodismutans",489,NA,1,NA,NA,NA,NA,NA,NA
NA,"Caldisericota","Caldisericia","Caldisericales","Caldisericaceae","Caldisericum","Caldisericum exile","Caldisericum exile",490,1,NA,NA,NA,2,2,1,1
NA,"Thermoproteota","Thermoprotei","Acidilobales","Caldisphaeraceae","Caldisphaera","Caldisphaera lagunensis","Caldisphaera lagunensis",491,NA,1,NA,2,NA,NA,NA,1
NA,"Deferribacterota","Deferribacteres","Deferribacterales","Calditerrivibrionaceae","Calditerrivibrio","Calditerrivibrio nitroreducens","Calditerrivibrio nitroreducens",492,10,6,5,7,13,2,NA,4
NA,"Thermoproteota","Thermoprotei","Thermoproteales","Thermoproteaceae","Caldivirga","Caldivirga maquilingensis","Caldivirga maquilingensis",493,1,NA,NA,1,NA,NA,NA,NA
NA,"Preplasmiviricota","Pharingeaviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Mastadenovirus otariidae","California sea lion adenovirus 1",494,1,NA,NA,NA,1,NA,NA,NA
NA,"Cyanobacteriota","Cyanophyceae","Nostocales","Calotrichaceae","Calothrix","Calothrix parietina","Calothrix parietina",495,1,1,NA,NA,1,1,2,NA
NA,"Cyanobacteriota","Cyanophyceae","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. 336/3","Calothrix sp. 336/3",496,3,NA,NA,3,NA,NA,3,1
NA,"Cyanobacteriota","Cyanophyceae","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. PCC 7507","Calothrix sp. PCC 7507",497,1,1,NA,1,NA,3,1,NA
NA,"Pseudomonadota","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","Calyptogena okutanii thioautotrophic gill symbiont","Calyptogena okutanii thioautotrophic gill symbiont",498,NA,NA,NA,NA,1,2,1,NA
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter coli","Campylobacter coli",499,2,2,2,1,9,14,9,14
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter concisus","Campylobacter concisus",500,NA,1,1,5,3,1,2,2
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter curvus","Campylobacter curvus",501,3,NA,3,3,5,1,1,NA
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter fetus","Campylobacter fetus",502,NA,NA,2,1,2,NA,2,NA
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter gracilis","Campylobacter gracilis",503,NA,NA,NA,NA,NA,NA,NA,1
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter hominis","Campylobacter hominis",504,NA,NA,1,NA,NA,NA,2,1
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter hyointestinalis","Campylobacter hyointestinalis",505,NA,NA,1,NA,1,3,NA,3
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter iguaniorum","Campylobacter iguaniorum",506,1,NA,1,NA,NA,1,3,2
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter insulaenigrae","Campylobacter insulaenigrae",507,2,1,1,3,4,NA,1,1
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter jejuni","Campylobacter jejuni",508,4,NA,1,1,7,12,8,9
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter lari","Campylobacter lari",509,2,1,2,NA,1,4,2,4
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter peloridis","Campylobacter peloridis",510,NA,NA,1,2,1,NA,1,NA
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter sp. RM16704","Campylobacter sp. RM16704",511,2,1,1,NA,1,1,1,2
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter subantarcticus","Campylobacter subantarcticus",512,2,2,NA,NA,2,3,1,3
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter ureolyticus","Campylobacter ureolyticus",513,NA,1,1,NA,2,1,1,1
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Connertonviridae","Fletchervirus","Fletchervirus CPX","Fletchervirus CPX",514,NA,NA,NA,1,NA,NA,NA,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Connertonviridae","Fletchervirus","Fletchervirus NCTC12673","Fletchervirus NCTC12673",515,1,NA,NA,1,NA,NA,NA,NA
NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter volucris","Campylobacter volucris",516,NA,NA,NA,NA,NA,2,2,NA
NA,"Pseudomonadota","Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria","Candidatus Accumulibacter","Candidatus Accumulibacter phosphatis","Candidatus Accumulibacter phosphatis",517,3,4,4,5,NA,5,5,2
NA,"Bacteroidota","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","Candidatus Amoebophilus asiaticus","Candidatus Amoebophilus asiaticus",518,4,1,1,NA,1,1,2,2
NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Candidatus Neoarthromitus","Candidatus Arthromitus sp. SFB-mouse","Candidatus Arthromitus sp. SFB-mouse",519,NA,NA,NA,1,2,2,1,1
NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Candidatus Neoarthromitus","Candidatus Arthromitus sp. SFB-mouse-NL","Candidatus Arthromitus sp. SFB-mouse-NL",520,NA,NA,NA,2,3,2,NA,1
NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Candidatus Neoarthromitus","Candidatus Arthromitus sp. SFB-rat-Yit","Candidatus Arthromitus sp. SFB-rat-Yit",521,3,2,NA,4,7,3,1,1
NA,"Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae","Candidatus Atelocyanobacterium","Candidatus Atelocyanobacterium thalassae","Candidatus Atelocyanobacterium thalassae",522,NA,NA,NA,1,NA,2,1,NA
NA,"Bacteroidota","Bacteroidia","Bacteroidales","o_Bacteroidales","Candidatus Azobacteroides","Candidatus Azobacteroides pseudotrichonymphae","Candidatus Azobacteroides pseudotrichonymphae",523,2,4,6,NA,2,5,5,3
NA,"Unknown","Candidatus Babeliae","Candidatus Babeliales","Candidatus Babeliaceae","Candidatus Babela","Candidatus Babela massiliensis","Candidatus Babela massiliensis",524,1,NA,NA,1,4,2,1,1
NA,"Pseudomonadota","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","Candidatus Palibaumannia","Candidatus Palibaumannia cicadellinicola","Candidatus Palibaumannia cicadellinicola",525,2,1,NA,1,NA,1,2,2
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Blochmanniella","Candidatus Blochmanniella floridana","Candidatus Blochmannia floridanus",526,NA,NA,1,NA,NA,NA,1,1
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Blochmanniella","Candidatus Blochmanniella pennsylvanica","Candidatus Blochmanniella pennsylvanica",527,NA,NA,NA,NA,NA,NA,NA,1
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Blochmanniella","Candidatus Blochmanniella vafra","Candidatus Blochmanniella vafra",528,1,NA,NA,NA,NA,NA,1,1
NA,"Candidatus Cloacimonadota","Candidatus Cloacimonadia","Candidatus Cloacimonadales","Candidatus Cloacimonadaceae","Candidatus Cloacimonas","Candidatus Cloacimonas acidaminovorans","Candidatus Cloacimonas acidaminovorans",529,6,5,3,5,3,3,2,3
NA,"Bacillota","Clostridia","Thermoanaerobacterales","Candidatus Desulforudaceae","Candidatus Desulforudis","Candidatus Desulforudis audaxviator","Candidatus Desulforudis audaxviator",530,NA,3,2,1,2,NA,1,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Doolittlea","Candidatus Doolittlea endobia","Candidatus Doolittlea endobia",531,1,NA,NA,NA,1,NA,NA,1
NA,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Candidatus Endolissoclinum","Candidatus Endolissoclinum faulkneri","Candidatus Endolissoclinum faulkneri",532,NA,NA,NA,1,1,1,NA,2
NA,"Pseudomonadota","Gammaproteobacteria","Candidatus Johnevansiales","Candidatus Johnevansiaceae","Candidatus Johnevansia","Candidatus Johnevansia muelleri","Candidatus Evansia muelleri",533,NA,NA,1,NA,1,NA,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Filomicrobium","Candidatus Filomicrobium marinum","Candidatus Filomicrobium marinum",534,2,3,2,1,2,1,3,1
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Gullanella","Candidatus Gullanella endobia","Candidatus Gullanella endobia",535,NA,NA,NA,NA,NA,NA,2,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Hoaglandella","Candidatus Hoaglandella endobia","Candidatus Hoaglandella endobia",536,NA,NA,NA,NA,NA,NA,NA,1
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Ishikawella","Candidatus Ishikawella capsulata","Candidatus Ishikawella capsulata",537,1,NA,NA,NA,1,1,NA,NA
NA,"Mycoplasmatota","Mollicutes","Candidatus Izemoplasmatales","Candidatus Izemoplasmataceae","Candidatus Izemoplasma","Candidatus Izimoplasma sp. HR1","Candidatus Izimaplasma sp. HR1",538,1,NA,1,NA,2,1,1,5
NA,"Pseudomonadota","Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria","Candidatus Kinetoplastidibacterium","Candidatus Kinetoplastidibacterium crithidiae","Candidatus Kinetoplastidibacterium crithidiae",539,NA,NA,NA,1,1,NA,1,NA
NA,"Pseudomonadota","Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria","Candidatus Kinetoplastidibacterium","Candidatus Kinetoplastidibacterium desouzai","Candidatus Kinetoplastidibacterium desouzai",540,NA,NA,1,NA,2,NA,NA,NA
NA,"Pseudomonadota","Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria","Candidatus Kinetoplastidibacterium","Candidatus Kinetoplastidibacterium galati","Candidatus Kinetoplastidibacterium galati",541,NA,NA,NA,NA,NA,1,NA,NA
NA,"Pseudomonadota","Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria","Candidatus Kinetoplastidibacterium","Candidatus Kinetoplastidibacterium stringomonadis","Candidatus Kinetoplastidibacterium stringomonadis",542,NA,NA,NA,NA,NA,NA,NA,1
NA,"Acidobacteriota","Terriglobia","Terriglobales","Candidatus Korobacteraceae","Candidatus Korobacter","g_Candidatus Korobacter","Candidatus Korobacter",543,NA,NA,1,NA,NA,NA,NA,NA
NA,"Acidobacteriota","Terriglobia","Terriglobales","Candidatus Korobacteraceae","Candidatus Korobacter","Candidatus Korobacter versatilis","Candidatus Korobacter versatilis",544,5,3,3,6,2,1,NA,3
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Liberibacter","Candidatus Liberibacter africanus","Candidatus Liberibacter africanus",545,1,NA,NA,NA,NA,NA,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Liberibacter","Candidatus Liberibacter americanus","Candidatus Liberibacter americanus",546,NA,NA,NA,1,NA,NA,2,1
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Liberibacter","Candidatus Liberibacter asiaticus","Candidatus Liberibacter asiaticus",547,NA,NA,NA,NA,1,NA,NA,2
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Liberibacter","Candidatus Liberibacter solanacearum","Candidatus Liberibacter solanacearum",548,2,NA,NA,1,1,NA,1,1
NA,"Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","Candidatus Methanomassiliicoccus intestinalis","Candidatus Methanomassiliicoccus intestinalis",549,1,2,1,NA,2,2,3,1
NA,"Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae","Methanomethylophilus","Methanomethylophilus alvi","Methanomethylophilus alvi",550,NA,NA,NA,2,NA,1,NA,NA
NA,"Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Candidatus Methanoplasma","Candidatus Methanoplasma termitum","Candidatus Methanoplasma termitum",551,NA,NA,NA,NA,1,1,NA,NA
NA,"Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Candidatus Methylopumilus","Candidatus Methylopumilus planktonicus","Candidatus Methylopumilus planktonicus",552,NA,NA,NA,NA,NA,1,NA,1
NA,"Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Candidatus Methylopumilus","Candidatus Methylopumilus turicensis","Candidatus Methylopumilus turicensis",553,NA,NA,1,NA,1,1,NA,1
NA,"Pseudomonadota","Alphaproteobacteria","Rickettsiales","Candidatus Midichloriaceae","Candidatus Midichloria","Candidatus Midichloria mitochondrii","Candidatus Midichloria mitochondrii",554,NA,NA,1,NA,NA,NA,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Mikella","Candidatus Mikella endobia","Candidatus Mikella endobia",555,NA,NA,NA,NA,NA,NA,1,1
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Moranella","Candidatus Moranella endobia","Candidatus Moranella endobia",556,NA,NA,NA,NA,NA,NA,NA,2
NA,"Nitrososphaerota","p_Nitrososphaerota","p_Nitrososphaerota","p_Nitrososphaerota","Candidatus Nitrosopelagicus","Candidatus Nitrosopelagicus brevis","Candidatus Nitrosopelagicus brevis",557,1,1,NA,NA,1,NA,2,2
NA,"Nitrososphaerota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Nitrosopumilus adriaticus","Candidatus Nitrosopumilus adriaticus",558,1,1,NA,NA,1,2,1,NA
NA,"Nitrososphaerota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Candidatus Nitrosopumilus sediminis","Candidatus Nitrosopumilus sp. AR2",559,NA,NA,NA,NA,3,1,1,2
NA,"Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Candidatus Nitrospira inopinata","Candidatus Nitrospira inopinata",560,NA,NA,2,4,3,NA,1,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Candidatus Pantoea carbekii","Candidatus Pantoea carbekii",561,NA,NA,NA,NA,NA,2,1,NA
NA,"Pseudomonadota","Alphaproteobacteria","Holosporales","Candidatus Paracaedibacteraceae","Candidatus Odyssella","Candidatus Odyssella acanthamoebae","Candidatus Paracaedibacter acanthamoebae",562,NA,3,NA,NA,1,2,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. IMCC9063","Candidatus Pelagibacter sp. IMCC9063",563,NA,NA,NA,1,1,1,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter communis","Candidatus Pelagibacter communis",564,NA,NA,1,NA,NA,1,NA,1
NA,"Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","Candidatus Phytoplasma australiense","Candidatus Phytoplasma australiense",565,NA,NA,NA,NA,NA,1,NA,1
NA,"Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","Candidatus Phytoplasma mali","Candidatus Phytoplasma mali",566,NA,NA,NA,NA,NA,NA,1,NA
NA,"Pseudomonadota","Gammaproteobacteria","Candidatus Johnevansiales","Candidatus Johnevansiaceae","Candidatus Portiera","Candidatus Portiera aleyrodidarum","Candidatus Portiera aleyrodidarum",567,NA,NA,1,NA,NA,NA,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum","Candidatus Puniceispirillum marinum","Candidatus Puniceispirillum marinum",568,1,NA,1,NA,NA,NA,1,NA
NA,"Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Rhodoluna","Candidatus Rhodoluna planktonica","Candidatus Rhodoluna planktonica",569,1,NA,NA,NA,NA,NA,NA,2
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Riesia","Candidatus Riesia pediculicola","Candidatus Riesia pediculicola",570,NA,NA,NA,NA,NA,1,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","c_Gammaproteobacteria","Candidatus Pseudothioglobaceae","Candidatus Ruthturnera","Candidatus Ruthturnera calyptogenae","Candidatus Ruthturnera calyptogenae",571,2,NA,2,NA,NA,1,3,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Bruguierivoracaceae","Sodalis","Candidatus Sodalis pierantonii","Candidatus Sodalis pierantonii",572,8,1,2,1,2,2,4,NA
NA,"Acidobacteriota","Terriglobia","Bryobacterales","Solibacteraceae","Candidatus Solibacter","Candidatus Solibacter usitatus","Candidatus Solibacter usitatus",573,3,5,1,6,5,4,2,3
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Candidatus Symbiobacter","Candidatus Symbiobacter mobilis","Candidatus Symbiobacter mobilis",574,2,1,1,3,1,3,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Tachikawaea","Candidatus Tachikawaea gelatinosa","Candidatus Tachikawaea gelatinosa",575,NA,NA,1,NA,2,NA,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","c_Gammaproteobacteria","Candidatus Pseudothioglobaceae","Candidatus Thioglobus","Candidatus Thioglobus autotrophicus","Candidatus Thioglobus autotrophicus",576,NA,1,NA,NA,NA,1,NA,NA
NA,"Pseudomonadota","Gammaproteobacteria","c_Gammaproteobacteria","Candidatus Pseudothioglobaceae","Candidatus Pseudothioglobus","Candidatus Pseudothioglobus singularis","Candidatus Pseudothioglobus singularis",577,1,1,2,NA,3,2,3,1
NA,"Verrucomicrobiota","Spartobacteria","c_Spartobacteria","c_Spartobacteria","Candidatus Xiphinematobacter","Candidatus Xiphinematobacter sp. Idaho Grape","Candidatus Xiphinematobacter sp. Idaho Grape",578,1,NA,NA,1,2,1,NA,NA
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga canimorsus","Capnocytophaga canimorsus",579,6,1,3,3,3,2,2,3
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga haemolytica","Capnocytophaga haemolytica",580,6,10,6,4,4,1,7,7
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga ochracea","Capnocytophaga ochracea",581,8,9,4,8,3,8,4,4
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga sp. oral taxon 323","Capnocytophaga sp. oral taxon 323",582,7,9,2,6,6,4,6,7
NA,"Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Carboxydothermus","Carboxydothermus hydrogenoformans","Carboxydothermus hydrogenoformans",583,2,1,2,4,3,1,NA,2
NA,"Bacteroidota","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus Cardinium","Cardinium endosymbiont of Encarsia pergandiella","Cardinium endosymbiont of Encarsia pergandiella",584,1,NA,NA,NA,3,2,NA,1
NA,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium inhibens","Carnobacterium inhibens",585,2,1,NA,NA,NA,2,4,1
NA,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium maltaromaticum","Carnobacterium maltaromaticum",586,3,NA,1,1,NA,5,2,5
NA,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium sp. 17-4","Carnobacterium sp. 17-4",587,NA,2,NA,NA,1,5,2,1
NA,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium sp. CP1","Carnobacterium sp. CP1",588,NA,2,1,1,1,6,3,2
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Castellaniella","Castellaniella defragrans","Castellaniella defragrans",589,4,4,8,5,NA,6,3,2
NA,"Actinomycetota","Actinomycetes","Catenulisporales","Catenulisporaceae","Catenulispora","g_Catenulispora","Catenulispora",590,NA,NA,NA,1,NA,NA,NA,1
NA,"Actinomycetota","Actinomycetes","Catenulisporales","Catenulisporaceae","Catenulispora","Catenulispora acidiphila","Catenulispora acidiphila",591,2,7,11,10,1,2,4,2
NA,"Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","g_Caulobacter","Caulobacter",592,NA,2,NA,NA,NA,NA,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Caulobacter henricii","Caulobacter henricii",593,2,1,1,5,4,NA,2,6
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Jeanschmidtviridae","Colossusvirus","Colossusvirus colossus","Caulobacter phage CcrColossus",594,NA,NA,NA,NA,NA,NA,1,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","c_Caudoviricetes","Caulobacter phage Cr30","Caulobacter phage Cr30",595,NA,NA,NA,NA,NA,1,NA,NA
NA,"Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Caulobacter segnis","Caulobacter segnis",596,3,1,4,6,NA,2,3,NA
NA,"Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Caulobacter sp. K31","Caulobacter sp. K31",597,3,6,6,6,2,2,1,6
NA,"Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Caulobacter vibrioides","Caulobacter vibrioides",598,4,10,4,5,1,3,2,4
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Jeanschmidtviridae","Shapirovirus","Caulobacter virus Magneto","Caulobacter virus Magneto",599,NA,NA,NA,NA,1,NA,NA,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Jeanschmidtviridae","Shapirovirus","Shapirovirus cbk","Shapirovirus cbk",600,NA,NA,NA,NA,1,NA,NA,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Jeanschmidtviridae","Poindextervirus","Poindextervirus rogue","Poindextervirus rogue",601,NA,NA,NA,NA,NA,NA,NA,1
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Candidatus Viadribacter","Candidatus Viadribacter manganicus","Caulobacteraceae bacterium OTSz_A_272",602,1,3,NA,2,1,2,2,2
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","Cedecea neteri","Cedecea neteri",603,22,13,11,11,13,9,13,16
NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","Celeribacter indicus","Celeribacter indicus",604,6,1,2,1,1,5,1,3
NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","Celeribacter marinus","Celeribacter marinus",605,1,3,NA,NA,NA,NA,3,1
NA,"Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas","g_Cellulomonas","Cellulomonas",606,1,NA,1,NA,1,NA,NA,NA
NA,"Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas fimi","Cellulomonas fimi",607,2,6,5,3,NA,NA,3,3
NA,"Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas flavigena","Cellulomonas flavigena",608,2,5,1,NA,2,2,3,4
NA,"Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas gilvus","Cellulomonas gilvus",609,2,5,3,NA,NA,NA,2,2
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga algicola","Cellulophaga algicola",610,2,1,1,NA,2,4,3,2
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga baltica","Cellulophaga baltica",611,6,1,7,1,2,4,5,4
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga lytica","Cellulophaga lytica",612,NA,1,1,2,1,1,6,1
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Pachyviridae","Baltivirus","Baltivirus phi13duo","Cellulophaga phage phi13:2",613,NA,NA,NA,NA,NA,NA,1,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Pachyviridae","Baltivirus","Baltivirus phi18tres","Cellulophaga phage phi18:3",614,NA,NA,NA,NA,NA,NA,1,NA
NA,"Uroviricota","Caudoviricetes","c_Caudoviricetes","Pachyviridae","Baltivirus","Baltivirus phi19tres","Cellulophaga phage phi19:3",615,NA,NA,NA,NA,NA,NA,1,NA
