"sample","r2"
"healthy_stool_100_1",0.984771338387177
"healthy_stool_100_10",0.351703166042999
"healthy_stool_100_100",9.36635765002084e-05
"healthy_stool_100_50",0.556547959353749
"healthy_stool_10_1",0.926610101412746
"healthy_stool_10_10",0.602093176230906
"healthy_stool_10_100",0.284656341852126
"healthy_stool_10_50",0.540423974221299
