"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",13,20904,6,486,0.0260521042084168,0.000286944045911047
"abundance_cols.healthy_stool_10_10",14,20904,7,485,0.0280561122244489,0.000334752044378557
"abundance_cols.healthy_stool_10_100",14,20904,7,485,0.0280561122244489,0.000334752044378557
"abundance_cols.healthy_stool_10_50",13,20904,6,486,0.0260521042084168,0.000286944045911047
"abundance_cols.healthy_stool_100_1",35,20904,2,464,0.0701402805611222,9.56663158901751e-05
"abundance_cols.healthy_stool_100_10",37,20904,5,462,0.0741482965931864,0.000239131474484672
"abundance_cols.healthy_stool_100_100",50,20904,7,449,0.100200400801603,0.000334752044378557
"abundance_cols.healthy_stool_100_50",39,20904,6,460,0.0781563126252505,0.000286944045911047
