"","abundance_cols.healthy_stool_10_1_noerr","abundance_cols.healthy_stool_10_10_noerr","abundance_cols.healthy_stool_10_100_noerr","abundance_cols.healthy_stool_10_50_noerr","abundance_cols.healthy_stool_100_1_noerr","abundance_cols.healthy_stool_100_10_noerr","abundance_cols.healthy_stool_100_100_noerr","abundance_cols.healthy_stool_100_50_noerr"
"RRMSE",1272.45056378841,930.087985171085,887.621400989359,998.125787481762,1354.76838097824,450.572506024124,446.909970852622,540.718952202793
"AVGRE",89.5537718013316,89.6284334938287,93.5623373269977,90.0285241439552,83.1413101118722,87.7007664581243,91.968281899933,88.6840462111902
"NRMSE",1754.20416759004,1696.33260642547,1693.45161680895,1671.52737638596,1608.79509408418,1349.66791806572,1308.46265496544,1343.38475375833
