"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",16,20902,6,483,0.032064128256513,0.000286971494164913
"abundance_cols.healthy_stool_10_10",16,20902,7,483,0.032064128256513,0.00033478406427854
"abundance_cols.healthy_stool_10_100",16,20902,7,483,0.032064128256513,0.00033478406427854
"abundance_cols.healthy_stool_10_50",15,20902,7,484,0.030060120240481,0.00033478406427854
"abundance_cols.healthy_stool_100_1",32,20902,3,467,0.064128256513026,0.000143506338196604
"abundance_cols.healthy_stool_100_10",39,20902,5,460,0.0781563126252505,0.00023915435021763
"abundance_cols.healthy_stool_100_100",49,20902,6,450,0.0981963927855711,0.000286971494164913
"abundance_cols.healthy_stool_100_50",41,20902,7,458,0.0821643286573146,0.00033478406427854
