"","abundance_cols.healthy_stool_10_1_noerr","abundance_cols.healthy_stool_10_10_noerr","abundance_cols.healthy_stool_10_100_noerr","abundance_cols.healthy_stool_10_50_noerr","abundance_cols.healthy_stool_100_1_noerr","abundance_cols.healthy_stool_100_10_noerr","abundance_cols.healthy_stool_100_100_noerr","abundance_cols.healthy_stool_100_50_noerr"
"RRMSE",1347.19582933417,1003.13860592215,939.954227423543,1068.82694110979,1434.42993226198,508.518509682644,452.559077052415,624.089277563198
"AVGRE",99.893221568777,99.920830715832,99.8893138496664,99.8940879707357,99.8289135340687,99.8735271456533,99.7693532470721,99.8945443838935
"NRMSE",18753.6016068753,18216.6931573995,18060.4865457877,17916.0281270232,17652.0811770401,14884.9082030458,13682.4374872402,15228.3505690832
