"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1_noerr",10,20902,10,489,0.0200400801603206,0.000478194338179036
"abundance_cols.healthy_stool_10_10_noerr",10,20902,9,489,0.0200400801603206,0.000430395485629573
"abundance_cols.healthy_stool_10_100_noerr",12,20902,8,487,0.0240480961923848,0.00038259206121473
"abundance_cols.healthy_stool_10_50_noerr",10,20902,10,489,0.0200400801603206,0.000478194338179036
"abundance_cols.healthy_stool_100_1_noerr",30,20902,3,469,0.0601202404809619,0.000143506338196604
"abundance_cols.healthy_stool_100_10_noerr",35,20902,5,464,0.0701402805611222,0.00023915435021763
"abundance_cols.healthy_stool_100_100_noerr",47,20902,7,452,0.094188376753507,0.00033478406427854
"abundance_cols.healthy_stool_100_50_noerr",40,20902,4,459,0.0801603206412826,0.00019133263178035
