"","MCC"
"abundance_cols.healthy_stool_10_1_noerr",0.00298085888024176
"abundance_cols.healthy_stool_10_10_noerr",0.00328697968006718
"abundance_cols.healthy_stool_10_100_noerr",0.00330142759293835
"abundance_cols.healthy_stool_10_50_noerr",0.00298085888024176
"abundance_cols.healthy_stool_100_1_noerr",0.00915281612466971
"abundance_cols.healthy_stool_100_10_noerr",0.010669031256493
"abundance_cols.healthy_stool_100_100_noerr",0.0143280131884693
"abundance_cols.healthy_stool_100_50_noerr",0.012519500034704
