"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1326.12599976687,1002.4244258775,938.579675448522,1059.75801501582,1408.94893093213,513.215366583853,473.49121480968,619.377326506028
"AVGRE",119.197873647359,99.6652224623604,98.4784376909033,116.247622509139,97.9222445668397,98.7347146848352,97.9133628021271,98.9165328171688
"NRMSE",5941.42019520759,5712.41704859406,5677.82498951627,5650.53084282279,5577.57101327847,4752.53774643357,4462.55256239054,4834.87069282364
