"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1_noerr",10,20897,11,489,0.0200400801603206,0.000526114405969007
"abundance_cols.healthy_stool_10_10_noerr",11,20897,11,488,0.0220440881763527,0.000526114405969007
"abundance_cols.healthy_stool_10_100_noerr",11,20897,9,488,0.0220440881763527,0.000430498421505788
"abundance_cols.healthy_stool_10_50_noerr",10,20897,11,489,0.0200400801603206,0.000526114405969007
"abundance_cols.healthy_stool_100_1_noerr",30,20897,4,469,0.0601202404809619,0.000191378402947227
"abundance_cols.healthy_stool_100_10_noerr",35,20897,6,464,0.0701402805611222,0.000287040137779266
"abundance_cols.healthy_stool_100_100_noerr",47,20897,8,452,0.094188376753507,0.000382683568524276
"abundance_cols.healthy_stool_100_50_noerr",41,20897,4,458,0.0821643286573146,0.000191378402947227
