"","MCC"
"abundance_cols.healthy_stool_10_1_noerr",0.0176730366584189
"abundance_cols.healthy_stool_10_10_noerr",0.0161412071916775
"abundance_cols.healthy_stool_10_100_noerr",0.0149242534577658
"abundance_cols.healthy_stool_10_50_noerr",0.0167637381147576
"abundance_cols.healthy_stool_100_1_noerr",0.0342128048860397
"abundance_cols.healthy_stool_100_10_noerr",0.037447745436681
"abundance_cols.healthy_stool_100_100_noerr",0.0403399459783666
"abundance_cols.healthy_stool_100_50_noerr",0.0373831213705952
