"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1429.44371936277,1053.19398075476,971.294512987506,1128.03815382916,1635.18125508277,490.658029373553,381.395808496137,624.689130006111
"AVGRE",182.166075619352,139.904116521831,181.028930244319,190.363731020443,95.5692902476552,97.2544368816987,97.7933822547522,97.6080975234356
"NRMSE",17751.2348019739,17250.1393331098,16915.264041724,16964.8423077917,14577.7022366832,13640.3643673941,12614.6403344596,13373.9263369914
