"","abundance_cols.healthy_stool_10_1_noerr","abundance_cols.healthy_stool_10_10_noerr","abundance_cols.healthy_stool_10_100_noerr","abundance_cols.healthy_stool_10_50_noerr","abundance_cols.healthy_stool_100_1_noerr","abundance_cols.healthy_stool_100_10_noerr","abundance_cols.healthy_stool_100_100_noerr","abundance_cols.healthy_stool_100_50_noerr"
"RRMSE",1419.93364649805,1052.62788793696,961.237368916528,1127.47239116316,1643.26012000163,488.109132084091,373.515198548587,628.333300555987
"AVGRE",177.433359829449,175.660181990958,124.108705779288,150.970719967396,95.583835109378,97.15028535197,96.9315129707493,97.3157061204184
"NRMSE",17913.0822436058,17263.6493836221,16961.1475295177,17012.2798515244,14608.0354621621,13419.3288293814,12522.7322643347,13264.2020564689
