"","MCC"
"abundance_cols.healthy_stool_10_1_noerr",0.0232296914033857
"abundance_cols.healthy_stool_10_10_noerr",0.0222989865310355
"abundance_cols.healthy_stool_10_100_noerr",0.0213541935038749
"abundance_cols.healthy_stool_10_50_noerr",0.0235539072682084
"abundance_cols.healthy_stool_100_1_noerr",0.0522374788302582
"abundance_cols.healthy_stool_100_10_noerr",0.054222486777374
"abundance_cols.healthy_stool_100_100_noerr",0.0568549859759489
"abundance_cols.healthy_stool_100_50_noerr",0.0563500353553668
