"","MCC"
"abundance_cols.healthy_stool_10_1",0.0203607442073348
"abundance_cols.healthy_stool_10_10",0.0200727844133482
"abundance_cols.healthy_stool_10_100",0.0203746967155542
"abundance_cols.healthy_stool_10_50",0.0200518326099183
"abundance_cols.healthy_stool_100_1",0.0442724935331292
"abundance_cols.healthy_stool_100_10",0.0467419501683683
"abundance_cols.healthy_stool_100_100",0.0483615750244933
"abundance_cols.healthy_stool_100_50",0.0457673767880383
