"","TPR","FPR"
"abundance_cols.healthy_stool_10_1",0.50709939148073,0.000286779466590192
"abundance_cols.healthy_stool_10_10",0.506612410986775,0.000382336073408526
"abundance_cols.healthy_stool_10_100",0.506109979633401,0.000334560053529609
"abundance_cols.healthy_stool_10_50",0.507113821138211,0.000286779466590192
"abundance_cols.healthy_stool_100_1",0.508438818565401,0.000143410296859315
"abundance_cols.healthy_stool_100_10",0.506937033084312,0.000286779466590192
"abundance_cols.healthy_stool_100_100",0.505482456140351,0.00043010752688172
"abundance_cols.healthy_stool_100_50",0.506951871657754,0.000286779466590192
