"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1246.99237655022,922.376419040741,873.122405170486,974.202794634817,1337.6113034895,463.997987765762,472.714981594367,539.313121920188
"AVGRE",91.6030495748519,201.824345542028,198.064613673729,93.7175910435366,81.2911386641515,87.0448609766499,89.2967046570634,89.5105943449501
"NRMSE",1779.42376910077,1710.87368367031,1717.25632700183,1708.03527012965,1620.38549935729,1379.154863729,1358.58951085777,1376.15743061352
