"TaxonomyID","read_count"
28116,3898.19314613312
435590,2823.05993285741
246787,2645.25436763953
226186,3950.50968734997
40520,2168.67487922705
295405,2807.74458382962
266264,1513.6
536231,2072.83212560386
411479,2326.22644293368
1121101,1376.33043478261
47678,1501.91153595051
709991,1488.23333333333
198214,1201.4
411461,1260.41111111111
435591,2503.72869663147
449673,1149.60590143863
1550024,1950.6375
515619,2372.65555555556
679935,1685.34306878307
537011,1481.33177838996
585394,1099.96111111111
479437,953.126086956522
717959,1587.8
411469,1398.25555555556
762982,1124.20412698413
411462,1543.34444444444
657308,875.6
445973,844
411474,868.202173913043
292800,831.825
515620,1345.7
1384484,809.6
762966,793.6
471875,751.6
411903,710.175
511680,715.026086956522
349741,697
333849,683.8
411460,670.5
367928,674.3
649756,651.7
568816,638.3375
411463,646.452173913044
518635,598.6
760570,612
1384063,630.716984702093
479436,603.1
518637,583.4
702459,581.5
1069534,580.9
1458465,563.9
626939,543.4
592028,536
206672,529.163586956522
1051074,478.8
679190,450.6
1304,391.4
901,349.8
NA,269.3
999419,227.3
411483,201.326086956522
NA,198.2
334413,101.8
NA,92.7
300267,95.1
NA,81.7
537007,75.1
NA,69.3
NA,64.1
2585118,50.3
NA,55
299766,28.7
NA,32
68895,31.3
NA,29
NA,28.8
97081,25.5
411471,22.7
1035839,24.3
518634,27.9
NA,24
411467,20.4
742740,37.3
NA,21
445972,25.9
1871018,23.6
NA,19
NA,19
203275,20.5
NA,18
NA,17
763034,17
1150423,15.6
NA,16
NA,16
NA,16
997894,16.6
1547597,16
NA,15
911023,18.6
1852370,14.8
NA,14
NA,14
NA,14
NA,14
NA,14
NA,13
NA,13
NA,13
626937,12.8
1236513,12.7
1871030,11.6
NA,12
NA,12
214092,11
99287,11
NA,11
NA,11
NA,11
871963,9.3
1841857,28
1907654,11.6
226185,7.8
NA,10
NA,10
NA,10
1437610,10
1745713,8.7
563769,10
1410657,9
428127,8.8
NA,9
NA,9
NA,9
566550,9
585502,11.2
1447715,8
1122984,5.2
NA,8
NA,8
NA,8
NA,8
NA,8
1427517,7.5
NA,7.5
1917878,13
1815968,8.9
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
NA,7
1650661,5.5
196242,8.6
NA,6
NA,6
NA,6
NA,6
NA,6
742743,6
1445607,6
701347,6.3
1118062,4.5
1871021,7.2
1590550,6.3
1218112,5
1121114,5
1242245,3.8
NA,5
NA,5
NA,5
478749,5.3
1723382,5.5
1852374,5.3
1147148,2
1035196,4.2
1601,1.9
1234679,3.5
565655,3.5
1408437,4
883114,3.6
40215,2
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
153730,2
1300165,4.7
888064,1.9
NA,2.5
667015,4
379893,6.2
1653435,3.9
768486,3.5
272563,3
NA,2.5
1688,2.5
525255,3
36847,3.5
411473,2.4
1006000,4
1044999,3.3
626522,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
1158614,3
927665,3.3
334735,3
1121094,3
1122988,2.5
1236498,3
1437608,3
1235834,3.2
1033732,3
1118057,3.8
2731255,2.1
1034345,2.9
1477437,3
1769291,3
414970,3.3
652,1
1123313,1.9
1122973,2
1408428,2
NA,2.2
61652,1
1158601,2
1069080,0.9
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
1121950,2
225992,1
467210,2
1349822,2.2
1101373,2
1160721,2
1432052,2
1211813,2.1
NA,2
NA,2
1796646,2
1871035,3.7
1903263,2
1041607,3.4
194948,9.4
1660368,4.2
591001,1
NA,1.8
171101,0.2
NA,1.4
1423721,1
873533,1
1122993,1.5
880526,1
28141,1
428126,1
34002,1.1
1236520,0.8
39480,1
39482,1
1123323,0.6
679200,1.7
44008,1.7
476272,1
1158606,1
77635,1
1122978,1.2
78344,1
NA,1
NA,1
NA,1
NA,1
NA,0.6
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
108981,0.2
883112,2.3
1122142,1
1123504,1
1150461,1.1
169292,0.2
596154,1
NA,1
208224,1.7
1121024,1
518636,1
1121333,1
NA,1
NA,1
NA,0.4
NA,1.1
356829,1
1120979,1
1203606,1.1
1122983,1
1121129,1
NA,1
NA,1
NA,1.2
742817,1
1437607,1
796942,1
444461,0.3
1118056,1
1384589,1
947969,1
1461581,0.2
1033744,1
1642646,1
1653434,1
1712031,1
1776382,1.7
1816678,3.4
667120,2.7
1871022,1.1
1871111,0.2
1944646,1.3
1227346,0.4
