"TaxonomyID","read_count"
435590,6608.35277777778
537011,4802.4
411479,4577.1690677013
301302,3267.3
449673,3259.05555555556
28116,4714.90147403494
1150298,2926.8
300267,2594.2
40520,2327.05065359477
226186,2695.41032720328
435591,2715.25930142882
47678,2084.77193973635
411462,2060.80833333333
515619,1993.77211538462
349741,1858
206672,1609.5
411469,1731.76176470588
649756,1814.83676470588
515620,1915.8
246787,1762.86674199623
411474,1326.13076923077
411460,1277.7
295405,1886.13817238119
536231,2169.95170311714
411903,1185.68846153846
367928,1146.1
679935,1245.74896421846
511680,1052.4
585394,904.388888888889
709991,838.5
411461,648.708653846154
471875,614.4
626939,452
411483,770.485294117647
1550024,410.9
702459,406
717959,389.5
NA,376.7
NA,392.8
1384063,465.996914278532
266264,329
1121101,312.440677966102
1501391,294
999419,290.26
292800,274.175
868129,260.4
1384484,243
1304,229.6
1051074,239.2
198214,230.4
762966,193
411463,186.923529411765
762982,169.3
445973,171
563769,78.8
518635,142.1
479437,133.6
NA,137.5
1069534,133.3
679190,208.5
568816,130.553846153846
592028,119
NA,118.9
NA,115.8
657308,114.7
760570,109.7
333849,107.7
NA,100
NA,98.7
564886,81.1
901,79
479436,78
1458465,81.5548076923077
194948,45.5
537007,56.4375
445972,59.2
NA,47.3
518634,36.5
334413,29.9
566550,25.5
411471,18.6
196242,46.7
NA,19.7
763034,19
1653435,18.6
1776384,28.4
99287,18.3
NA,16
1123313,10.2
272563,12.7
1871035,14.4
NA,11
1122979,16
1203606,12.1
2681611,10.7
1121950,8.3
1122155,15.3
1236513,10
476272,9.3
NA,9
1122983,7.6
NA,8
NA,8
1121333,5.9
428127,6.9
NA,7
NA,7
1410674,11.7
1035839,7
1211819,7.3
1871021,7
414970,6.8
NA,6
NA,6.1
NA,6
NA,6
NA,6
742743,6
1437610,6
1445607,5.9
1841857,4.6
1841865,6
1122973,5
908937,4.7
NA,5
NA,5
411467,5.8
180332,3.7
997894,5.8
1427517,5
1122988,5.1
1547597,4.8
1776382,3.2
1871030,4.4
1567486,5
10730,22.2
214092,4
1121114,4.5
411473,4.1
NA,3.8
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
NA,4
518636,5.2
NA,3.2
547042,4.4
NA,4
1160721,4
701347,4.2
2681618,3.6
1150423,3
1447715,3
39482,3
1408437,3
997353,3.5
61647,3.7
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
NA,3
585502,2.6
NA,3
626937,3
1437607,3
1437608,3
2585118,2.6
1033732,3
1691903,3.1
1745713,3.5
1796646,3
1660368,6.6
NA,1.9
1035196,1.6
1291050,1.7
NA,2
203275,3.2
28141,1.6
NA,2.1
626522,2.7
76123,1.9
752555,2
1130798,1.1
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
NA,2
411490,4.5
1123399,1.6
883112,1.4
1150461,2
1158614,2
478749,2.9
862515,2
888832,3.4
NA,1.8
NA,1.3
1122228,2
NA,2
667120,2
1815968,2.6
796606,0.4
NA,0.9
1732,1
NA,1
NA,0.4
29524,1
34002,0.2
36847,1
1236520,1
39480,1
1242245,1
3158780,1
679200,1
1006000,2.7
68895,1
87541,0.8
1274722,0.7
NA,1
NA,1
NA,1
NA,1
NA,0.6
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
1123263,1
105219,1
1121323,1
1122131,0.2
NA,0.9
NA,1
NA,1.3
1122987,1.1
208224,0.8
225992,0.5
1122991,3.6
1121947,0.9
290052,1
290054,1
334735,1
NA,1
NA,0.7
NA,1.3
351679,0.6
742733,0.9
1121094,1
393278,0.2
1120979,1
1122971,0.8
1121866,0.8
1236509,1
NA,1
604330,1
742818,1
1236498,1
1437609,1
1134435,0.2
1034345,1.2
NA,1
1650661,1.3
1673724,0.6
1678841,0.5
1720204,2.3
1720313,1.8
1723382,1.2
1776381,0.6
1852370,1.7
1871018,1
1903263,2.5
1917878,2.2
1944646,1
66284,0.5
97081,5.3
1147143,1
1147152,1.5
1416032,2.1
1124655,1
1147153,1.2
482822,2.4
