"TaxonomyID","read_count"
537011,25231.8
435590,25135.3090139556
411479,13521.3767003301
515619,7632.8
411903,4541.2
367928,4250.9
411483,1563.96666666667
301302,67.9
511680,52.9
585394,56.4
1123313,13.6
292800,32.9
1550024,14.5
226186,34.2142857142857
246787,13
1211819,11.9
536231,17.7333333333333
1650663,10.2
1122979,7.6
537007,8.5
NA,6
411474,9
36847,8.2
1650661,7.4
796942,6.7
1236513,7
1871021,7.8
NA,7.5
39482,5.5
762982,7.1
717959,4
1903263,4.2
3158780,3
428127,3.4
411467,2.1
478749,2
1121129,2
444461,2
1720313,3.3
435591,5
431947,1.3
556268,3.2
1121296,2
431943,0.3
28116,1
1384063,1
1256908,1
679200,5.2
566550,1
155865,1
445972,3.8
NA,0.9
322095,8.8
1123314,1
649756,1.2
1297617,1.1
796943,1.1
1653435,1.2
2897707,1
1841868,1
1871018,3.4
