"full_sample_name","pipeline","TP","precision","recall","F1","abundance_threshold"
"healthy_stool_100_10_10mil_noerr","Bracken",51.6285485360925,0.0132279140497291,0.516285485360925,0.0257949280719923,0
"healthy_stool_100_10_10mil_noerr","Centrifuge",36.5893992570256,0.00925610909613599,0.365893992570256,0.0180554647209601,0
"healthy_stool_100_10_10mil_noerr","Ground Truth",100,1,1,1,0
"healthy_stool_100_10_10mil_noerr","Kraken2",51.7405814725413,0.00845020112241406,0.517405814725413,0.0166288225847795,0
"healthy_stool_100_10_10mil_noerr","MetaScope",72.7072345336776,0.156696626150167,0.727072345336776,0.25782707281446,0
"healthy_stool_100_10_10mil_noerr","MetaScope Blast",62.6256735731678,0.120898983731984,0.626256735731678,0.202672082761061,0
"healthy_stool_100_10_10mil_noerr","MetaScope Priors",72.7021322704491,0.135638306474718,0.727021322704491,0.228623057454242,0
"healthy_stool_100_10_10mil_noerr","PathoScope2",34.6573936677753,0.866434841694383,0.346573936677753,0.495105623825362,0
"healthy_stool_100_10_10mil_noerr","mOTUs",75.8953791356049,0.782426589026855,0.758953791356049,0.770511463305634,0
"healthy_stool_100_10_1mil_err","Bracken",51.6172114079736,0.113444420676865,0.516172114079736,0.186007969037743,0
"healthy_stool_100_10_1mil_err","Centrifuge",36.5709625511012,0.0127513816426434,0.365709625511012,0.0246435057621976,0
"healthy_stool_100_10_1mil_err","Ground Truth",100,1,1,1,0
"healthy_stool_100_10_1mil_err","Kraken2",51.7121725970946,0.0137022184941957,0.517121725970946,0.0266970431580251,0
"healthy_stool_100_10_1mil_err","MetaScope",72.7089156511724,0.223719740465146,0.727089156511724,0.342159603064341,0
"healthy_stool_100_10_1mil_err","MetaScope Blast",60.6372678095712,0.168906038466772,0.606372678095712,0.264214674551509,0
"healthy_stool_100_10_1mil_err","MetaScope Priors",72.7182707209005,0.19237637756852,0.727182707209005,0.304260546949375,0
"healthy_stool_100_10_1mil_err","PathoScope2",37.6216813369934,0.874922821790544,0.376216813369934,0.526177361356551,0
"healthy_stool_100_10_1mil_err","mOTUs",75.7108433785676,0.780524158541934,0.757108433785676,0.768638003843326,0
"healthy_stool_100_10_1mil_noerr","Bracken",51.6172102075635,0.0931718595804396,0.516172102075635,0.157850795741784,0
"healthy_stool_100_10_1mil_noerr","Centrifuge",36.5883601311616,0.012811050466093,0.365883601311616,0.0247553180860363,0
"healthy_stool_100_10_1mil_noerr","Ground Truth",100,1,1,1,0
"healthy_stool_100_10_1mil_noerr","Kraken2",51.7346309352121,0.0118848221767085,0.517346309352121,0.0232358549001626,0
"healthy_stool_100_10_1mil_noerr","MetaScope",72.7122234121446,0.221009797605303,0.727122234121446,0.338984724532143,0
"healthy_stool_100_10_1mil_noerr","MetaScope Blast",60.6240852631183,0.159958008609811,0.606240852631183,0.253127704647675,0
"healthy_stool_100_10_1mil_noerr","MetaScope Priors",72.7105589609312,0.183150022571615,0.727105589609312,0.292597822780407,0
"healthy_stool_100_10_1mil_noerr","PathoScope2",35.654716391856,0.869627229069658,0.35654716391856,0.50574065804051,0
"healthy_stool_100_10_1mil_noerr","mOTUs",75.830758679013,0.781760398752711,0.75830758679013,0.769855418061046,0
"healthy_stool_100_1_100k_err","Bracken",51.5243972699528,0.405703915511439,0.515243972699528,0.453959447312359,0
