"abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
0.839553507136293,0.730831611067729,0.411101820379732,0.63839605444593,0.786067241239174,0.310440108000798,0.0830369111116905,0.566782154402976
