Total Number of Aligned Reads:	85557	Total Number of Mapped Genomes:	3455
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|435590|org|Bacteroides_vulgatus_ATCC_8482|accession|NC_009614.1	0.2268319863183034	0.25882160431057655	22144.0	0.25880991619622007	1.1688114356510864e-05	0.21935520004877884	0.2512954497999511	21500.084798534415	0.2509087508912187	0.006206388723307268
ti|515619|org|[Eubacterium]_rectale_ATCC_33656|accession|NC_012781.1	0.09891631344214936	0.08976471825800343	7680.0	0.08975303014364693	1.1688114356510864e-05	0.09595691620965086	0.08616453566355375	7371.979177766669	0.08559206143272906	0.00189347452575476
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703852.1	0.08252171843533702	0.07501431794008673	6418.0	0.07471042696681744	0.00030389097326928246	0.0811791177668073	0.07276443941298938	6225.507142857132	0.07237280409551528	0.001542831095059434
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703|accession|NC_008618.1	0.05525601432569584	0.04968617412952768	4251.0	0.04968617412952768	0.0	0.05507689568974104	0.0495464037620144	4239.041666666666	0.049592669214675596	7.012868613906518e-05
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703853.1	0.04544485447020777	0.04141098916511799	3543.0	0.04137592482204846	3.506434306953259e-05	0.04513158150661741	0.04079445504723391	3490.251190476192	0.040604509274518745	0.0007831036618862278
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703854.1	0.04294851782296263	0.0401252965859018	3433.0	0.03990322241312809	0.00022207417277370642	0.041603099238525454	0.03781143651125087	3235.033073593091	0.0368993770235048	0.003179167104970955
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703855.1	0.028391865586196302	0.025082693409072314	2146.0	0.02502425283728976	5.844057178255432e-05	0.028252027543940992	0.025933891215633335	2218.8259307359413	0.02446322334817724	0.004032399452996248
ti|445970|org|Alistipes_putredinis_DSM_17216|accession|NZ_DS499577.1	0.02826316920484912	0.025117757752141846	2149.0	0.025117757752141846	0.0	0.027203952652288914	0.024097190566912507	2061.6833333333334	0.024451535233820727	0.0005960938321820541
ti|537011|org|Prevotella_copri_DSM_18205|accession|NZ_GG703856.1	0.018255988436755858	0.016188038383767547	1385.0	0.016152974040698015	3.506434306953259e-05	0.018496591049514843	0.016635108757904086	1423.2499999999998	0.01637504821347172	0.0005610294891125214
ti|411479|org|Bacteroides_uniformis_ATCC_8492|accession|NZ_DS362249.1	0.01748893752741987	0.016176350269411034	1384.0	0.015510127751089916	0.0006662225183211193	0.01893115123588584	0.017210943191868205	1472.516666666668	0.01826852273922648	0.0009116729198078474
