TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,genus_counts,best_hit_species,species_counts,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,blast_validated
435590,Phocaeicola vulgatus,958791,0.0961305968675248,871979.6,0.0874266918555316,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola,34,Phocaeicola vulgatus,23,2,0,0,0,0,FALSE
537011,Segatella copri,845808,0.0848026607209782,845790.7,0.0848009394785747,0,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,Prevotella,2,Bacteroides thetaiotaomicron,1,1,0,0,0,0,FALSE
820,Bacteroides uniformis,602862,0.0604443344678348,609816.2,0.061141582988349,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides,21,Bacteroides uniformis,12,1,0,0,0,0,FALSE
853,Faecalibacterium prausnitzii,566842,0.0568328861968682,564737,0.0566218393687894,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium,11,Faecalibacterium prausnitzii,2,1,0,0,0,0,FALSE
39491,Agathobacter rectalis,350377,0.0351296060754145,344444.9,0.0345348442339166,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,1,Agathobacter rectalis,1,1,0,0,0,0,FALSE
1150298,Fusicatenibacter saccharivorans,241772,0.0242406183056111,238437.4,0.0239062851269725,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans,Streptococcus,1,Streptococcus suis,1,1,0,0,0,0,FALSE
386585,Escherichia coli,223159,0.0223744359994618,223145.4,0.0223730702693323,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia,34,Escherichia coli,34,1,0,0,0,0,FALSE
301302,Roseburia faecis,218210,0.0218782378458523,220147.2,0.0220724655300001,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,Paenibacillus,1,Paenibacillus larvae,1,1,0,0,0,0,FALSE
445970,Alistipes putredinis,210842,0.0211395051734347,207373.5,0.02079174854232,0,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes,1,Alistipes onderdonkii,1,1,0,0,0,0,FALSE
411903,Collinsella aerofaciens,209875,0.0210425515232952,209842.6,0.0210393014634886,0,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella,2,Bacteriophage sp.,1,1,0,0,0,0,FALSE
357276,Phocaeicola dorei,208382,0.0208928599000706,277107.2,0.0277834057013358,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,Phocaeicola,33,Phocaeicola dorei,29,1,0,0,0,0,FALSE
367928,Bifidobacterium adolescentis,198812,0.0199333496293002,197971.8,0.0198491103318741,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium,17,Bifidobacterium longum,2,1,0,0,0,0,FALSE
28116,Bacteroides ovatus,193973,0.0194481803293777,182200.1,0.0182678086528725,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides,42,Bacteroides ovatus,11,1,0,0,0,0,FALSE
40518,Ruminococcus bromii,183754,0.0184235998218539,183771.7,0.0184253753116892,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus bromii,Blautia,1,Blautia obeum,1,5,0,0,0,0,FALSE
823,Parabacteroides distasonis,161956,0.0162380820703124,163502,0.0163930878010409,0,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides,30,Parabacteroides distasonis,14,1,0,0,0,0,FALSE
449673,Bacteroides stercoris,160282,0.0160702429696572,161893.1,0.0162317821018523,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides,3,Parabacteroides distasonis,1,1,0,0,0,0,FALSE
484018,Phocaeicola plebeius,143984,0.0144361679024664,143072.3,0.0143447635570301,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,Bacteroides,1,Bacteroides uniformis,1,1,0,0,0,0,FALSE
